ID,Name_lang,SetFlags,RequiredSkill,RequiredSkillRank,ItemID_0,ItemID_1,ItemID_2,ItemID_3,ItemID_4,ItemID_5,ItemID_6,ItemID_7,ItemID_8,ItemID_9,ItemID_10,ItemID_11,ItemID_12,ItemID_13,ItemID_14,ItemID_15,ItemID_16
613,"Thick Draenic Armor",0,0,0,25668,25669,25670,25671,0,0,0,0,0,0,0,0,0,0,0,0,0
614,"Wild Draenish Armor",0,0,0,25673,25674,25675,25676,0,0,0,0,0,0,0,0,0,0,0,0,0
615,"Gladiator's Felshroud",0,0,0,30186,30187,30188,30200,30201,0,0,0,0,0,0,0,0,0,0,0,0
616,"Netherscale Armor",0,0,0,29516,29517,29515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,"Netherstrike Armor",0,0,0,29521,29520,29519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,"Windhawk Armor",0,0,0,29523,29524,29522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,"Primal Intent",0,0,0,29527,29526,29525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,"Assassination Armor",0,0,0,27509,28414,27908,27776,28204,0,0,0,0,0,0,0,0,0,0,0,0
621,Netherblade,0,0,0,29046,29045,29044,29048,29047,0,0,0,0,0,0,0,0,0,0,0,0
622,Deathmantle,0,0,0,30144,30145,30146,30148,30149,0,0,0,0,0,0,0,0,0,0,0,0
623,"Righteous Armor",0,0,0,28203,27535,28285,27839,27739,0,0,0,0,0,0,0,0,0,0,0,0
624,"Justicar Raiment",0,0,0,29062,29061,29065,29063,29064,0,0,0,0,0,0,0,0,0,0,0,0
625,"Justicar Armor",0,0,0,29066,29068,29067,29069,29070,0,0,0,0,0,0,0,0,0,0,0,0
626,"Justicar Battlegear",0,0,0,29071,29073,29072,29074,29075,0,0,0,0,0,0,0,0,0,0,0,0
627,"Crystalforge Raiment",0,0,0,30134,30135,30136,30137,30138,0,0,0,0,0,0,0,0,0,0,0,0
628,"Crystalforge Armor",0,0,0,30123,30125,30124,30126,30127,0,0,0,0,0,0,0,0,0,0,0,0
629,"Crystalforge Battlegear",0,0,0,30129,30130,30132,30133,30131,0,0,0,0,0,0,0,0,0,0,0,0
630,"Tidefury Raiment",0,0,0,28231,27510,28349,27909,27802,0,0,0,0,0,0,0,0,0,0,0,0
631,"Cyclone Raiment",0,0,0,29032,29029,29028,29030,29031,0,0,0,0,0,0,0,0,0,0,0,0
632,"Cyclone Regalia",0,0,0,29033,29035,29034,29036,29037,0,0,0,0,0,0,0,0,0,0,0,0
633,"Cyclone Harness",0,0,0,29038,29039,29040,29043,29042,0,0,0,0,0,0,0,0,0,0,0,0
634,"Cataclysm Raiment",0,0,0,30164,30165,30166,30167,30168,0,0,0,0,0,0,0,0,0,0,0,0
635,"Cataclysm Regalia",0,0,0,30169,30170,30171,30172,30173,0,0,0,0,0,0,0,0,0,0,0,0
636,"Cataclysm Harness",0,0,0,30185,30189,30190,30192,30194,0,0,0,0,0,0,0,0,0,0,0,0
637,"Moonglade Raiment",0,0,0,28348,27468,27873,28202,27737,0,0,0,0,0,0,0,0,0,0,0,0
638,"Malorne Raiment",0,0,0,29087,29086,29090,29088,29089,0,0,0,0,0,0,0,0,0,0,0,0
639,"Malorne Regalia",0,0,0,29093,29094,29091,29092,29095,0,0,0,0,0,0,0,0,0,0,0,0
640,"Malorne Harness",0,0,0,29096,29097,29099,29100,29098,0,0,0,0,0,0,0,0,0,0,0,0
641,"Nordrassil Harness",0,0,0,30222,30223,30228,30229,30230,0,0,0,0,0,0,0,0,0,0,0,0
642,"Nordrassil Raiment",0,0,0,30216,30217,30219,30220,30221,0,0,0,0,0,0,0,0,0,0,0,0
643,"Nordrassil Regalia",0,0,0,30231,30232,30233,30234,30235,0,0,0,0,0,0,0,0,0,0,0,0
644,"Oblivion Raiment",0,0,0,27537,28415,28232,27778,27948,0,0,0,0,0,0,0,0,0,0,0,0
645,"Voidheart Raiment",0,0,0,28963,28968,28966,28967,28964,0,0,0,0,0,0,0,0,0,0,0,0
646,"Corruptor Raiment",0,0,0,30211,30212,30213,30215,30214,0,0,0,0,0,0,0,0,0,0,0,0
647,"Incanter's Regalia",0,0,0,28278,27508,27738,28229,27838,0,0,0,0,0,0,0,0,0,0,0,0
648,"Aldor Regalia",0,0,0,29076,29080,29078,29079,29077,0,0,0,0,0,0,0,0,0,0,0,0
649,"Tirisfal Regalia",0,0,0,30206,30205,30207,30210,30196,0,0,0,0,0,0,0,0,0,0,0,0
650,"Beast Lord Armor",0,0,0,28228,27474,28275,27874,27801,0,0,0,0,0,0,0,0,0,0,0,0
651,"Demon Stalker Armor",0,0,0,29085,29081,29083,29082,29084,0,0,0,0,0,0,0,0,0,0,0,0
652,"Rift Stalker Armor",0,0,0,30139,30140,30141,30142,30143,0,0,0,0,0,0,0,0,0,0,0,0
653,"Bold Armor",0,0,0,28205,27475,27977,27803,28350,0,0,0,0,0,0,0,0,0,0,0,0
654,"Warbringer Armor",0,0,0,29012,29011,29017,29015,29016,0,0,0,0,0,0,0,0,0,0,0,0
655,"Warbringer Battlegear",0,0,0,29021,29019,29020,29022,29023,0,0,0,0,0,0,0,0,0,0,0,0
656,"Destroyer Armor",0,0,0,30113,30115,30114,30116,30117,0,0,0,0,0,0,0,0,0,0,0,0
657,"Destroyer Battlegear",0,0,0,30120,30118,30119,30121,30122,0,0,0,0,0,0,0,0,0,0,0,0
658,"Mana-Etched Regalia",0,0,0,28193,27465,27907,28191,27796,0,0,0,0,0,0,0,0,0,0,0,0
659,"Wastewalker Armor",0,0,0,28264,27531,28224,27837,27797,0,0,0,0,0,0,0,0,0,0,0,0
660,"Desolation Battlegear",0,0,0,27936,28401,27528,28192,27713,0,0,0,0,0,0,0,0,0,0,0,0
661,"Doomplate Battlegear",0,0,0,28403,27497,28225,27870,27771,0,0,0,0,0,0,0,0,0,0,0,0
662,"Hallowed Raiment",0,0,0,28413,28230,27536,27775,27875,0,0,0,0,0,0,0,0,0,0,0,0
663,"Incarnate Raiment",0,0,0,29055,29049,29054,29050,29053,0,0,0,0,0,0,0,0,0,0,0,0
664,"Incarnate Regalia",0,0,0,29057,29059,29056,29058,29060,0,0,0,0,0,0,0,0,0,0,0,0
665,"Avatar Raiment",0,0,0,30153,30152,30151,30154,30150,0,0,0,0,0,0,0,0,0,0,0,0
666,"Avatar Regalia",0,0,0,30160,30161,30162,30159,30163,0,0,0,0,0,0,0,0,0,0,0,0
667,"The Twin Stars",0,0,0,31339,31338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,"Slayer's Armor",0,0,0,31028,31026,31027,31029,31030,34575,34448,34558,0,0,0,0,0,0,0,0,0
669,"Gronnstalker's Armor",0,0,0,31004,31001,31003,31005,31006,34549,34443,34570,0,0,0,0,0,0,0,0,0
670,"Malefic Raiment",0,0,0,31050,31051,31053,31054,31052,34564,34436,34541,0,0,0,0,0,0,0,0,0
671,"Tempest Regalia",0,0,0,31056,31055,31058,31059,31057,34574,34447,34557,0,0,0,0,0,0,0,0,0
672,"Onslaught Battlegear",0,0,0,30972,30975,30969,30977,30979,34546,34441,34569,0,0,0,0,0,0,0,0,0
673,"Onslaught Armor",0,0,0,30976,30974,30970,30978,30980,34568,34442,34547,0,0,0,0,0,0,0,0,0
674,"Absolution Regalia",0,0,0,31061,31064,31067,31070,31065,34434,34528,34563,0,0,0,0,0,0,0,0,0
675,"Vestments of Absolution",0,0,0,31068,31063,31060,31069,31066,34562,34527,34435,0,0,0,0,0,0,0,0,0
676,"Thunderheart Harness",0,0,0,31042,31034,31039,31044,31048,34556,34444,34573,0,0,0,0,0,0,0,0,0
677,"Thunderheart Regalia",0,0,0,31043,31035,31040,31046,31049,34572,34446,34555,0,0,0,0,0,0,0,0,0
678,"Thunderheart Raiment",0,0,0,31041,31032,31037,31045,31047,34571,34445,34554,0,0,0,0,0,0,0,0,0
679,"Lightbringer Armor",0,0,0,30991,30987,30985,30995,30998,34488,34433,34560,0,0,0,0,0,0,0,0,0
680,"Lightbringer Battlegear",0,0,0,30990,30982,30993,30997,30989,34561,34431,34485,0,0,0,0,0,0,0,0,0
681,"Lightbringer Raiment",0,0,0,30992,30983,30988,30994,30996,34432,34487,34559,0,0,0,0,0,0,0,0,0
682,"Skyshatter Harness",0,0,0,31018,31011,31015,31021,31024,34567,34439,34545,0,0,0,0,0,0,0,0,0
683,"Skyshatter Raiment",0,0,0,31016,31007,31012,31019,31022,34543,34438,34565,0,0,0,0,0,0,0,0,0
684,"Skyshatter Regalia",0,0,0,31017,31008,31014,31020,31023,34542,34437,34566,0,0,0,0,0,0,0,0,0
685,"Gladiator's Refuge",0,0,0,31375,31376,31377,31378,31379,0,0,0,0,0,0,0,0,0,0,0,0
686,"Gladiator's Wartide",0,0,0,31396,31397,31400,31406,31407,0,0,0,0,0,0,0,0,0,0,0,0
687,"Gladiator's Investiture",0,0,0,31409,31410,31411,31412,31413,0,0,0,0,0,0,0,0,0,0,0,0
688,"Grand Marshal's Refuge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,"High Warlord's Refuge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,"Gladiator's Redemption",0,0,0,31613,31614,31616,31618,31619,0,0,0,0,0,0,0,0,0,0,0,0
691,"Grand Marshal's Investiture",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,"High Warlord's Investiture",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,"Grand Marshal's Redemption",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,"High Warlord's Redemption",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,"Grand Marshal's Wartide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,"High Warlord's Wartide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,"Champion's Redoubt",0,0,0,29600,29601,29602,29603,29604,29605,0,0,0,0,0,0,0,0,0,0,0
698,"Warlord's Aegis",0,0,0,29612,29613,29614,29615,29616,29617,0,0,0,0,0,0,0,0,0,0,0
699,"The Twin Blades of Azzinoth",0,0,0,32838,32837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,"Merciless Gladiator's Aegis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,"Merciless Gladiator's Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,"Merciless Gladiator's Dreadgear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,"Merciless Gladiator's Earthshaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,"Merciless Gladiator's Felshroud",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,"Merciless Gladiator's Investiture",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,"Merciless Gladiator's Pursuit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,"Merciless Gladiator's Raiment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,"Merciless Gladiator's Redemption",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,"Merciless Gladiator's Refuge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,"Merciless Gladiator's Regalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,"Merciless Gladiator's Sanctuary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,"Merciless Gladiator's Thunderfist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,"Merciless Gladiator's Vestments",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,"Merciless Gladiator's Vindication",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,"Merciless Gladiator's Wartide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,"Merciless Gladiator's Wildhide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,"Field Marshal's Earthshaker",0,0,0,29608,29606,29611,29609,29607,29610,0,0,0,0,0,0,0,0,0,0,0
718,"Lieutenant Commander's Earthshaker",0,0,0,29599,29595,29597,29596,29598,29594,0,0,0,0,0,0,0,0,0,0,0
719,"The Fists of Fury",0,0,0,32946,32945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,"Vengeful Gladiator's Refuge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,"Vengeful Gladiator's Sanctuary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,"Vengeful Gladiator's Wildhide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,"Vengeful Gladiator's Pursuit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,"Vengeful Gladiator's Regalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,"Vengeful Gladiator's Redemption",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,"Vengeful Gladiator's Vindication",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,"Vengeful Gladiator's Aegis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,"Vengeful Gladiator's Investiture",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,"Vengeful Gladiator's Raiment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,"Vengeful Gladiator's Vestments",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,"Vengeful Gladiator's Wartide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,"Vengeful Gladiator's Earthshaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,"Vengeful Gladiator's Thunderfist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,"Vengeful Gladiator's Dreadgear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,"Vengeful Gladiator's Felshroud",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,"Vengeful Gladiator's Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,"Latro's Flurry",0,0,0,34703,28189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,"Dreadweave Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,"Mooncloth Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,"Satin Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,"Evoker's Silk Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,"Dragonhide Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,"Wyrmhide Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,"Kodohide Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,"Opportunist's Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,"Seer's Mail Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,"Seer's Ringmail Battlegear",0,0,0,35391,35392,35393,35394,35395,0,0,0,0,0,0,0,0,0,0,0,0
748,"Seer's Linked Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,"Stalker's Chain Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,"Savage Plate Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,"Crusader's Ornamented Battlegear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,"Crusader's Scaled Battlegear",0,0,0,35412,35413,35414,35415,35416,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Oathbound's Opportunistic Vestments",0,0,0,35370,35369,35368,35367,35366,0,0,0,0,0,0,0,0,0,0,0,0
2014,"Oathbound's Savage Plate Battlegear",0,0,0,35407,35408,35409,35410,35411,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Oathbound's Ornamented Battlegear",0,0,0,35402,35403,35404,35405,35406,0,0,0,0,0,0,0,0,0,0,0,0
2016,"Oathbound's Scaled Battlegear",0,0,0,35412,35413,35414,35415,35416,0,0,0,0,0,0,0,0,0,0,0,0
2017,"Oathbound's Ringmail Battlegear",0,0,0,35391,35392,35393,35394,35395,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Oathbound's Mail Battlegear",0,0,0,35386,35387,35388,35389,35390,0,0,0,0,0,0,0,0,0,0,0,0
2019,"Oathbound's Linked Battlegear",0,0,0,35381,35382,35383,35384,35385,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Oathbound's Chain Battlegear",0,0,0,35376,35377,35378,35379,35380,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Oathbound's Silk Battlegear",0,0,0,35343,35344,35345,35346,35347,0,0,0,0,0,0,0,0,0,0,0,0
2022,"Oathbound's Dreadweave Battlegear",0,0,0,35328,35329,35330,35331,35332,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Oathbound's Mooncloth Battlegear",0,0,0,35333,35334,35335,35336,35337,0,0,0,0,0,0,0,0,0,0,0,0
2024,"Oathbound's Satin Battlegear",0,0,0,35338,35339,35340,35341,35342,0,0,0,0,0,0,0,0,0,0,0,0
2025,"Oathbound's Dragonhide Battlegear",0,0,0,35356,35357,35358,35360,35359,0,0,0,0,0,0,0,0,0,0,0,0
2026,"Oathbound's Wyrmhide Battlegear",0,0,0,35371,35372,35373,35375,35374,0,0,0,0,0,0,0,0,0,0,0,0
2027,"Oathbound's Kodohide Battlegear",0,0,0,35361,35362,35363,35365,35364,0,0,0,0,0,0,0,0,0,0,0,0
