"ID","DifficultyID","EffectIndex","Effect","EffectAmplitude","EffectAttributes","EffectAura","EffectAuraPeriod","EffectBasePoints","EffectBonusCoefficient","EffectChainAmplitude","EffectChainTargets","EffectDieSides","EffectItemType","EffectMechanic","EffectPointsPerResource","EffectPos_facing","EffectRealPointsPerLevel","EffectTriggerSpell","BonusCoefficientFromAP","PvpMultiplier","Coefficient","Variance","ResourceCoefficient","GroupSizeBasePointsCoefficient","EffectBasePointsF","EffectMiscValue_0","EffectMiscValue_1","EffectRadiusIndex_0","EffectRadiusIndex_1","EffectSpellClassMask_0","EffectSpellClassMask_1","EffectSpellClassMask_2","EffectSpellClassMask_3","ImplicitTarget_0","ImplicitTarget_1","SpellID"
"687906","0","0","6","0","0","2","0","46","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","12","0","0","0","0","0","6","0","10911"
"687907","0","1","6","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","10911"
"687908","0","2","6","0","0","138","0","-26","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10911"
"687910","0","0","6","0","0","69","0","674","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","4","0","0","0","0","0","0","0","1","0","10223"
"687911","0","1","6","1","0","74","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","4","0","0","0","0","0","0","0","1","0","10223"
"687923","0","0","2","0","0","0","0","489","0.28600001335","1","0","87","0","0","0","0","1.89999997616","0","0","1","0","0","0","1","0","0","0","9","0","0","0","0","0","22","15","10318"
"687926","0","0","2","0","0","0","0","242","0.21400000155","1","0","21","0","0","0","0","1.29999995232","0","0","1","0","0","0","1","0","0","0","13","0","0","0","0","0","22","15","10202"
"687928","0","0","6","0","0","42","0","197","0.26699998975","1","0","1","0","0","0","0","0","26545","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","10432"
"687932","0","0","2","0","0","0","0","331","0.42899999022","1","0","63","0","0","0","0","2.59999990463","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10197"
"687941","0","0","6","1","0","22","0","194","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","21","0","8907"
"687942","0","1","6","0","0","29","0","7","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","-1","0","0","0","0","0","0","0","21","0","8907"
"687943","0","2","6","0","0","558","0","9","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","21","0","8907"
"687971","0","0","35","0","0","15","0","19","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","10","0","0","0","0","0","1","0","10301"
"687977","0","0","2","0","0","0","0","391","1","1","0","115","0","0","0","0","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10149"
"687978","0","1","6","0","0","3","2000","12","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10149"
"687989","0","0","35","0","0","4","0","1096","0.28600001335","1","0","1","0","0","0","0","3.70000004768","0","0","1","0","0","0","1","0","0","0","10","0","0","0","0","0","29","0","9863"
"687995","0","0","2","0","0","0","0","474","1","1","0","135","0","0","0","0","3.40000009537","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10150"
"687996","0","1","6","0","0","3","2000","14","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10150"
"687997","0","0","28","0","0","0","0","4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","7468","83","0","0","0","0","0","0","43","0","10600"
"688001","0","0","6","0","0","558","0","59","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","32","0","0","0","0","0","0","0","21","0","10958"
"688008","0","0","6","0","0","42","0","153","0.26699998975","1","0","1","0","0","0","0","0","26545","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","10431"
"688011","0","0","28","0","0","0","0","4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","7366","81","0","0","0","0","0","0","41","0","10406"
"688013","0","0","2","0","0","0","0","21","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","694"
"688014","0","1","6","0","0","11","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","694"
"688020","0","0","3","0","0","0","0","8","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","16","0","0","0","0","0","1","0","10399"
"688021","0","0","6","0","0","33","0","-51","0","1","0","1","0","11","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10473"
"688022","0","1","2","0","0","0","0","485","0.38600000739","1","0","29","0","0","0","0","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10473"
"688023","0","0","28","0","0","0","0","4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","7412","63","0","0","0","0","0","0","44","0","10478"
"688024","0","0","35","0","0","22","0","619","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","10","0","0","0","0","0","1","0","10292"
"688025","0","0","35","0","0","22","0","734","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","10","0","0","0","0","0","1","0","10293"
"688033","0","0","6","0","0","3","2000","11","0","1","0","1","0","0","20","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9894"
"688039","0","0","6","0","0","8","3000","96","0.20000000298","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","8910"
"688040","0","0","10","0","0","0","0","317","0.28600001335","1","0","43","0","0","0","0","3.59999990463","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","8940"
"688041","0","1","6","0","0","8","3000","48","0.10000000149","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","8940"
"688042","0","0","10","0","0","0","0","404","0.28600001335","1","0","53","0","0","0","0","4.09999990463","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","8941"
"688043","0","1","6","0","0","8","3000","60","0.10000000149","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","8941"
"688045","0","0","35","0","0","15","0","15","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","10","0","0","0","0","0","1","0","10300"
"688049","0","0","6","0","0","29","0","21","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","3","0","0","0","0","0","0","0","21","0","10156"
"688061","0","0","6","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","12846"
"688062","0","0","6","0","0","69","0","604","0","1","0","1","0","0","0","0","3.40000009537","0","0","1","0","0","0","1","0","127","0","0","0","0","0","0","0","57","0","10899"
"688063","0","0","6","0","0","107","0","999","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1048576","0","0","0","1","0","11175"
"688064","0","1","6","0","0","107","0","-5","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","3","0","0","0","1048576","0","0","0","1","0","11175"
"688072","0","0","6","0","0","42","0","-1","0","1","0","1","0","0","0","0","0","12579","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","11180"
"688074","0","0","2","0","0","0","0","317","1","1","0","97","0","0","0","0","2.70000004768","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10148"
"688075","0","1","6","0","0","3","2000","9","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10148"
"688085","0","0","6","0","0","3","2000","16","0","1","0","1","0","0","28","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9896"
"688087","0","0","28","0","0","0","0","4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","7425","82","0","0","0","0","0","0","42","0","10538"
"688089","0","0","28","0","0","0","0","4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","7413","63","0","0","0","0","0","0","44","0","10479"
"688098","0","0","6","0","0","42","0","-1","1","1","0","1","0","0","0","0","0","67","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","9452"
"688102","0","0","6","0","0","33","0","-51","0","1","0","1","0","11","0","0","0","0","0","1","0","0","0","1","0","0","0","13","0","0","0","0","0","24","0","120"
"688103","0","1","2","0","0","0","0","97","0.1930000037","1","0","11","0","0","0","0","0.80000001192","0","0","1","0","0","0","1","0","0","0","13","0","0","0","0","0","24","0","120"
"688105","0","0","2","0","0","0","0","254","1","1","0","81","0","0","0","0","2.40000009537","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","8402"
"688106","0","1","6","0","0","3","2000","7","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","8402"
"688107","0","0","6","0","0","8","3000","151","0.20000000298","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","9840"
"688120","0","0","28","0","0","0","0","4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","5923","82","0","0","0","0","0","0","42","0","8166"
"688121","0","0","10","1","0","0","0","1148","0.85699999332","1","0","141","0","0","0","0","5.80000019073","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","10963"
"688122","0","0","10","1","0","0","0","1436","0.85699999332","1","0","173","0","0","0","0","6.59999990463","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","10964"
"688128","0","0","2","0","0","0","0","59","1","1","3","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9908"
"688139","0","0","6","0","0","14","0","74","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","57","0","10170"
"688140","0","1","6","0","0","115","0","149","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","57","0","10170"
"688147","0","0","6","0","0","112","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","849","0","0","0","552210455","8","0","0","1","0","11170"
"688148","0","0","6","0","0","3","3000","44","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9007"
"688149","0","0","68","0","0","0","0","0","0","1","0","0","0","26","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10413"
"688150","0","1","2","0","0","0","0","358","0.38600000739","1","0","23","0","0","0","0","2.59999990463","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10413"
"688154","0","0","24","0","0","0","0","1","0","1","0","1","8078","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","10139"
"688178","0","0","58","0","0","0","0","79","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9830"
"688179","0","1","328","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9830"
"688180","0","2","31","0","0","0","0","224","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9830"
"688184","0","0","58","0","0","0","0","127","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9881"
"688189","0","0","6","1","0","22","0","239","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","21","0","9884"
"688190","0","1","6","0","0","29","0","9","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","-1","0","0","0","0","0","0","0","21","0","9884"
"688191","0","2","6","0","0","558","0","14","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","21","0","9884"
"688192","0","0","24","0","0","0","0","9","0","1","0","1","8079","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","10140"
"688200","0","0","10","1","0","0","0","1797","0.85699999332","1","0","209","0","0","0","0","7.5","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","10965"
"688203","0","0","6","0","0","13","0","-3","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","6","0","9035"
"688204","0","1","6","0","0","118","0","-21","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","127","0","0","0","0","0","0","0","6","0","9035"
"688218","0","0","28","0","0","0","0","4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","7403","81","0","0","0","0","0","0","41","0","10442"
"688226","0","0","121","0","0","0","0","59","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","8721"
"688227","0","1","31","0","0","0","0","149","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","8721"
"688228","0","2","328","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","8721"
"688230","0","0","10","1","0","0","0","257","0.42899999022","1","0","57","0","0","0","0","2.20000004768","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","9472"
"688231","0","0","10","1","0","0","0","326","0.42899999022","1","0","67","0","0","0","0","2.5","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","9473"
"688232","0","0","10","1","0","0","0","399","0.42899999022","1","0","79","0","0","0","0","2.79999995232","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","9474"
"688259","0","0","10","0","0","0","0","404","0.71399998665","0.5","3","61","0","0","0","0","2.79999995232","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","45","0","10622"
"688260","0","0","6","0","0","3","3000","79","0.12999999523","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9834"
"688261","0","1","2","0","0","0","0","156","0.15000000596","1","0","29","0","0","0","0","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9834"
"688283","0","0","24","0","0","0","0","1","0","1","0","1","8077","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","10138"
"688290","0","0","58","0","0","0","0","63","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9829"
"688291","0","1","328","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9829"
"688292","0","2","31","0","0","0","0","224","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9829"
"688294","0","0","2","0","0","0","0","199","0.42899999022","1","0","40","0","0","0","0","1.89999997616","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10206"
"688295","0","0","10","0","0","0","0","944","0.71399998665","1","0","109","0","0","0","0","4.59999990463","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","10328"
"688297","0","0","10","0","0","0","0","938","0.42899999022","1","0","53","0","0","0","0","2.40000009537","0","0","1","0","0","0","1","0","0","0","10","0","0","0","0","0","20","0","10961"
"688302","0","0","6","0","0","14","0","49","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","57","0","10169"
"688303","0","1","6","0","0","115","0","99","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","57","0","10169"
"688309","0","0","2","0","0","0","0","226","0.79400002956","1","0","29","0","0","0","0","1.70000004768","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10391"
"688310","0","0","2","0","0","0","0","281","0.79400002956","1","0","35","0","0","0","0","1.89999997616","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10392"
"688313","0","0","2","0","0","0","0","232","0.42899999022","1","0","43","0","0","0","0","2.09999990463","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10207"
"688320","0","0","6","0","0","108","0","5","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","131808","0","0","0","1","0","12953"
"688321","0","1","6","0","0","108","0","5","1","1","0","1","128","0","0","0","0","0","0","1","0","0","0","1","0","22","0","0","0","128","0","0","0","1","0","12953"
"688325","0","0","2","0","0","0","0","444","1","1","0","81","0","0","0","0","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9876"
"688330","0","0","2","0","0","0","0","151","0.21400000155","1","0","1","0","0","0","0","2.29999995232","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10447"
"688331","0","1","6","0","0","3","3000","41","0.10000000149","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10447"
"688337","0","0","6","0","0","39","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","57","0","10278"
"688338","0","1","6","0","0","25","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","57","0","10278"
"688349","0","0","6","0","0","103","0","-286","0","1","0","1","0","0","0","0","-3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","9579"
"688352","0","0","6","0","0","69","0","941","0","1","0","1","0","0","0","0","4.30000019073","0","0","1","0","0","0","1","0","127","0","0","0","0","0","0","0","57","0","10901"
"688355","0","0","50","0","0","0","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","176296","0","15","0","0","0","0","0","47","0","10059"
"688356","0","0","6","0","0","65","0","19","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","21","0","10060"
"688357","0","1","6","0","0","72","0","-21","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","21","0","10060"
"688380","0","0","10","0","0","0","0","1002","0.28600001335","1","0","117","0","0","0","0","6.80000019073","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","9858"
"688381","0","1","6","0","0","8","3000","151","0.10000000149","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","9858"
"688384","0","0","6","0","0","42","0","-1","0","1","0","1","0","0","0","0","0","12355","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","11103"
"688390","0","0","2","1","0","0","0","47","0.56000000238","1","0","9","0","0","0","0","0.89999997616","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","705"
"688392","0","0","2","0","0","0","0","40","1","1","3","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9754"
"688399","0","0","6","0","0","22","0","1394","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","10952"
"688406","0","0","2","0","0","0","0","303","0.42899999022","1","0","39","0","0","0","0","2.40000009537","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10312"
"688431","0","0","2","0","0","0","0","392","0.42899999022","1","0","47","0","0","0","0","2.79999995232","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10313"
"688432","0","0","2","0","0","0","0","504","0.42899999022","1","0","59","0","0","0","0","3.20000004768","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10314"
"688440","0","0","54","0","0","0","0","1799","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","524","0","0","0","0","0","0","0","0","0","10456"
"688459","0","0","67","0","0","0","0","-1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","10310"
"688460","0","1","30","0","0","0","0","549","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","10310"
"688463","0","0","6","0","0","4","0","14","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","9799"
"688474","0","0","6","0","0","29","0","30","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","3","0","0","0","0","0","0","0","21","0","10157"
"688477","0","0","6","0","0","12","0","-1","0","1","0","1","0","12","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9005"
"688478","0","1","64","0","0","0","0","0","0","1","0","0","0","0","0","0","0","9007","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9005"
"688479","0","2","328","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9005"
"688485","0","0","6","1","0","22","0","284","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","21","0","9885"
"688486","0","1","6","0","0","29","0","11","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","-1","0","0","0","0","0","0","0","21","0","9885"
"688487","0","2","6","0","0","558","0","19","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","0","0","0","0","21","0","9885"
"688492","0","0","58","0","0","0","0","100","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","9880"
"688494","0","0","6","0","0","107","0","4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","7","0","0","0","4","0","0","0","1","0","11108"
"688498","0","0","10","0","0","0","0","1016","0.85699999332","0.20000000298","0","151","0","0","0","0","4.69999980927","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","45","0","10395"
"688501","0","0","24","0","0","0","0","1","0","1","0","1","8075","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","10144"
"688510","0","0","10","0","0","0","0","1245","0.71399998665","1","0","143","0","0","0","0","5.19999980927","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","21","0","10329"
"688517","0","0","2","0","0","0","0","70","0.04300000146","1","0","9","0","0","0","0","0.5","0","0","1","0","0","0","1","0","0","0","0","13","0","0","0","0","22","15","10230"
"688518","0","1","6","0","0","26","0","-1","0","1","0","1","0","7","0","0","0","0","0","1","0","0","0","1","0","0","0","13","0","0","0","0","0","22","15","10230"
"688526","0","0","6","0","0","108","0","19","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","15","0","0","0","131808","0","0","0","1","0","11207"
"688543","0","0","77","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","11730"
"688553","0","0","6","0","0","552","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","4","0","0","0","12582935","8","0","0","1","0","11115"
"688557","0","0","6","0","0","10","0","-21","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","64","0","0","0","0","0","0","0","1","0","11210"
"688558","0","1","6","0","0","123","0","-6","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","126","0","0","0","134217728","0","0","0","1","0","11210"
"688559","0","0","68","0","0","0","0","0","0","1","0","0","0","26","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10414"
"688560","0","1","2","0","0","0","0","516","0.38600000739","1","0","29","0","0","0","0","3.09999990463","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10414"
"688565","0","0","17","0","0","0","0","67","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","11604"
"688574","0","0","28","0","0","0","0","4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","7483","83","0","0","0","0","0","0","43","0","10613"
"688587","0","0","28","0","0","0","0","4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","7845","63","0","0","0","0","0","0","44","0","11315"
"688591","0","0","6","0","0","69","0","437","0","1","0","1","0","0","0","0","2.79999995232","0","0","1","0","0","0","1","0","127","0","0","0","0","0","0","0","1","0","11426"
"688595","0","0","6","0","0","42","0","-1","0","1","0","1","0","0","0","0","0","12355","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","12359"
"688596","0","0","2","0","0","0","0","328","1.14999997616","1","0","91","0","0","0","0","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","12523"
"688597","0","1","6","0","0","3","3000","30","0.05000000075","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","12523"
"688602","0","0","2","0","0","0","0","140","1.14999997616","1","0","47","0","0","0","0","1.89999997616","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","11366"
"688603","0","1","6","0","0","3","3000","13","0.05000000075","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","11366"
"688604","0","0","6","0","0","552","0","3","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","4","0","0","0","12582935","8","0","0","1","0","11367"
"688612","0","0","6","0","0","91","0","-11","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10953"
"688619","0","0","28","0","0","0","0","4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","7423","63","0","0","0","0","0","0","44","0","10526"
"688625","0","0","6","0","0","107","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","16","0","0","0","-1591717888","16","0","0","1","0","11222"
"688626","0","0","28","0","0","0","0","4","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","7484","83","0","0","0","0","0","0","43","0","10614"
"688636","0","0","2","0","0","0","0","66","0.57099997997","1","0","9","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","11762"
"688637","0","0","2","0","0","0","0","82","0.57099997997","1","0","11","0","0","0","0","1.20000004768","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","11763"
"688647","0","0","6","0","0","108","0","24","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","8","0","0","0","8192","0","0","0","1","0","11247"
"688660","0","0","17","0","0","0","0","86","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","11605"
"688665","0","0","6","0","0","99","0","84","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","9","0","0","0","0","0","20","0","11549"
"688676","0","0","2","0","0","0","0","424","0.42899999022","1","0","25","0","0","0","0","2.40000009537","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","10946"
"688677","0","0","6","0","0","112","0","0","0","1","0","1","128","0","0","0","0","0","0","1","0","0","0","1","0","836","0","0","0","128","0","0","0","1","0","11185"
"688689","0","0","2","0","0","0","0","102","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","14","0","0","0","0","0","22","15","11581"
"688690","0","1","6","0","0","138","0","-11","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","14","0","0","0","0","0","22","15","11581"
"688698","0","0","6","0","0","22","0","-361","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","6","0","11596"
