ID,Attributes_0,Attributes_1,Attributes_2,Attributes_3,Attributes_4,Attributes_5,Attributes_6,Attributes_7,Attributes_8,Attributes_9,Attributes_10,Attributes_11,Attributes_12,Attributes_13,Attributes_14,Attributes_15,Attributes_16,DifficultyID,CastingTimeIndex,DurationIndex,RangeIndex,SchoolMask,Speed,LaunchDelay,MinDuration,SpellIconFileDataID,ActiveIconFileDataID,ContentTuningID,ShowFutureSpellPlayerConditionID,SpellID
324528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,4,0,0,0,135806,0,0,0,13744
324529,589824,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,64,0,0,0,136116,0,0,0,13745
324530,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14408
324531,65536,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,4,30,0,0,135809,0,0,0,13900
324532,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132354,0,0,0,14168
324533,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136189,0,0,0,13732
324534,65536,98304,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,1,9,4,8,0,0,0,136033,0,0,0,13752
324535,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14387
324536,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14388
324537,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,132090,0,0,0,13733
324538,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14390
324539,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14391
324540,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14392
324541,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14393
324542,2424848,135266304,0,0,0,0,0,0,0,0,0,0,0,0,8388608,0,0,0,1,0,2,1,0,0,0,132223,0,0,0,14895
324543,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,2,0,0,0,135920,0,0,0,13952
324544,65536,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,135913,0,0,0,13700
324546,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132306,0,0,0,14167
324547,65536,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,36,8,0,0,0,132179,0,0,0,13544
324548,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,0,135826,0,0,0,13813
324550,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,135805,0,0,0,13821
324551,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,13383
324552,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,13384
324553,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,13664
324554,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,13677
324555,589824,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,32,20,0,0,136197,0,0,0,14887
324556,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14583
324557,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14584
324558,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14588
324559,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132269,0,0,0,13853
324562,65536,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,135913,0,0,0,13687
324563,65552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,136244,0,0,0,13920
324566,328708,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,132223,0,0,0,14260
324567,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14673
324568,327696,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1,1,0,0,0,132369,136116,0,0,13736
324569,328708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,132325,0,0,0,13953
324570,1376256,0,67108864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,132294,0,0,0,14273
324571,65538,131072,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,114,64,40,0,0,135736,0,0,0,14274
324572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,4,0,0,0,135813,0,0,0,14298
324573,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132282,0,0,0,14081
324574,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,4,24,0,0,135812,0,0,0,13375
324575,589824,268435592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,4,4,0,0,0,135826,0,0,0,13382
324577,0,136,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,4,0,0,0,135826,0,0,0,13812
324579,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14637
324580,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14639
324582,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,13697
324583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,136192,0,0,0,13740
324584,0,136,268435456,0,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,16,0,0,0,135848,0,0,0,13810
324585,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,0,135813,0,0,0,13795
324586,256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,136235,0,0,0,13954
324587,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14640
324588,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14641
324589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,136217,0,0,0,14642
324590,65536,512,67108864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,132270,0,0,0,14919
324591,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132151,0,0,0,14148
324592,134217728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,1,0,0,0,132151,0,0,0,14149
324593,65538,0,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,114,64,40,0,0,132218,0,0,0,14281
324595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,136047,0,0,0,13533
324596,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,132343,0,0,0,13534
324598,65536,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,135913,0,0,0,13536
324599,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14389
324600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,2,0,0,0,134952,0,0,0,14893
324601,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,132156,0,0,0,14780
324602,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,132156,0,0,0,14781
324604,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,13639
324605,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14428
324606,65536,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,135913,0,0,0,13917
324607,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,1,0,0,0,132155,0,0,0,14118
324608,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,4,8,0,0,0,136048,0,0,0,14119
324609,327696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,1,0,0,0,136007,0,0,0,14120
324610,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,132400,0,0,0,12712
324611,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,8,0,0,0,136022,0,0,0,15107
324612,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,16,0,0,0,135834,0,0,0,14310
324613,262160,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,135871,0,0,0,12975
324614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,1,0,0,0,135871,0,0,0,12976
324615,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,135994,0,0,0,12980
324616,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,16,0,0,0,136235,0,0,0,13831
324617,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,132222,0,0,0,13832
324618,786432,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,135817,0,0,0,12744
324619,589824,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,32,0,0,0,136170,0,0,0,12745
324621,65568,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,1,0,0,0,136235,0,0,0,12904
324622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,135805,0,0,0,13259
324625,65536,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,135913,0,0,0,13943
324627,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,4,8,0,0,0,136048,0,0,0,14109
324628,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,13,1,0,0,0,132090,0,0,0,12721
324629,65568,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,1,0,0,0,136235,0,0,0,12722
324630,262608,0,0,0,0,0,0,0,0,0,0,0,0,0,262144,0,0,0,1,21,1,1,0,0,0,136220,0,0,0,18736
324631,327696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,132366,0,0,0,13730
324634,65536,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,135913,0,0,0,13538
324636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,32,0,0,0,136123,0,0,0,21054
324637,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,132155,0,0,0,13486
324638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,12,1,0,0,0,136235,0,0,0,13487
324639,67109120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245,6,32,0,0,0,135902,0,0,0,13488
324640,327680,0,2621440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,5,2,0,0,0,135940,0,0,0,592
324641,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14803
324642,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14439
324643,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14681
324644,65536,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,135913,0,0,0,13931
324645,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,13606
324648,65536,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,135913,0,0,0,13945
324649,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132277,0,0,0,14142
324650,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132347,0,0,0,12863
324651,134217984,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,13,1,0,0,0,136235,0,0,0,12774
324655,192,268435456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,13492
324656,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,135954,0,0,0,13908
324657,65536,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,135913,0,0,0,13637
324658,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132938,0,0,0,13707
324659,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,2,0,0,0,135924,0,0,0,13519
324660,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,64,24,0,0,135753,0,0,0,13901
324661,65792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,1,0,0,0,136235,0,0,0,13478
324663,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,32,20,0,0,136197,0,0,0,14106
324664,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,135995,0,0,0,12961
324665,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,135995,0,0,0,12962
324666,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,135275,0,0,0,12963
324667,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14249
324668,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,4,0,0,0,136235,0,0,0,13652
324669,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,0,135813,0,0,0,14303
324670,786432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,8,0,0,0,136016,0,0,0,13298
324671,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136188,0,0,0,13299
324672,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,4,0,0,0,135827,0,0,0,13878
324674,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,133476,0,0,0,13709
324675,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132109,0,0,0,14135
324676,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136147,0,0,0,14158
324677,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136159,0,0,0,13976
324678,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,135315,0,0,0,14173
324679,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,135463,0,0,0,14525
324680,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,135463,0,0,0,14526
324681,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,135463,0,0,0,14528
324682,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,136224,0,0,0,13048
324683,262160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,136097,0,0,0,12964
324684,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14121
324685,192,268435456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,15689
324686,464,268435456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136175,0,0,0,15690
324687,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14384
324688,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132110,0,0,0,13358
324689,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,1,0,0,0,136235,0,0,0,13630
324690,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,2,8,0,0,0,132290,0,0,0,14795
324691,2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,4,0,0,0,135817,0,0,0,14796
324692,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14960
324693,851968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,3,16,0,0,0,135849,0,0,0,15089
324694,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,136221,0,0,0,15094
324695,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14440
324696,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14441
324697,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14442
324698,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132298,0,0,0,14174
324699,1073741824,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,7,16,0,0,0,135834,0,0,0,14309
324701,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132320,0,0,0,14063
324702,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14407
324705,65538,268435596,4325376,0,134217728,8192,0,0,0,0,0,0,0,0,0,0,0,0,18,32,35,64,30,0,0,132222,0,0,0,14294
324706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,134176,0,0,0,6084
324707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,4,8,0,0,0,136066,0,0,0,8139
324708,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,132222,0,0,0,13844
324710,1073741824,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,16,0,0,0,135834,0,0,0,14308
324711,65552,32,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,0,0,0,134197,0,0,0,13219
324712,262608,0,0,0,0,0,0,0,0,0,0,0,0,0,262144,0,0,0,1,21,1,1,0,0,0,136217,0,0,0,18739
324713,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136035,0,0,0,12858
324714,192,268435456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136142,0,0,0,12981
324715,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14620
324716,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14503
324717,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14505
324718,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14506
324719,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14508
324720,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,13500
324722,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132282,0,0,0,14079
324723,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132282,0,0,0,14080
324727,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,135995,0,0,0,14522
324728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165,1,4,0,0,0,135818,0,0,0,13466
324729,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,13386
324730,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,136159,0,0,0,13977
324731,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,13389
324732,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,16,0,0,0,135834,0,0,0,14311
324733,0,136,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,4,0,0,0,135826,0,0,0,14314
324735,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,13665
324736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,16,0,0,0,135846,0,0,0,14105
324737,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14386
324738,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,135995,0,0,0,14788
324739,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14958
324740,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14971
324741,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14989
324742,327696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,1,0,0,0,132355,0,0,0,13737
324744,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,135807,0,0,0,13374
324745,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,135994,0,0,0,13981
324747,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136188,0,0,0,13886
324748,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,136092,0,0,0,14206
324749,0,1160,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1,16,0,0,0,135840,0,0,0,14207
324750,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,136235,0,0,0,14208
324751,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132294,0,0,0,30893
324752,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,13594
324754,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14089
324755,65536,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,135913,0,0,0,13640
324756,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132938,0,0,0,13968
324757,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14990
324758,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14676
324759,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132090,0,0,0,12867
324760,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,136224,0,0,0,13047
324761,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,136022,0,0,0,12882
324764,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,14493
324765,1074855936,262144,64,0,536870912,32,0,0,0,0,0,0,0,0,0,0,0,0,16,18,4,64,0,0,0,136071,0,0,0,118
324767,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,8,0,0,0,136235,0,0,0,14248
324769,851984,134217728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,0,0,0,132155,0,0,0,14331
324770,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132292,0,0,0,14164
324771,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132306,0,0,0,14165
324773,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136035,0,0,0,12860
324774,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,13595
324775,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,0,135813,0,0,0,14304
324776,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132938,0,0,0,13967
324777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,0,0,0,136221,0,0,0,13049
324778,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132298,0,0,0,14175
324779,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,132298,0,0,0,14176
