ID,SpellID,StanceBarOrder,ShapeshiftExclude_0,ShapeshiftExclude_1,ShapeshiftMask_0,ShapeshiftMask_1
49830,29759,0,0,0,262144,0
49831,29760,0,0,0,262144,0
49832,29761,0,0,0,262144,0
49833,29762,0,0,0,262144,0
49834,29763,0,0,0,262144,0
49835,30153,0,0,0,65536,0
49836,30195,0,0,0,65536,0
49837,30197,0,0,0,65536,0
49838,30357,0,0,0,131072,0
49839,30515,2,0,0,0,0
49840,30519,2,0,0,0,0
49841,30604,0,134217728,0,0,0
49842,30980,0,0,0,536870912,0
49843,30986,0,0,0,536870912,0
49845,31206,0,671588450,0,1073741969,0
49846,31606,0,1073742079,0,0,0
49847,31709,0,0,0,1,0
49851,31807,0,0,0,134217728,0
49852,31808,0,0,0,134217728,0
49853,31810,0,0,0,134217728,0
49854,31811,0,0,0,134217728,0
49855,31812,0,0,0,134217728,0
49856,31813,0,0,0,134217728,0
49857,31814,0,0,0,134217728,0
49858,31815,0,0,0,134217728,0
49859,31864,0,0,0,65536,0
49861,32025,0,0,0,134217728,0
49862,32125,0,134217728,0,-2147483648,0
49864,32223,7,0,0,0,0
49865,32359,0,671588450,0,1073741969,0
49866,32375,0,0,0,134217728,0
49867,32379,0,0,0,134217728,0
49868,32504,0,0,0,134217728,0
49869,32546,0,134217728,0,-2147483648,0
49870,32548,0,0,0,134217728,0
49874,32585,0,671588450,0,1073741969,0
49875,32592,0,0,0,134217728,0
49876,32606,0,2,0,0,0
49877,32618,0,1073741824,0,0,0
49879,32717,0,0,0,1073741824,0
49880,32756,0,-805248769,0,0,0
49881,32841,0,134217728,0,0,0
49882,32864,0,0,0,536870912,0
49884,32926,0,0,0,134217728,0
49885,32996,0,0,0,134217728,0
49886,32999,0,0,0,134217728,0
49887,33032,0,671588450,0,1073741969,0
49888,33033,0,671588450,0,1073741969,0
49889,33034,0,671588450,0,1073741969,0
49890,33035,0,671588450,0,1073741969,0
49891,33036,0,671588450,0,1073741969,0
49892,33037,0,671588450,0,1073741969,0
49893,33038,0,671588450,0,1073741969,0
49894,33039,0,671588450,0,1073741969,0
49895,33076,0,134217728,0,-2147483648,0
49896,33095,0,2,0,0,0
49897,33107,0,671588450,0,1073741969,0
49898,33108,0,671588450,0,1073741969,0
49899,33112,0,671588450,0,1073741969,0
49900,33113,0,671588450,0,1073741969,0
49901,33114,0,671588450,0,1073741969,0
49902,33115,0,671588450,0,1073741969,0
49903,33116,0,671588450,0,1073741969,0
49904,33117,0,671588450,0,1073741969,0
49905,33119,0,671588450,0,1073741969,0
49906,33120,0,671588450,0,1073741969,0
49907,33135,0,671588450,0,1073741969,0
49908,33143,0,1073741824,0,0,0
49909,33151,0,1073741824,0,0,0
49910,33176,0,671588450,0,1073741969,0
49911,33177,0,671588450,0,1073741969,0
49912,33178,0,671588450,0,1073741969,0
49913,33179,0,671588450,0,1073741969,0
49914,33180,0,671588450,0,1073741969,0
49915,33181,0,671588450,0,1073741969,0
49916,33183,0,671588450,0,1073741969,0
49917,33184,0,671588450,0,1073741969,0
49918,33185,0,671588450,0,1073741969,0
49919,33187,0,671588450,0,1073741969,0
49920,33188,0,671588450,0,1073741969,0
49921,33246,0,0,0,134217728,0
49922,33247,0,0,0,134217728,0
49927,33325,0,0,0,134217728,0
49928,33327,0,671588450,0,1073741969,0
49929,33357,0,0,0,1,0
49930,33372,0,671588450,0,1073741969,0
49935,33619,0,134217728,0,0,0
49937,33745,0,0,0,144,0
49938,33763,0,1073741824,0,2,0
49939,33778,0,1073741824,0,0,0
49940,33786,0,2,0,0,0
49941,33831,0,2,0,1073741824,0
49942,33859,0,0,0,145,0
49943,33866,0,0,0,145,0
49944,33867,0,0,0,145,0
49945,33868,0,0,0,145,0
49946,33869,0,0,0,145,0
49948,33876,0,0,0,1,0
49949,33878,0,0,0,128,0
49950,33891,4,0,0,0,0
49951,33943,5,1073741826,0,0,0
49952,33982,0,0,0,1,0
49953,33983,0,0,0,1,0
49954,33986,0,0,0,128,0
49955,33987,0,0,0,128,0
49956,34071,0,0,0,1,0
49957,34105,0,0,0,131072,0
49958,34110,0,0,0,134217728,0
49959,34119,0,134217728,0,-2147483648,0
49960,34123,0,0,0,2,0
49961,34176,0,134217728,0,-2147483648,0
49963,34383,0,671588450,0,1073741969,0
49964,34428,0,0,0,327680,0
49965,34433,0,0,0,134217728,0
49966,34617,0,671588450,0,1073741969,0
49968,34630,0,0,0,134217728,0
49970,34861,0,134217728,0,-2147483648,0
49971,34863,0,134217728,0,-2147483648,0
49972,34864,0,134217728,0,-2147483648,0
49973,34865,0,134217728,0,-2147483648,0
49974,34866,0,134217728,0,-2147483648,0
49975,34906,0,1073741824,0,0,0
49976,35126,2,0,0,0,0
49977,35135,0,671588450,0,1073741969,0
49978,35339,0,0,0,134217728,0
49979,35347,0,0,0,145,0
49980,35353,0,0,0,65536,0
49981,35460,0,0,0,134217728,0
49984,35740,0,134217728,0,0,0
49985,35749,0,0,0,134217728,0
49986,35875,0,671588450,0,1073741969,0
49987,35876,0,671588450,0,1073741969,0
49988,36071,0,0,0,145,0
49989,36072,0,671588450,0,1073741969,0
49990,36313,0,0,0,145,0
49991,36314,0,0,0,134217728,0
49992,36386,0,671588450,0,1073741969,0
49993,36423,0,671588450,0,1073741969,0
49994,36424,0,0,0,145,0
49995,36429,0,671588450,0,1073741969,0
49998,36650,0,0,0,1,0
49999,37116,0,0,0,144,0
50000,37117,0,0,0,144,0
50001,37196,0,134217728,0,-2147483648,0
50002,37298,0,0,0,144,0
50003,37299,0,0,0,1,0
50004,37306,0,0,0,144,0
50005,37309,0,0,0,144,0
50006,37310,0,0,0,144,0
50007,37311,0,0,0,1,0
50008,37367,0,0,0,134217728,0
50009,37382,0,134217728,0,-2147483648,0
50010,37501,0,134217728,0,-2147483648,0
50011,37515,0,0,0,134217728,0
50012,37517,0,0,0,134217728,0
50013,37529,0,0,0,134217728,0
50014,37539,0,0,0,134217728,0
50015,37548,0,0,0,131072,0
50016,37875,0,0,0,145,0
50017,37951,0,671588450,0,1073741969,0
50018,38082,0,0,0,134217728,0
50019,38157,0,1073741826,0,0,0
50020,38162,0,2,0,1073741824,0
50021,38185,0,671588450,0,1073741969,0
50022,38324,0,1073741824,0,2,0
50023,38326,0,1073741824,0,0,0
50024,38327,0,1073741824,0,0,0
50025,38333,0,1073741824,0,2,0
50026,38395,0,134217728,0,-2147483648,0
50029,38915,0,0,0,134217728,0
50030,39219,0,0,0,134217728,0
50031,39231,0,0,0,134217728,0
50032,39233,0,1073741826,0,0,0
50033,39234,0,0,0,134217728,0
50034,39236,0,0,0,134217728,0
50035,39374,0,0,0,134217728,0
50036,39377,0,0,0,131072,0
50037,39560,0,0,0,-133701377,0
50038,39623,0,134217728,0,-2147483648,0
50039,39649,0,0,0,134217728,0
50040,39758,0,0,0,-133701377,0
50041,39897,0,0,0,134217728,0
50042,40090,0,0,0,1073741824,0
50043,40120,5,1073741826,0,0,0
50044,40128,0,1073741824,0,2,0
50045,40135,0,0,0,134217728,0
50046,40168,0,671588450,0,1073741969,0
50047,40256,0,671588450,0,1073741969,0
50048,40465,0,0,0,144,0
50049,40471,0,1073741824,0,2,0
50050,40716,0,-805248769,0,0,0
50051,40789,0,0,0,134217728,0
50052,40791,0,0,0,134217728,0
50053,40792,0,0,0,134217728,0
50054,40793,0,0,0,134217728,0
50055,40803,2,0,0,0,0
50056,40954,0,0,0,134217728,0
50057,41100,2,0,0,0,0
50058,41101,1,0,0,0,0
50059,41106,1,0,0,0,0
50060,41159,0,0,0,134217728,0
50061,41233,0,0,0,134217728,0
50062,41402,2,0,0,0,0
50063,41425,0,0,0,1,0
50064,41453,5,0,0,0,0
50065,41625,0,0,0,1,0
50066,41635,0,134217728,0,-2147483648,0
50067,41974,0,671588450,0,1073741969,0
50068,42016,0,335544320,0,0,0
50069,42085,0,671588450,0,1073741969,0
50070,42116,0,671588450,0,1073741969,0
50071,42121,0,671588450,0,1073741969,0
50072,42129,0,0,0,134217728,0
50073,42184,2,0,0,0,0
50074,42385,0,1073742047,0,0,0
50075,43204,0,671588450,0,1073741969,0
50076,43343,5,1073741826,0,0,0
50077,43422,0,1073741824,0,0,0
50078,43454,0,671588450,0,1073741969,0
50079,43821,0,134217728,0,-2147483648,0
50080,43933,0,1073742079,0,0,0
50081,44031,0,0,0,65536,0
50082,44041,0,134217728,0,0,0
50083,44043,0,134217728,0,0,0
50084,44044,0,134217728,0,0,0
50085,44045,0,134217728,0,0,0
50086,44046,0,134217728,0,0,0
50087,44047,0,134217728,0,0,0
50088,44074,0,671588450,0,1073741969,0
50089,44076,0,671588450,0,1073741969,0
50090,44174,0,134217728,0,0,0
50091,44175,0,0,0,134217728,0
50092,44291,0,0,0,134217728,0
50093,44742,0,1409319071,0,0,0
50094,44743,0,1409319071,0,0,0
50095,44758,0,671588450,0,1073741969,0
50096,44887,0,671588450,0,1073741969,0
50097,44888,0,671588450,0,1073741969,0
50098,44889,0,671588450,0,1073741969,0
50099,44890,0,671588450,0,1073741969,0
50100,44891,0,671588450,0,1073741969,0
50101,44892,0,671588450,0,1073741969,0
50102,44893,0,671588450,0,1073741969,0
50103,44894,0,671588450,0,1073741969,0
50104,44895,0,671588450,0,1073741969,0
50105,44896,0,671588450,0,1073741969,0
50106,44897,0,671588450,0,1073741969,0
50107,44898,0,671588450,0,1073741969,0
50108,44899,0,671588450,0,1073741969,0
50109,44900,0,671588450,0,1073741969,0
50110,44901,0,671588450,0,1073741969,0
50111,44902,0,671588450,0,1073741969,0
50112,44903,0,671588450,0,1073741969,0
50113,44904,0,671588450,0,1073741969,0
50114,44905,0,671588450,0,1073741969,0
50115,44906,0,671588450,0,1073741969,0
50116,44907,0,671588450,0,1073741969,0
50117,44908,0,671588450,0,1073741969,0
50118,44909,0,671588450,0,1073741969,0
50119,44910,0,671588450,0,1073741969,0
50120,44911,0,671588450,0,1073741969,0
50121,44912,0,671588450,0,1073741969,0
50122,44913,0,671588450,0,1073741969,0
50123,44914,0,671588450,0,1073741969,0
50124,44915,0,671588450,0,1073741969,0
50125,44916,0,671588450,0,1073741969,0
50126,44917,0,671588450,0,1073741969,0
50127,44949,0,0,0,262144,0
50128,45334,0,0,0,144,0
50129,45468,0,0,0,134217728,0
50130,45783,0,671588450,0,1073741969,0
50131,46053,0,671588450,0,1073741969,0
50132,46192,0,134217728,0,0,0
50133,46193,0,0,0,134217728,0
50134,46337,0,1073741826,0,0,0
50135,47179,0,0,0,1,0
50136,47180,0,0,0,1,0
50137,48403,0,0,0,335544320,0
50138,50247,0,335544320,0,0,0
50139,52970,0,0,0,134217728,0
50168,353184,0,0,0,134217728,0
