ID,DifficultyID,CumulativeAura,ProcCategoryRecovery,ProcChance,ProcCharges,SpellProcsPerMinuteID,ProcTypeMask_0,ProcTypeMask_1,SpellID
169913,0,0,0,101,0,0,0,0,28566
169914,0,0,0,101,0,0,0,0,28567
169915,0,0,0,101,0,0,0,0,28568
169916,0,0,0,101,0,0,0,0,28675
169917,0,0,0,101,0,0,0,0,28676
169918,0,0,0,101,0,0,0,0,28677
169919,0,0,0,101,0,0,0,0,28678
169920,0,0,0,101,0,0,0,0,28684
169921,0,0,0,101,0,0,0,0,28685
169927,0,0,0,101,0,0,0,0,29302
169928,0,0,0,101,0,0,0,0,29303
169930,0,0,0,101,0,0,0,0,29453
169931,0,0,0,101,0,0,0,0,29454
169932,0,0,0,100,0,0,40,0,29455
169933,0,0,0,101,0,0,0,0,29456
169934,0,0,0,101,0,0,0,0,29457
169935,0,0,0,101,0,0,0,0,29458
169936,0,0,0,101,0,0,0,0,29569
169937,0,0,0,101,0,0,0,0,29570
169938,0,0,0,101,0,0,0,0,29571
169939,0,0,0,101,0,0,0,0,29572
169940,0,0,0,101,0,0,0,0,29674
169941,0,0,0,101,0,0,0,0,29675
169943,0,0,0,101,0,0,0,0,29677
169946,0,0,0,101,0,0,0,0,29759
169947,0,0,0,101,0,0,0,0,29760
169948,0,0,0,100,0,0,174760,0,29834
169949,0,0,0,101,0,0,0,0,29836
169950,0,0,0,101,0,0,0,0,29837
169951,0,0,0,101,0,0,0,0,29925
169952,0,0,0,101,0,0,0,0,29926
169953,0,0,0,101,0,0,0,0,29927
169954,0,0,0,101,0,0,0,0,29928
169956,0,0,0,101,0,0,0,0,30013
169957,0,0,0,101,0,0,0,0,30014
169958,0,0,0,101,0,0,0,0,30015
169961,0,0,0,101,0,0,0,0,30127
169964,0,0,0,101,0,0,0,0,30249
169965,0,0,0,101,0,0,0,0,30250
169966,0,0,0,101,0,0,0,0,30251
169967,0,0,0,101,0,0,0,0,30252
169968,0,0,0,101,0,0,0,0,30253
169969,0,0,0,101,0,0,0,0,30326
169970,0,0,0,101,0,0,0,0,30327
169971,0,0,0,101,0,0,0,0,30328
169972,0,0,0,101,0,0,0,0,30329
169973,0,0,0,100,0,0,0,0,30410
169975,0,0,0,101,0,0,0,0,30412
169976,0,0,0,101,0,0,0,0,30413
169977,0,0,0,101,0,0,0,0,28274
169978,0,0,0,101,0,0,0,0,28275
169979,0,0,0,101,0,0,0,0,28276
169981,0,0,0,101,0,0,0,0,28569
169982,0,0,0,101,0,0,0,0,28570
169983,0,0,0,101,0,0,0,0,28571
169984,0,0,0,101,0,0,0,0,28572
169985,0,0,0,101,0,0,0,0,28573
169986,0,0,0,101,0,0,0,0,28689
169987,0,0,0,101,0,0,0,0,28690
169988,0,0,0,101,0,0,0,0,28691
169989,0,0,0,101,0,0,0,0,28692
169990,0,0,0,101,0,0,0,0,28694
169991,0,0,0,101,0,0,0,0,28695
169996,0,0,0,101,0,0,0,0,29308
169997,0,0,0,101,0,0,0,0,29309
169998,0,0,0,101,0,0,0,0,29311
169999,0,0,0,101,0,0,0,0,29312
170000,0,0,0,101,0,0,0,0,29314
170001,0,0,0,101,0,0,0,0,29459
170002,0,0,0,101,0,0,0,0,29460
170003,0,0,0,101,0,0,0,0,29461
170006,0,0,0,101,0,0,0,0,29573
170007,0,0,0,101,0,0,0,0,29574
170008,0,0,0,101,0,0,0,0,29575
170009,0,0,0,101,0,0,0,0,29576
170010,0,0,0,101,0,0,0,0,29679
170011,0,0,0,101,0,0,0,0,29680
170013,0,0,0,101,0,0,0,0,29684
170014,0,0,0,101,0,0,0,0,29761
170015,0,0,0,101,0,0,0,0,29762
170016,0,0,0,101,0,0,0,0,29763
170018,0,0,0,100,0,0,-2146784600,0,29838
170020,0,0,0,101,0,0,0,0,29840
170021,0,0,0,101,0,0,0,0,29841
170022,0,0,0,101,0,0,0,0,29930
170023,0,0,0,101,0,0,0,0,29932
170024,0,0,0,101,0,0,0,0,29933
170025,0,0,0,101,0,0,0,0,29935
170026,0,0,0,101,0,0,0,0,29938
170027,0,5,0,101,0,0,0,0,30016
170029,0,0,0,101,0,0,0,0,30019
170030,0,5,0,101,0,0,0,0,30022
170031,0,0,0,101,0,0,0,0,30130
170032,0,0,0,101,0,0,0,0,30131
170036,0,0,0,101,0,0,0,0,30254
170037,0,0,0,101,0,0,0,0,30255
170038,0,0,0,101,0,0,0,0,30256
170039,0,0,0,101,0,0,0,0,30257
170041,0,0,0,101,0,0,0,0,30332
170043,0,0,0,101,0,0,0,0,30334
170044,0,0,0,101,0,0,0,0,30414
170046,0,0,0,101,0,0,0,0,30416
170047,0,0,0,101,0,0,0,0,30417
170048,0,0,0,101,0,0,0,0,30418
170052,0,0,0,101,0,0,0,0,28303
170054,0,0,0,101,0,0,0,0,28575
170055,0,0,0,101,0,0,0,0,28576
170056,0,0,0,101,0,0,0,0,28577
170057,0,0,0,101,0,0,0,0,28578
170058,0,0,0,101,0,0,0,0,28579
170059,0,0,0,101,0,0,0,0,28580
170060,0,0,0,101,0,0,0,0,28696
170061,0,0,0,101,0,0,0,0,28698
170062,0,0,0,101,0,0,0,0,28700
170063,0,0,0,101,0,0,0,0,28702
170064,0,0,0,101,0,0,0,0,28703
170065,0,0,0,101,0,0,0,0,28704
170070,0,0,24000,100,0,0,131072,0,29315
170071,0,0,0,10,0,0,139400,0,29319
170072,0,0,0,101,0,0,0,0,29320
170073,0,0,0,101,0,0,0,0,29321
170074,0,0,0,101,0,0,0,0,29322
170076,0,0,0,101,0,0,0,0,29472
170077,0,0,0,101,0,0,0,0,29473
170078,0,0,0,101,0,0,0,0,29476
170079,0,0,0,101,0,0,0,0,29477
170080,0,0,0,101,0,0,0,0,29577
170081,0,0,0,101,0,0,0,0,29578
170082,0,0,0,101,0,0,0,0,29579
170083,0,0,0,101,0,0,0,0,29580
170084,0,0,0,101,0,0,0,0,29581
170085,0,0,0,101,0,0,0,0,29686
170087,0,0,0,101,0,0,0,0,29688
170089,0,0,0,101,0,0,0,0,29765
170090,0,0,0,101,0,0,0,0,29766
170092,0,0,0,101,0,0,0,0,29768
170093,0,0,0,101,0,0,0,0,29842
170095,0,0,0,101,0,0,0,0,29844
170096,0,0,0,101,0,0,0,0,29845
170098,0,0,0,101,0,0,0,0,29939
170099,0,0,0,101,0,0,0,0,29942
170103,0,0,0,101,0,0,0,0,30024
170107,0,0,0,101,0,0,0,0,30140
170108,0,0,0,101,0,0,0,0,30141
170110,0,0,0,101,0,0,0,0,30143
170111,0,0,0,101,0,0,0,0,30144
170112,0,0,0,101,0,0,0,0,30258
170114,0,0,0,101,0,0,0,0,30260
170115,0,0,0,101,0,0,0,0,30261
170116,0,0,0,101,0,0,0,0,30335
170117,0,0,0,101,0,0,0,0,30337
170118,0,0,0,100,5,0,20,0,30339
170119,0,0,0,101,0,0,0,0,30340
170120,0,0,0,101,0,0,0,0,30341
170121,0,0,0,101,0,0,0,0,30419
170123,0,99,0,101,0,0,0,0,30421
170124,0,0,0,101,0,0,0,0,28385
170126,0,0,0,101,0,0,0,0,28451
170127,0,0,0,101,0,0,0,0,28486
170128,0,0,0,101,0,0,0,0,28488
170129,0,0,0,101,0,0,0,0,28581
170130,0,0,0,101,0,0,0,0,28582
170131,0,0,0,101,0,0,0,0,28583
170132,0,0,0,101,0,0,0,0,28584
170133,0,0,0,101,0,0,0,0,28705
170134,0,0,0,101,0,0,0,0,28706
170135,0,0,0,101,0,0,0,0,28707
170136,0,0,0,101,0,0,0,0,28708
170137,0,0,0,101,0,0,0,0,28709
170138,0,0,0,101,0,0,0,0,28710
170143,0,10,0,101,0,0,0,0,29323
170144,0,10,0,101,0,0,0,0,29326
170146,0,0,0,101,0,0,0,0,29339
170147,0,0,0,100,1,0,139424,0,29479
170148,0,0,0,101,0,0,0,0,29485
170149,0,0,0,101,0,0,0,0,29486
170150,0,0,0,101,0,0,0,0,29487
170151,0,0,0,101,0,0,0,0,29488
170152,0,0,0,101,0,0,0,0,29582
170153,0,3,0,101,0,0,0,0,29583
170154,0,0,0,101,0,0,0,0,29584
170155,0,0,0,101,0,0,0,0,29585
170156,0,0,0,101,0,0,0,0,29690
170157,0,0,0,101,0,0,0,0,29691
170158,0,0,0,101,0,0,0,0,29692
170159,0,0,0,101,0,0,0,0,29693
170160,0,0,0,101,0,0,0,0,29694
170161,0,0,0,101,0,0,0,0,29695
170162,0,0,0,101,0,0,0,0,29769
170163,0,0,0,101,0,0,0,0,29770
170166,0,0,0,101,0,0,0,0,29773
170167,0,0,0,101,0,0,0,0,29850
170170,0,0,0,101,0,0,0,0,29858
170171,0,0,0,101,0,0,0,0,29859
170172,0,0,0,101,0,0,0,0,29948
170173,0,0,0,101,0,0,0,0,29949
170176,0,5,0,101,0,0,0,0,30029
170177,0,0,0,100,0,0,20,0,30030
170178,0,5,0,101,0,0,0,0,30031
170179,0,5,0,101,0,0,0,0,30032
170180,0,0,0,101,0,0,0,0,30145
170181,0,0,0,101,0,0,0,0,30146
170182,0,0,0,101,0,0,0,0,30147
170183,0,0,0,101,0,0,0,0,30148
170184,0,0,0,101,0,0,0,0,30149
170185,0,0,0,101,0,0,0,0,30262
170186,0,0,0,101,0,0,0,0,30263
170187,0,0,0,101,0,0,0,0,30264
170188,0,0,0,101,0,0,0,0,30265
170189,0,0,0,101,0,0,0,0,30266
170190,0,0,0,101,0,0,0,0,30342
170191,0,0,0,101,0,0,0,0,30343
170192,0,0,0,101,0,0,0,0,30344
170195,0,0,0,101,0,0,0,0,30347
170196,0,99,0,101,0,0,0,0,30422
170197,0,99,0,101,0,0,0,0,30423
170198,0,0,0,101,0,0,0,0,30424
170199,0,0,0,101,0,0,0,0,28489
170202,0,0,0,101,0,0,0,0,28492
170203,0,0,0,101,0,0,0,0,28585
170204,0,0,0,101,0,0,0,0,28586
170205,0,0,0,101,0,0,0,0,28587
170206,0,0,0,101,0,0,0,0,28588
170207,0,0,0,101,0,0,0,0,28589
170208,0,0,0,101,0,0,0,0,28590
170209,0,0,0,101,0,0,0,0,28711
170210,0,0,0,101,0,0,0,0,28712
170212,0,0,0,101,0,0,68,0,28714
170213,0,0,0,101,0,0,0,0,28715
170218,0,0,0,101,0,0,0,0,29340
170219,0,0,0,101,0,0,0,0,29341
170220,0,0,0,101,0,0,0,0,29343
170222,0,0,0,101,0,0,0,0,29489
170223,0,0,0,101,0,0,0,0,29490
170224,0,0,0,101,0,0,0,0,29491
170225,0,0,0,101,0,0,0,0,29492
170227,0,0,0,101,0,0,0,0,29586
170228,0,0,0,101,0,0,0,0,29587
170229,0,0,0,101,0,0,0,0,29590
170230,0,0,0,101,0,0,0,0,29591
170231,0,0,0,101,0,0,0,0,29592
170232,0,0,0,101,0,0,0,0,29696
170233,0,0,0,101,0,0,0,0,29697
170234,0,0,0,101,0,0,0,0,29698
170235,0,0,0,101,0,0,0,0,29699
170236,0,0,0,101,0,0,0,0,29700
170237,0,0,0,101,0,0,0,0,29701
170240,0,0,0,101,0,0,0,0,29776
170247,0,0,0,101,0,0,0,0,29864
170249,0,0,0,101,0,0,0,0,29953
170250,0,0,0,101,0,0,0,0,29954
170252,0,0,0,101,0,0,0,0,29956
170253,0,0,0,100,0,0,20,0,30033
170254,0,0,0,101,0,0,0,0,30035
170257,0,0,0,101,0,0,0,0,30153
170258,0,0,0,101,0,0,0,0,30154
170259,0,0,0,101,0,0,0,0,30155
170260,0,0,0,101,0,0,0,0,30166
170261,0,0,0,101,0,0,0,0,30267
170263,0,0,0,101,0,0,0,0,30269
170264,0,0,0,101,0,0,0,0,30270
170265,0,0,0,101,0,0,0,0,30271
170267,0,0,0,101,0,0,0,0,30348
170268,0,0,0,101,0,0,0,0,30349
170269,0,0,0,101,0,0,0,0,30350
170270,0,0,0,101,0,0,0,0,30351
170272,0,0,0,101,0,0,0,0,30353
170273,0,0,0,101,0,0,0,0,30425
170275,0,0,0,101,0,0,0,0,30427
170276,0,0,0,101,0,0,0,0,30428
170279,0,0,0,101,0,0,0,0,28494
170280,0,0,0,101,0,0,0,0,28495
170281,0,0,0,101,0,0,0,0,28496
170282,0,0,0,101,0,0,0,0,28591
170283,0,0,0,101,0,0,0,0,28596
170284,0,0,0,101,0,0,0,0,28597
170285,0,0,0,101,0,0,0,0,28600
170286,0,0,0,101,0,0,0,0,28602
170287,0,0,0,101,0,0,0,0,28718
170288,0,0,0,101,0,0,0,0,28720
170289,0,0,0,101,0,0,0,0,28721
170290,0,0,0,101,0,0,68,0,28726
170291,0,0,0,101,0,0,0,0,28728
170294,0,0,0,101,0,0,0,0,28993
170299,0,0,0,101,0,0,0,0,29354
170300,0,0,0,101,0,0,0,0,29355
170301,0,0,0,50,0,0,2429268,0,29494
170302,0,0,0,101,0,0,0,0,29495
170303,0,0,0,101,0,0,0,0,29496
170304,0,0,0,50,0,0,2429268,0,29497
170305,0,0,0,101,0,0,0,0,29503
170306,0,0,0,101,0,0,0,0,29593
170307,0,0,0,101,0,0,0,0,29594
170308,0,0,0,101,0,0,0,0,29595
170310,0,0,0,101,0,0,0,0,29702
170311,0,0,0,101,0,0,0,0,29703
170312,0,0,0,101,0,0,0,0,29704
170319,0,0,0,101,0,0,0,0,29866
170323,0,0,0,101,0,0,0,0,29870
170324,0,0,0,101,0,0,0,0,29957
170325,0,0,0,101,0,0,0,0,29958
170326,0,0,0,101,0,0,0,0,29959
170327,0,0,0,101,0,0,0,0,29960
170328,0,0,0,101,0,0,0,0,30036
170329,0,10,0,101,0,0,0,0,30037
170330,0,0,0,100,0,0,-2146926592,0,30039
170332,0,0,0,101,0,0,0,0,30168
170333,0,0,0,101,0,0,0,0,30170
170334,0,0,0,101,0,0,0,0,30171
170335,0,0,0,101,0,0,0,0,30179
170336,0,0,0,101,0,0,0,0,30273
170342,0,0,0,101,0,0,0,0,30354
170344,0,0,0,101,0,0,0,0,30356
170345,0,0,0,101,0,0,0,0,30357
170346,0,0,0,101,0,0,0,0,31697
170347,0,30,0,101,0,0,0,0,31698
170349,0,0,0,101,0,0,0,0,31701
170350,0,0,0,101,0,0,0,0,31702
170351,0,0,0,101,0,0,0,0,31782
170353,0,0,0,101,0,0,0,0,31784
170354,0,0,0,100,0,0,-2146924544,0,31785
170355,0,0,0,101,0,0,0,0,31786
170356,0,0,0,101,0,0,0,0,30507
170357,0,0,0,101,0,0,0,0,30508
170364,0,0,0,101,0,0,0,0,30584
170366,0,0,0,101,0,0,0,0,30669
170367,0,0,0,101,0,0,0,0,30670
170368,0,0,0,101,0,0,0,0,30671
170370,0,0,0,101,0,0,0,0,30768
170371,0,0,0,101,0,0,0,0,30769
170375,0,0,0,100,0,0,0,0,30898
170377,0,0,0,101,0,0,0,0,30900
170378,0,5,0,101,0,0,0,0,30901
170379,0,0,0,101,0,0,0,0,30986
170380,0,0,0,101,0,0,0,0,30987
170381,0,0,0,101,0,0,0,0,30988
170382,0,0,0,101,0,0,0,0,30989
170383,0,0,0,101,0,0,0,0,31080
170384,0,0,0,101,0,0,0,0,31081
170385,0,0,0,101,0,0,0,0,31082
170386,0,0,0,101,0,0,0,0,31083
170387,0,0,0,101,0,0,0,0,31084
170388,0,0,0,101,0,0,0,0,31085
170393,0,0,0,101,0,0,0,0,31225
170394,0,0,0,101,0,0,0,0,31226
170395,0,0,0,101,0,0,0,0,31227
170396,0,0,0,101,0,0,0,0,31293
170397,0,0,0,101,0,0,0,0,31294
170398,0,0,0,101,0,0,0,0,31295
170399,0,0,0,101,0,0,0,0,31385
170400,0,0,0,5,0,0,20,0,31386
170401,0,0,0,101,0,0,0,0,31387
170402,0,0,0,101,0,0,0,0,31388
170403,0,0,0,101,0,0,0,0,31389
170404,0,0,0,101,0,0,0,0,31473
170406,0,0,0,101,0,0,0,0,31475
170407,0,0,0,101,0,0,0,0,31476
170408,0,3,0,101,0,0,0,0,31551
170409,0,0,0,101,0,0,0,0,31552
170410,0,0,0,101,0,0,0,0,31553
170413,0,0,0,101,0,0,0,0,31633
170414,0,0,0,101,0,0,0,0,31634
170415,0,0,0,101,0,0,0,0,31635
170417,0,0,0,101,0,0,0,0,31703
170418,0,0,0,101,0,0,0,0,31704
170419,0,0,0,101,0,0,0,0,31705
170420,0,0,0,101,0,0,0,0,31706
170421,0,0,0,101,0,0,0,0,31707
170425,0,0,0,101,0,0,0,0,31789
170426,0,0,0,101,0,0,0,0,31790
170428,0,0,0,101,0,0,0,0,30512
170429,0,0,0,101,0,0,0,0,30513
170430,0,0,0,101,0,0,0,0,30514
170431,0,0,0,101,0,0,0,0,30515
170440,0,0,0,4,0,0,65536,0,30675
170446,0,0,0,101,0,0,0,0,30790
170447,0,0,0,101,0,0,0,0,30907
170448,0,0,0,101,0,0,0,0,30908
170449,0,0,0,101,0,0,0,0,30909
170450,0,0,0,101,0,0,0,0,30910
170451,0,0,0,101,0,0,0,0,30990
170452,0,0,0,100,1,0,-2146819416,0,30991
170453,0,0,0,101,0,0,0,0,30992
170455,0,8,0,101,0,0,0,0,31086
170456,0,0,0,101,0,0,0,0,31087
170457,0,0,0,101,0,0,0,0,31088
170458,0,0,0,101,0,0,0,0,31089
170459,0,0,0,101,0,0,0,0,31090
170460,0,0,0,101,0,0,0,0,31091
170466,0,0,0,101,0,0,0,0,31228
170467,0,0,0,101,0,0,0,0,31229
170468,0,0,0,101,0,0,0,0,31296
170469,0,0,0,101,0,0,0,0,31298
170470,0,0,0,101,0,0,0,0,31299
170472,0,0,0,101,0,0,0,0,31303
170473,0,0,0,101,0,0,0,0,31390
170477,0,0,0,100,1,0,139936,0,31394
170478,0,0,0,101,0,0,0,0,31477
170479,0,0,0,101,0,0,0,0,31478
170480,0,0,0,101,0,0,0,0,31479
170481,0,0,0,101,0,0,0,0,31555
170482,0,0,0,101,0,0,0,0,31556
170483,0,0,0,101,0,0,0,0,31558
170484,0,0,0,101,0,0,0,0,31560
170485,0,0,0,101,0,0,0,0,31566
170487,0,0,0,101,0,0,0,0,31638
170488,0,0,0,101,0,0,0,0,31639
170489,0,0,0,101,0,0,0,0,31640
170490,0,0,0,101,0,0,0,0,31709
170493,0,0,0,101,0,0,0,0,31713
170495,0,0,0,101,0,0,0,0,31792
170496,0,0,0,101,0,0,0,0,31793
170497,0,0,0,100,1,0,82176,0,31794
170498,0,0,0,101,0,0,0,0,31796
170499,0,0,0,100,0,0,4,0,30516
170502,0,0,0,101,0,0,0,0,30519
170503,0,0,0,101,0,0,0,0,30520
170509,0,0,0,100,0,0,20,0,30598
170510,0,0,0,8,0,0,65536,0,30678
170511,0,0,0,12,0,0,65536,0,30679
170512,0,0,0,16,0,0,65536,0,30680
170518,0,0,0,101,0,0,0,0,30911
170519,0,0,0,101,0,0,0,0,30912
170520,0,0,0,101,0,0,0,0,30913
170521,0,0,0,101,0,0,0,0,30914
170522,0,0,0,101,0,0,0,0,30994
170523,0,0,0,101,0,0,0,0,30997
170525,0,0,0,101,0,0,0,0,30999
170526,0,0,0,101,0,0,0,0,31092
170527,0,0,0,101,0,0,0,0,31094
170528,0,0,0,101,0,0,0,0,31095
170529,0,0,0,101,0,0,0,0,31096
170530,0,0,0,101,0,0,0,0,31097
170531,0,0,0,101,0,0,0,0,31098
170537,0,0,0,101,0,0,0,0,31230
170538,0,0,0,101,0,0,0,0,31231
170540,0,0,0,101,0,0,0,0,31304
170543,0,0,0,101,0,0,0,0,31308
170545,0,0,0,5,0,0,20,0,31396
170546,0,0,0,5,0,0,4436,0,31397
170547,0,0,0,5,0,0,20,0,31398
170548,0,0,0,5,0,0,680,0,31399
170549,0,0,0,101,0,0,0,0,31480
170550,0,0,0,101,0,0,1048576,0,31481
170551,0,0,0,101,0,0,0,0,31482
170552,0,0,0,101,0,0,0,0,31483
170553,0,0,0,101,0,0,0,0,31485
170554,0,0,0,101,0,0,0,0,31486
170555,0,0,0,101,0,0,0,0,31567
170556,0,0,0,100,0,0,16384,0,31569
170557,0,0,0,100,0,0,16384,0,31570
170558,0,0,0,101,0,0,0,0,31571
170559,0,0,0,5,0,0,680,0,31641
170560,0,0,0,10,0,0,680,0,31642
170561,0,0,0,101,0,0,0,0,31643
170562,0,0,0,101,0,0,0,0,31715
170563,0,0,0,101,0,0,0,0,31716
170564,0,0,0,101,0,0,0,0,31797
170565,0,0,0,101,0,0,0,0,31798
170566,0,0,0,101,0,0,0,0,31799
170568,0,0,0,101,0,0,0,0,30522
170569,0,0,0,101,0,0,0,0,30523
170570,0,0,0,101,0,0,0,0,30524
170571,0,0,0,101,0,0,0,0,30599
170572,0,0,0,101,0,0,0,0,30600
170574,0,0,0,101,0,0,0,0,30602
170575,0,0,0,101,0,0,0,0,30603
170576,0,0,0,20,0,0,65536,0,30681
170577,0,0,0,101,0,0,0,0,30686
170578,0,0,0,101,0,0,0,0,30687
170579,0,0,0,101,0,0,0,0,30688
170580,0,8,0,101,0,0,0,0,30822
170581,0,0,0,100,0,0,20,0,30823
170582,0,0,0,100,0,0,20,0,30824
170584,0,0,0,101,0,0,0,0,30915
170585,0,0,0,101,0,0,0,0,30916
170586,0,5,0,101,0,0,0,0,30917
170587,0,0,0,101,0,0,0,0,30923
170588,0,0,0,101,0,0,0,0,30924
170589,0,0,0,101,0,0,0,0,31000
170591,0,0,0,101,0,0,0,0,31002
170592,0,0,0,101,0,0,0,0,31003
170593,0,0,0,101,0,0,0,0,31008
170594,0,0,0,101,0,0,0,0,31099
170595,0,0,0,101,0,0,0,0,31100
170596,0,0,0,101,0,0,0,0,31101
170597,0,0,0,101,0,0,0,0,31102
170598,0,0,0,101,0,0,0,0,31103
170599,0,0,0,101,0,0,0,0,31104
170600,0,0,0,101,0,0,0,0,31105
170606,0,0,0,100,0,0,1296,0,31233
170607,0,0,0,101,0,0,0,0,31234
170608,0,0,0,101,0,0,0,0,31235
170609,0,0,0,101,0,0,0,0,31236
170610,0,0,0,101,0,0,0,0,31237
170611,0,0,0,101,0,0,0,0,31310
170612,0,0,0,101,0,0,0,0,31311
170613,0,0,0,100,0,0,20,0,31312
170615,0,0,0,101,0,0,0,0,31317
170617,0,0,0,101,0,0,0,0,31401
170618,0,0,0,101,0,0,0,0,31402
170619,0,0,0,101,0,0,0,0,31403
170620,0,0,0,101,0,0,0,0,31404
170625,0,0,0,101,0,0,0,0,31572
170626,0,0,0,101,0,0,0,0,31573
170627,0,0,0,101,0,0,0,0,31574
170628,0,0,0,101,0,0,0,0,31575
170633,0,0,0,101,0,0,0,0,31717
170634,0,0,0,101,0,0,0,0,31718
170635,0,0,0,101,0,0,0,0,31719
170637,0,0,0,100,0,0,4,0,31801
170638,0,0,0,101,0,0,0,0,31802
170639,0,5,0,0,0,0,0,0,31803
170640,0,0,0,101,0,0,0,0,31804
170643,0,0,0,101,0,0,0,0,30527
170644,0,0,0,101,0,0,0,0,30528
170646,0,0,0,101,0,0,0,0,30604
170647,0,0,0,101,0,0,0,0,30605
170648,0,0,0,101,0,0,0,0,30606
170649,0,0,0,101,0,0,0,0,30607
170650,0,0,0,101,0,0,0,0,30608
170651,0,0,0,101,0,0,0,0,30689
170652,0,0,0,101,0,0,0,0,30690
170653,0,0,0,101,0,0,0,0,30691
170660,0,0,0,101,0,0,0,0,30829
170661,0,8,0,101,0,0,0,0,30830
170664,0,0,0,101,0,0,0,0,30927
170665,0,0,0,101,0,0,0,0,30928
170667,0,0,0,101,0,0,0,0,30930
170668,0,0,0,101,0,0,0,0,31009
170671,0,0,0,101,0,0,0,0,31012
170672,0,0,0,101,0,0,0,0,31013
170673,0,0,0,101,0,0,0,0,31106
170674,0,0,0,101,0,0,0,0,31107
170675,0,0,0,101,0,0,0,0,31108
170676,0,0,0,101,0,0,0,0,31109
170677,0,0,0,101,0,0,0,0,31110
170678,0,0,0,101,0,0,0,0,31111
170683,0,0,0,101,0,0,0,0,31238
170684,0,0,0,100,0,0,1296,0,31239
170685,0,0,0,100,0,0,1296,0,31240
170686,0,0,0,100,0,0,1296,0,31241
170687,0,0,0,101,0,0,0,0,31319
170688,0,0,0,101,0,0,0,0,31320
170692,0,0,0,101,0,0,0,0,31405
170693,0,0,0,101,0,0,0,0,31406
170694,0,0,0,101,0,0,0,0,31407
170702,0,0,0,101,0,0,0,0,31579
170708,0,0,0,101,0,0,0,0,31721
170709,0,0,0,101,0,0,0,0,31722
170710,0,0,0,101,0,0,0,0,31723
170711,0,10,0,101,0,0,0,0,31724
170712,0,0,0,101,0,0,0,0,31727
170713,0,0,0,101,0,0,0,0,31806
170717,0,0,0,101,0,0,0,0,30530
170718,0,99,0,101,0,0,0,0,30531
170719,0,0,0,101,0,0,0,0,30532
170720,0,0,0,101,0,0,0,0,30533
170721,0,0,0,101,0,0,0,0,30534
170722,0,0,0,101,0,0,0,0,30609
170723,0,5,0,100,0,0,65536,0,30610
170724,0,0,0,101,0,0,0,0,30611
170725,0,0,0,101,0,0,0,0,30612
170726,0,0,0,101,0,0,0,0,30613
170729,0,0,0,101,0,0,0,0,30697
170732,0,0,0,100,1,0,-2145736024,0,30831
170733,0,0,0,101,0,0,0,0,30832
170734,0,0,0,101,0,0,0,0,30833
170735,0,0,0,101,0,0,0,0,30834
170736,0,0,0,101,0,0,0,0,30835
170737,0,0,0,101,0,0,0,0,30931
170738,0,0,0,101,0,0,0,0,30932
170739,0,0,0,101,0,0,0,0,30933
170740,0,0,0,101,0,0,0,0,30934
170741,0,0,0,101,0,0,0,0,31014
170742,0,0,0,101,0,0,0,0,31015
170743,0,0,0,101,0,0,0,0,31022
170744,0,0,0,101,0,0,0,0,31023
170745,0,0,0,101,0,0,0,0,31112
170746,0,0,0,101,0,0,0,0,31113
170747,0,0,0,101,0,0,0,0,31114
170748,0,0,0,101,0,0,0,0,31115
170749,0,0,0,101,0,0,0,0,31116
170750,0,0,0,101,0,0,0,0,31117
170755,0,0,0,100,0,0,1296,0,31242
170757,0,0,0,100,0,0,272,0,31244
170758,0,0,0,101,0,0,0,0,31324
170759,0,0,0,101,0,0,0,0,31325
170760,0,0,0,101,0,0,0,0,31326
170762,0,0,0,101,0,0,0,0,31328
170763,0,0,0,101,0,0,0,0,31408
170764,0,0,0,101,0,0,0,0,31409
170765,0,0,0,101,0,0,0,0,31410
170766,0,0,0,101,0,0,0,0,31411
170767,0,0,0,101,0,0,0,0,31412
170769,0,0,0,101,0,0,0,0,31497
170772,0,0,0,101,0,0,0,0,31581
170773,0,0,0,101,0,0,0,0,31582
170774,0,0,0,101,0,0,0,0,31583
170775,0,0,0,101,0,0,0,0,31584
170776,0,0,0,101,0,0,0,0,31651
170781,0,0,0,101,0,0,0,0,31729
170782,0,0,0,101,0,0,0,0,31730
170783,0,0,0,101,0,0,0,0,31731
170789,0,0,0,101,0,0,0,0,30536
170790,0,0,0,101,0,0,0,0,30537
170791,0,0,0,101,0,0,0,0,30538
170792,0,0,0,101,0,0,0,0,30539
170793,0,0,0,101,0,0,0,0,30540
170794,0,0,0,101,0,0,0,0,30614
170795,0,0,0,101,0,0,0,0,30615
170797,0,0,0,101,0,0,0,0,30617
170798,0,0,0,101,0,0,0,0,30618
170799,0,0,0,101,0,0,0,0,30700
170800,0,0,0,100,0,0,-2146819416,0,30701
170801,0,0,0,101,0,0,0,0,30702
170802,0,0,0,101,0,0,0,0,30703
170803,0,0,0,101,0,0,0,0,30836
170804,0,0,0,101,0,0,0,0,30837
170805,0,0,0,101,0,0,0,0,30838
170806,0,0,0,101,0,0,0,0,30840
170807,0,0,0,101,0,0,0,0,30935
170808,0,0,0,101,0,0,0,0,30936
170809,0,0,0,100,1,0,139936,0,30937
170810,0,0,0,101,0,0,0,0,30938
170811,0,0,0,101,0,0,0,0,31024
170812,0,0,0,101,0,0,0,0,31025
170813,0,0,0,101,0,0,0,0,31026
170816,0,0,0,101,0,0,0,0,31118
170818,0,0,0,101,0,0,0,0,31120
