"ID","DifficultyID","Category","DefenseType","DispelType","Mechanic","PreventionType","StartRecoveryCategory","ChargeCategory","SpellID"
"72886","0","0","1","0","0","1","133","0","8835"
"72887","0","0","2","0","0","2","133","0","8647"
"72890","0","0","2","0","0","2","133","0","6787"
"72897","0","0","1","0","0","1","133","0","8155"
"72899","0","19","1","0","0","1","133","0","8046"
"72907","0","0","2","0","0","2","133","0","7372"
"72912","0","0","1","1","0","1","133","0","8451"
"72916","0","0","1","0","0","1","133","0","8131"
"72920","0","46","1","0","0","1","133","0","8918"
"72926","0","0","1","1","0","1","133","0","325"
"72928","0","82","2","0","0","2","133","0","8637"
"72938","0","43","1","1","5","1","133","0","8122"
"72939","0","0","1","0","0","1","133","0","8071"
"72940","0","19","1","0","0","1","133","0","8042"
"72941","0","0","1","1","0","1","133","0","7322"
"72943","0","32","2","0","12","2","133","0","8983"
"72946","0","19","1","0","0","1","133","0","8412"
"72947","0","0","1","2","0","1","133","0","704"
"72948","0","0","1","0","0","1","133","0","8161"
"72952","0","0","1","1","0","1","133","0","8407"
"72953","0","0","1","1","0","1","133","0","8408"
"72954","0","19","1","1","0","1","133","0","8050"
"72962","0","49","1","0","0","1","133","0","8205"
"72966","0","0","2","0","0","2","133","0","7405"
"72967","0","0","2","0","0","2","133","0","8725"
"72970","0","0","1","1","0","1","133","0","9856"
"72972","0","38","0","5","0","0","1178","0","9913"
"72974","0","0","1","0","0","1","133","0","10186"
"72976","0","0","1","1","0","1","133","0","9857"
"72980","0","0","1","1","0","1","133","0","8134"
"72981","0","0","1","0","0","1","133","0","8170"
"72985","0","0","1","1","0","1","133","0","8936"
"72999","0","0","1","0","0","1","133","0","10185"
"73000","0","0","1","0","0","1","133","0","10187"
"73005","0","0","1","1","20","1","133","0","9484"
"73008","0","0","0","0","0","0","133","0","9634"
"73013","0","82","1","1","0","1","133","0","9578"
"73014","0","0","1","1","0","1","133","0","9756"
"73017","0","230","1","0","0","1","133","0","8177"
"73018","0","0","1","0","0","1","133","0","10151"
"73026","0","35","1","0","0","1","133","0","8499"
"73031","0","0","1","1","0","1","133","0","14914"
"73035","0","0","1","2","0","1","133","0","7646"
"73036","0","0","1","0","0","1","133","0","8019"
"73040","0","0","1","1","0","1","133","0","9835"
"73045","0","0","1","1","20","1","133","0","9485"
"73047","0","0","1","0","0","1","133","0","10496"
"73048","0","0","0","0","0","1","133","0","10211"
"73049","0","0","0","0","0","1","133","0","10212"
"73051","0","50","1","1","0","1","133","0","10159"
"73053","0","132","2","0","0","2","133","0","1719"
"73057","0","0","1","1","0","1","133","0","10180"
"73058","0","0","1","1","0","1","133","0","10181"
"73063","0","0","1","1","0","1","133","0","10173"
"73067","0","0","2","0","0","2","133","0","9850"
"73074","0","44","0","0","0","0","0","0","9821"
"73075","0","0","2","0","0","2","133","0","8649"
"73076","0","0","1","0","0","1","133","0","8905"
"73078","0","0","1","1","0","1","133","0","9833"
"73079","0","0","1","1","0","1","133","0","10951"
"73080","0","0","1","1","7","1","133","0","9853"
"73081","0","0","1","0","0","1","133","0","9758"
"73083","0","0","1","1","0","1","133","0","131"
"73085","0","0","1","1","0","1","133","0","8921"
"73088","0","0","1","1","0","1","133","0","10174"
"73089","0","56","1","1","0","1","133","0","10177"
"73091","0","0","1","1","0","1","133","0","8924"
"73092","0","0","1","1","0","1","133","0","8938"
"73096","0","0","1","0","0","1","133","0","10216"
"73097","0","0","1","1","18","1","133","0","710"
"73104","0","56","1","1","0","1","133","0","10225"
"73105","0","0","1","1","0","1","133","0","8939"
"73106","0","19","1","0","0","1","133","0","8103"
"73108","0","0","1","1","0","1","133","0","9907"
"73111","0","0","2","0","15","2","133","0","8633"
"73114","0","0","1","1","0","1","133","0","8929"
"73117","0","0","1","0","0","1","133","0","8400"
"73121","0","49","1","0","0","1","133","0","8198"
"73123","0","84","2","0","0","2","133","0","9000"
"73126","0","0","2","0","0","2","133","0","8820"
"73129","0","56","1","1","0","1","133","0","8457"
"73132","0","0","1","1","0","1","133","0","8926"
"73134","0","0","1","0","0","1","133","0","8289"
"73135","0","0","1","1","0","1","133","0","8406"
"73136","0","40","2","0","0","2","133","0","8621"
"73139","0","0","2","0","0","2","133","0","9904"
"73140","0","0","1","1","0","1","133","0","8927"
"73141","0","0","1","0","0","1","133","0","8181"
"73145","0","19","1","1","0","1","133","0","8058"
"73146","0","0","1","0","0","1","133","0","8946"
"73157","0","50","1","1","0","1","133","0","10160"
"73159","0","0","1","0","0","1","133","0","8903"
"73162","0","0","1","1","0","1","133","0","8928"
"73163","0","84","2","0","0","2","133","0","8998"
"73166","0","43","1","1","5","1","133","0","8124"
"73168","0","44","0","0","0","0","0","0","8696"
"73169","0","0","2","0","0","2","133","0","8650"
"73170","0","0","1","0","0","1","133","0","8184"
"73172","0","0","1","0","0","1","133","0","8401"
"73173","0","0","1","0","0","1","133","0","10145"
"73174","0","0","1","1","0","1","133","0","10179"
"73175","0","46","1","0","0","1","133","0","9862"
"73180","0","0","2","0","0","2","133","0","8624"
"73182","0","0","2","0","0","2","133","0","8992"
"73186","0","0","1","1","0","1","133","0","8317"
"73188","0","56","1","1","19","1","133","0","17"
"73192","0","0","1","0","0","1","133","0","10220"
"73193","0","0","1","1","0","1","133","0","9839"
"73194","0","0","1","1","0","1","133","0","9841"
"73196","0","0","1","1","0","1","133","0","8925"
"73197","0","0","1","0","0","1","133","0","8143"
"73201","0","0","1","0","0","1","133","0","10219"
"73204","0","0","2","0","0","2","133","0","9849"
"73205","0","0","1","0","0","1","133","0","8288"
"73208","0","0","1","0","0","1","133","0","8227"
"73213","0","0","2","0","0","2","133","0","8724"
"73214","0","0","1","0","0","1","133","0","10215"
"73216","0","0","1","1","7","1","133","0","9852"
"73219","0","0","1","0","0","1","133","0","8154"
"73221","0","0","2","0","0","2","133","0","9823"
"73222","0","0","0","0","15","0","0","0","9824"
"73223","0","0","0","0","15","0","0","0","9826"
"73224","0","0","2","0","0","2","133","0","9827"
"73225","0","0","1","1","0","1","133","0","8316"
"73226","0","0","1","1","0","1","133","0","9910"
"73227","0","0","1","0","0","1","133","0","9912"
"73232","0","0","1","1","0","1","133","0","8494"
"73234","0","0","1","0","0","1","133","0","8249"
"73237","0","19","1","0","0","1","133","0","8092"
"73243","0","0","1","0","0","1","133","0","10462"
"73246","0","0","1","0","0","1","133","0","10396"
"73249","0","0","1","1","0","1","133","0","10892"
"73250","0","19","1","0","0","1","133","0","10199"
"73252","0","0","2","0","0","2","133","0","9866"
"73253","0","0","1","1","0","1","133","0","10192"
"73256","0","0","1","0","0","1","133","0","9898"
"73257","0","0","1","0","0","1","133","0","9901"
"73258","0","1192","1","1","0","1","133","0","10797"
"73264","0","0","1","0","0","1","133","0","10585"
"73265","0","0","1","0","0","1","133","0","10587"
"73267","0","56","1","1","19","1","133","0","10898"
"73268","0","0","1","0","0","1","133","0","10324"
"73270","0","56","1","1","19","1","133","0","10900"
"73271","0","0","1","1","0","1","133","0","10191"
"73272","0","0","1","0","0","1","133","0","9875"
"73273","0","0","2","0","15","2","133","0","11273"
"73274","0","0","2","0","0","2","133","0","9867"
"73278","0","0","2","0","15","2","133","0","11275"
"73279","0","0","1","1","0","1","133","0","10957"
"73280","0","250","1","0","0","1","133","0","11113"
"73282","0","0","1","1","0","1","133","0","10193"
"73291","0","32","1","1","12","1","133","0","10308"
"73294","0","0","1","0","0","1","133","0","10322"
"73296","0","0","1","0","0","1","133","0","8950"
"73299","0","45","1","0","0","1","133","0","10427"
"73300","0","19","1","0","0","1","133","0","10412"
"73302","0","0","1","0","0","1","133","0","10201"
"73303","0","0","2","0","15","2","133","0","11274"
"73304","0","0","1","1","1","1","133","0","10911"
"73305","0","56","1","1","0","1","133","0","10223"
"73309","0","35","1","0","0","1","133","0","10318"
"73311","0","0","1","0","0","1","133","0","10202"
"73312","0","0","1","1","0","1","133","0","10432"
"73314","0","19","1","0","0","1","133","0","10197"
"73318","0","0","1","1","0","1","133","0","8907"
"73326","0","0","1","0","0","1","133","0","10301"
"73328","0","0","1","0","0","1","133","0","10149"
"73333","0","46","1","0","0","1","133","0","9863"
"73337","0","0","1","0","0","1","133","0","10150"
"73338","0","0","1","0","0","1","133","0","10600"
"73340","0","0","1","1","0","1","133","0","10958"
"73342","0","0","1","1","0","1","133","0","10431"
"73343","0","0","1","0","0","1","133","0","10406"
"73345","0","40","2","0","0","2","133","0","694"
"73347","0","0","1","0","0","1","133","0","10399"
"73348","0","19","1","1","0","1","133","0","10473"
"73349","0","0","1","0","0","1","133","0","10478"
"73350","0","0","1","0","0","1","133","0","10292"
"73351","0","0","1","0","0","1","133","0","10293"
"73354","0","0","2","0","15","2","133","0","9894"
"73356","0","0","1","1","0","1","133","0","8910"
"73357","0","0","1","1","0","1","133","0","8940"
"73358","0","0","1","1","0","1","133","0","8941"
"73359","0","0","1","0","0","1","133","0","10300"
"73361","0","0","1","1","0","1","133","0","10156"
"73365","0","56","1","1","19","1","133","0","10899"
"73370","0","0","1","0","0","1","133","0","10148"
"73371","0","0","2","0","15","2","133","0","9896"
"73372","0","0","1","0","0","1","133","0","10538"
"73373","0","0","1","0","0","1","133","0","10479"
"73379","0","50","1","1","0","1","133","0","120"
"73380","0","0","1","0","0","1","133","0","8402"
"73381","0","0","1","1","0","1","133","0","9840"
"73384","0","0","1","0","0","1","133","0","8166"
"73385","0","0","1","0","0","1","133","0","10963"
"73386","0","0","1","0","0","1","133","0","10964"
"73389","0","85","2","0","0","2","133","0","9908"
"73395","0","0","1","1","0","1","133","0","10170"
"73398","0","0","0","0","15","0","0","0","9007"
"73399","0","19","1","0","0","1","133","0","10413"
"73401","0","0","1","0","0","1","133","0","10139"
"73411","0","0","2","0","0","2","133","0","9830"
"73412","0","0","2","0","0","2","0","0","9881"
"73414","0","0","1","1","0","1","133","0","9884"
"73415","0","0","1","0","0","1","133","0","10140"
"73416","0","0","1","0","0","1","133","0","10965"
"73418","0","0","1","2","0","1","133","0","9035"
"73423","0","0","1","0","0","1","133","0","10442"
"73425","0","0","2","0","0","2","133","0","8721"
"73426","0","0","1","0","0","1","133","0","9472"
"73427","0","0","1","0","0","1","133","0","9473"
"73428","0","0","1","0","0","1","133","0","9474"
"73434","0","0","1","0","0","1","133","0","10622"
"73435","0","0","1","1","0","1","133","0","9834"
"73441","0","0","1","0","0","1","133","0","10138"
"73446","0","0","2","0","0","2","133","0","9829"
"73447","0","0","1","0","0","1","133","0","10206"
"73448","0","0","1","0","0","1","133","0","10328"
"73449","0","0","1","0","0","1","133","0","10961"
"73451","0","0","1","1","0","1","133","0","10169"
"73455","0","0","1","0","0","1","133","0","10391"
"73456","0","0","1","0","0","1","133","0","10392"
"73457","0","0","1","0","0","1","133","0","10207"
"73459","0","0","1","0","0","1","133","0","9876"
"73462","0","19","1","1","0","1","133","0","10447"
"73463","0","20","1","1","29","1","133","0","10278"
"73465","0","82","1","1","0","1","133","0","9579"
"73466","0","56","1","1","19","1","133","0","10901"
"73467","0","0","1","0","0","1","133","0","10059"
"73468","0","0","0","1","0","1","0","0","10060"
"73471","0","0","1","1","0","1","133","0","9858"
"73474","0","0","1","0","0","1","133","0","705"
"73475","0","85","2","0","0","2","133","0","9754"
"73477","0","0","1","1","0","1","133","0","10952"
"73479","0","19","1","0","0","1","133","0","10312"
"73486","0","19","1","0","0","1","133","0","10313"
"73487","0","19","1","0","0","1","133","0","10314"
"73491","0","0","1","0","0","1","133","0","10456"
"73496","0","56","1","0","0","1","133","0","10310"
"73499","0","0","1","1","0","1","133","0","10157"
"73500","0","0","2","0","0","2","133","0","9005"
"73501","0","0","1","1","0","1","133","0","9885"
"73503","0","0","2","0","0","2","0","0","9880"
"73505","0","0","1","0","0","1","133","0","10395"
"73508","0","0","1","0","0","1","133","0","10144"
"73512","0","0","1","0","0","1","133","0","10329"
"73515","0","35","1","1","0","1","133","0","10230"
"73524","0","0","1","0","0","1","133","0","11730"
"73530","0","19","1","0","0","1","133","0","10414"
"73532","0","0","2","0","0","2","133","0","11604"
"73534","0","0","1","0","0","1","133","0","10613"
"73537","0","35","1","0","0","1","133","0","11315"
"73539","0","471","1","1","0","1","133","0","11426"
"73540","0","0","1","0","0","1","133","0","12523"
"73543","0","0","1","0","0","1","133","0","11366"
"73547","0","0","1","0","0","1","133","0","10953"
"73550","0","0","1","0","0","1","133","0","10526"
"73553","0","0","1","0","0","1","133","0","10614"
"73558","0","0","1","0","0","1","133","0","11762"
"73559","0","0","1","0","0","1","133","0","11763"
"73566","0","0","2","0","0","2","133","0","11605"
"73570","0","0","1","0","0","1","133","0","11549"
"73573","0","19","1","0","0","1","133","0","10946"
"73577","0","49","1","0","0","1","133","0","11581"
"73579","0","0","2","0","0","2","133","0","11596"
"73583","0","82","1","1","0","1","133","0","10941"
"73585","0","35","1","0","0","1","133","0","11314"
"73590","0","0","1","0","0","1","133","0","11684"
"73591","0","0","2","0","0","2","133","0","11198"
"73592","0","0","1","1","0","1","133","0","10938"
"73594","0","0","1","0","0","1","133","0","10205"
"73596","0","82","1","1","0","1","133","0","10942"
"73601","0","82","2","0","0","2","133","0","11303"
"73602","0","44","0","0","0","0","0","0","11305"
"73605","0","19","1","1","0","1","133","0","10472"
"73606","0","65","2","0","0","2","133","0","11585"
"73609","0","0","2","0","0","2","133","0","11597"
"73621","0","0","2","0","0","2","0","0","11567"
"73622","0","0","2","0","0","2","133","0","11279"
"73625","0","44","0","0","0","2","0","0","11578"
"73629","0","0","1","1","0","1","0","0","11129"
"73630","0","0","2","0","0","2","133","0","11280"
"73636","0","85","1","0","0","1","133","0","10605"
"73640","0","0","1","0","0","1","133","0","10497"
"73641","0","84","2","0","0","2","133","0","9892"
"73642","0","19","1","1","0","1","133","0","10448"
"73646","0","0","1","0","0","1","0","0","10273"
"73651","0","0","1","0","11","1","0","0","12486"
"73652","0","0","1","1","0","1","133","0","10927"
"73653","0","0","1","0","0","1","133","0","10486"
"73656","0","0","1","0","0","1","0","0","10274"
"73661","0","0","1","1","0","1","133","0","10928"
"73669","0","0","1","1","0","1","133","0","10894"
"73673","0","36","1","0","0","1","133","0","7811"
"73677","0","0","1","0","0","1","133","0","10291"
"73680","0","0","1","0","0","1","133","0","10595"
"73681","0","0","1","0","0","1","133","0","10874"
"73683","0","0","1","0","0","1","133","0","10875"
"73684","0","0","0","0","0","1","133","0","10438"
"73686","0","45","1","0","0","1","133","0","10428"
"73687","0","0","0","0","0","1","133","0","10437"
"73693","0","56","1","1","0","1","133","0","11739"
"73697","0","0","1","0","0","1","133","0","10495"
"73698","0","0","1","1","1","1","133","0","10912"
"73700","0","0","1","0","0","1","133","0","10909"
"73707","0","0","1","0","0","1","133","0","10463"
"73709","0","0","1","0","0","1","133","0","11733"
"73710","0","0","1","0","0","1","133","0","10627"
"73711","0","0","1","0","0","1","133","0","10881"
"73712","0","0","1","0","0","1","133","0","10467"
"73713","0","0","1","1","20","1","133","0","10955"
"73715","0","0","2","0","0","2","133","0","11300"
"73718","0","0","1","0","0","1","133","0","10468"
"73720","0","0","1","0","0","1","133","0","10407"
"73721","0","43","1","1","5","1","133","0","10888"
"73723","0","19","1","0","0","1","133","0","10947"
"73726","0","0","1","0","0","1","133","0","11417"
"73727","0","33","1","1","23","1","133","0","10326"
"73730","0","0","2","0","0","2","0","0","11608"
"73734","0","0","1","0","0","1","133","0","10623"
"73740","0","0","1","0","0","1","133","0","10586"
"73742","0","0","1","0","0","1","133","0","10466"
"73743","0","0","1","2","0","1","133","0","702"
"73752","0","0","1","0","0","1","133","0","10408"
"73753","0","0","1","1","0","1","133","0","10929"
"73755","0","0","1","0","0","1","133","0","10915"
"73756","0","0","1","0","0","1","133","0","10916"
"73757","0","0","1","0","0","1","133","0","11418"
"73758","0","0","1","0","0","1","133","0","11419"
"73762","0","0","1","0","0","1","133","0","10933"
"73765","0","0","1","0","0","1","133","0","10917"
"73774","0","0","1","0","0","1","133","0","10290"
"73775","0","0","1","0","0","1","133","0","10880"
"73777","0","0","1","0","0","1","133","0","10537"
"73780","0","0","1","0","0","1","133","0","10601"
"73782","0","0","1","1","0","1","0","0","12472"
"73783","0","0","1","0","0","1","133","0","10876"
"73784","0","0","1","0","0","1","133","0","10934"
"73787","0","43","1","1","5","1","133","0","10890"
"73790","0","0","1","1","0","1","133","0","10893"
"73792","0","0","2","0","0","2","133","0","11299"
"73793","0","0","1","0","0","1","133","0","10960"
"73795","0","0","1","2","0","1","133","0","11712"
"73797","0","0","1","1","0","1","0","0","12536"
"73802","0","971","2","0","0","2","133","0","12294"
"73804","0","0","1","2","0","1","133","0","11711"
"73806","0","0","2","0","0","2","0","0","11565"
"73812","0","0","2","0","0","2","0","0","11566"
"73819","0","0","1","1","0","1","133","0","11703"
"73825","0","0","1","1","0","1","133","0","10937"
"73831","0","0","1","0","1","1","133","0","11725"
"73832","0","0","1","0","0","1","133","0","10298"
"73833","0","0","1","0","0","1","133","0","10299"
"73838","0","0","1","0","0","1","133","0","11729"
"73839","0","49","1","0","0","1","133","0","11580"
"73848","0","0","1","0","0","1","133","0","11551"
"73850","0","19","1","0","0","1","133","0","10945"
"73852","0","0","1","0","11","1","133","0","12323"
"73855","0","0","1","1","0","1","133","0","11671"
"73856","0","0","1","0","11","1","0","0","12485"
"73857","0","0","1","0","12","1","0","0","12355"
"73859","0","40","1","0","0","1","133","0","11778"
"73860","0","0","1","0","0","1","133","0","11678"
"73865","0","0","1","0","0","1","133","0","11550"
"73867","0","0","2","0","0","2","0","0","11564"
"73873","0","0","1","0","0","1","133","0","11683"
"73874","0","0","1","2","0","1","133","0","11713"
"73876","0","0","0","0","11","0","0","0","12705"
"73877","0","65","2","0","0","2","133","0","11600"
"73884","0","0","1","0","0","1","133","0","12524"
"73890","0","0","2","0","15","2","133","0","11573"
"73891","0","0","2","0","15","2","133","0","11574"
"73892","0","0","1","2","0","1","133","0","11708"
"73894","0","65","2","0","0","2","133","0","11601"
"73898","0","56","1","1","0","1","133","0","11740"
"73899","0","0","1","0","0","1","133","0","11734"
"73900","0","0","1","0","0","1","133","0","11735"
"73902","0","0","1","1","0","1","133","0","11665"
"73910","0","0","1","0","0","1","133","0","12522"
"73911","0","0","1","0","0","1","133","0","11555"
"73912","0","0","2","0","15","2","133","0","11289"
"73915","0","0","1","1","0","1","133","0","11770"
"73917","0","40","2","0","0","2","133","0","11294"
"73918","0","82","1","0","0","1","133","0","11785"
"73920","0","0","1","0","0","1","133","0","11660"
"73921","0","0","2","0","15","2","133","0","11290"
"73925","0","0","2","0","15","2","133","0","11572"
"73928","0","0","0","0","0","1","133","0","12051"
"73929","0","0","1","0","0","1","133","0","11661"
"73930","0","0","1","1","0","1","133","0","11667"
"73931","0","0","1","1","0","1","133","0","11668"
"73934","0","65","2","0","0","2","133","0","11584"
"73936","0","0","1","0","0","1","133","0","11416"
"73938","0","36","1","0","0","1","133","0","11775"
"73939","0","0","1","0","0","1","133","0","11659"
"73940","0","0","1","1","0","1","133","0","11672"
"73944","0","0","1","0","0","1","133","0","11694"
"73945","0","0","1","0","0","1","133","0","11695"
"73946","0","0","1","0","0","1","133","0","11677"
"73948","0","0","1","0","1","1","133","0","11726"
"73950","0","0","2","0","0","2","0","0","11609"
"73951","0","0","1","0","0","1","133","0","11693"
"73954","0","0","1","0","0","1","133","0","11554"
"73958","0","0","1","0","0","1","133","0","12505"
"73959","0","0","1","1","7","1","0","0","12494"
"73960","0","0","1","0","0","1","133","0","11688"
"73961","0","0","1","0","0","1","133","0","11689"
"73962","0","82","1","0","0","1","133","0","11784"
"73964","0","0","1","1","0","1","133","0","11771"
"73965","0","0","1","0","0","1","133","0","13159"
"73966","0","0","2","0","0","2","133","0","11268"
"73975","0","0","1","1","0","1","133","0","11704"
"73977","0","0","1","0","0","1","133","0","12525"
"73978","0","0","1","0","0","1","133","0","12526"
"73979","0","0","2","0","0","2","133","0","11197"
"73980","0","40","2","0","0","2","133","0","11293"
"73981","0","0","1","0","0","1","133","0","11687"
"73982","0","0","1","2","0","1","133","0","11721"
"73984","0","40","1","0","0","1","133","0","11780"
"73992","0","0","1","0","0","1","133","0","11675"
"73996","0","0","1","2","0","1","133","0","11717"
"73998","0","36","1","0","0","1","133","0","11774"
"74001","0","1151","1","1","0","1","0","0","12043"
"74004","0","0","1","0","0","1","133","0","11556"
"74008","0","0","2","0","0","2","133","0","11269"
"74009","0","0","1","2","0","1","133","0","11722"
"74010","0","0","1","2","0","1","133","0","11707"
"74019","0","0","3","4","0","2","133","0","13553"
"74024","0","471","1","1","0","1","133","0","13032"
"74025","0","471","1","1","0","1","133","0","13033"
"74041","0","0","2","0","12","2","133","0","12809"
"74051","0","250","1","0","0","1","133","0","13019"
"74058","0","0","1","2","0","1","133","0","11719"
"74060","0","0","1","0","0","1","133","0","11420"
"74069","0","0","2","0","0","2","133","0","11281"
"74073","0","911","3","0","0","2","133","0","15631"
"74079","0","1144","1","1","0","1","133","0","13896"
"74083","0","0","2","0","0","2","133","0","14267"
"74086","0","0","2","0","0","2","133","0","11267"
"74095","0","911","3","0","0","2","133","0","15629"
"74100","0","85","3","0","0","2","133","0","14290"
"74104","0","65","2","0","0","2","133","0","14269"
"74105","0","65","2","0","0","2","133","0","14270"
"74106","0","65","2","0","0","2","133","0","14271"
"74107","0","0","1","0","0","1","133","0","13165"
"74108","0","50","1","1","0","1","133","0","10161"
"74119","0","40","2","0","0","2","0","0","14261"
"74121","0","0","1","0","0","1","0","0","14315"
"74124","0","0","1","1","17","1","133","0","12826"
"74132","0","0","1","1","17","1","133","0","12824"
"74137","0","33","2","0","0","2","133","0","11286"
"74140","0","33","2","0","0","2","133","0","11285"
"74146","0","40","1","0","0","1","133","0","11779"
"74150","0","0","1","1","0","1","133","0","11699"
"74153","0","0","1","0","12","0","0","0","12798"
"74155","0","0","2","0","30","2","133","0","11297"
"74169","0","0","0","1","0","0","0","0","12654"
"74170","0","0","2","0","0","2","133","0","14268"
"74171","0","911","3","0","0","2","133","0","15630"
"74172","0","0","3","4","0","2","133","0","13555"
"74177","0","0","0","0","0","0","133","0","26064"
"74178","0","0","1","0","0","1","133","0","13161"
"74179","0","0","1","0","0","1","133","0","13163"
"74180","0","0","1","0","11","1","0","0","12484"
"74181","0","911","3","0","0","2","133","0","15632"
"74187","0","250","1","0","0","1","133","0","13018"
"74194","0","0","1","0","0","1","0","0","11681"
"74197","0","0","1","1","0","1","133","0","11700"
"74199","0","250","1","0","0","1","133","0","13020"
"74200","0","250","1","0","0","1","133","0","13021"
"74201","0","0","3","4","0","2","133","0","13552"
"74222","0","471","1","1","0","1","133","0","13031"
"74228","0","56","1","1","0","1","133","0","28609"
"74231","0","1173","3","0","0","2","133","0","14284"
"74236","0","82","2","0","0","2","133","0","14272"
"74242","0","0","1","1","0","1","133","0","13543"
"74247","0","1175","3","4","0","2","133","0","14279"
"74248","0","411","0","0","0","1","133","0","13809"
"74249","0","1173","3","0","0","2","133","0","14285"
"74250","0","0","1","1","0","1","0","0","14299"
"74251","0","0","1","1","0","1","0","0","14300"
"74254","0","1175","3","4","0","2","133","0","14280"
"74255","0","0","2","0","0","2","133","0","14278"
"74262","0","1173","3","0","0","2","133","0","14286"
"74263","0","0","1","0","21","1","133","0","13819"
"74265","0","0","0","1","0","0","133","0","14325"
"74271","0","0","1","1","0","1","0","0","13797"
"74273","0","0","1","1","0","1","133","0","15261"
"74275","0","0","0","0","0","0","133","0","13750"
"74276","0","0","1","1","0","1","0","0","14301"
"74277","0","0","1","1","0","1","133","0","15264"
"74279","0","411","0","0","0","1","133","0","14316"
"74280","0","82","1","0","0","1","0","0","14921"
"74283","0","1173","3","0","0","2","133","0","14287"
"74284","0","85","3","0","0","2","133","0","14288"
"74285","0","85","3","0","0","2","133","0","14289"
"74287","0","0","1","0","0","1","133","0","15207"
"74288","0","33","1","1","5","1","133","0","14326"
"74290","0","0","1","1","0","1","133","0","15263"
"74292","0","33","1","1","5","1","133","0","14327"
"74305","0","0","1","1","0","1","133","0","13544"
"74306","0","411","0","0","0","1","133","0","13813"
"74311","0","40","2","0","0","2","0","0","14260"
"74314","0","82","2","0","0","2","133","0","14273"
"74315","0","911","3","0","0","2","133","0","14274"
"74316","0","0","1","1","0","1","0","0","14298"
"74319","0","0","1","0","0","1","0","0","13812"
"74321","0","411","0","0","0","1","133","0","13795"
"74323","0","82","1","0","0","1","0","0","14919"
"74324","0","1173","3","0","0","2","133","0","14281"
"74331","0","0","1","0","0","1","133","0","15107"
"74332","0","411","0","0","0","1","133","0","14310"
"74342","0","56","1","1","19","1","133","0","592"
"74344","0","671","1","0","0","1","133","0","13908"
"74349","0","411","0","0","0","1","133","0","14303"
"74356","0","49","3","0","0","2","133","0","14294"
"74360","0","411","0","0","0","1","133","0","14311"
"74361","0","0","1","0","0","1","0","0","14314"
"74369","0","0","1","1","17","1","133","0","118"
"74372","0","411","0","0","0","1","133","0","14304"
"74386","0","0","3","4","0","2","133","0","13554"
"74388","0","0","1","1","17","1","133","0","12825"
"74398","0","0","1","1","0","1","133","0","13542"
"74401","0","411","0","0","0","1","133","0","14305"
"74402","0","40","2","0","0","2","0","0","14264"
"74403","0","40","2","0","0","2","0","0","14265"
"74404","0","40","2","0","0","2","0","0","14266"
"74405","0","411","0","0","0","1","133","0","14302"
"74408","0","0","3","4","0","2","133","0","13551"
"74417","0","0","3","4","0","2","133","0","13549"
"74418","0","0","3","4","0","2","133","0","13550"
"74420","0","40","2","0","0","2","0","0","14262"
"74421","0","40","2","0","0","2","0","0","14263"
"74430","0","0","1","1","0","1","133","0","14818"
"74431","0","0","1","1","0","1","133","0","14819"
"74434","0","0","0","1","0","0","133","0","14323"
"74442","0","0","1","0","0","1","133","0","18809"
"74454","0","0","0","0","0","0","133","0","13877"
"74458","0","0","1","0","0","1","133","0","15208"
"74463","0","0","1","0","0","1","133","0","28612"
"74466","0","0","0","0","0","0","133","0","14185"
"74467","0","0","1","0","0","1","133","0","15112"
"74473","0","431","1","0","0","1","133","0","15237"
"74486","0","0","1","0","0","1","133","0","14318"
"74487","0","0","1","0","0","1","133","0","14319"
"74490","0","0","1","0","0","1","133","0","15111"
"74498","0","0","1","0","0","0","0","0","25997"
"74504","0","0","0","1","0","0","133","0","14324"
"74506","0","1173","3","0","0","2","133","0","14282"
"74523","0","0","1","1","0","1","133","0","15265"
"74527","0","1173","3","0","0","2","133","0","14283"
"74529","0","0","1","0","0","1","133","0","14322"
"74532","0","56","1","1","0","1","133","0","28610"
"74537","0","0","1","1","0","1","0","0","14743"
"74540","0","0","1","0","0","1","133","0","14320"
"74546","0","0","2","0","0","2","133","0","14251"
"74552","0","36","1","0","0","1","133","0","7810"
"74568","0","411","0","0","0","1","133","0","14317"
"74570","0","0","1","1","0","1","0","0","14751"
"74602","0","0","3","0","0","2","133","0","14296"
"74622","0","82","1","0","0","1","0","0","14916"
"74624","0","0","1","1","0","1","0","0","7812"
"74629","0","0","1","1","0","1","133","0","15266"
"74630","0","0","1","1","0","1","133","0","15267"
"74639","0","0","1","0","0","1","133","0","14321"
"74642","0","36","1","0","0","1","133","0","7809"
"74653","0","0","0","1","0","0","0","0","16177"
"74656","0","49","3","0","0","2","133","0","14295"
"74669","0","73","1","0","0","1","133","0","7814"
"74670","0","40","1","0","0","1","133","0","7815"
"74675","0","39","0","0","0","0","133","0","15473"
"74709","0","431","1","0","0","1","133","0","15431"
"74721","0","0","1","1","0","1","133","0","14752"
"74730","0","0","1","1","9","1","133","0","15487"
"74761","0","82","2","0","0","2","133","0","1966"
"74775","0","0","1","1","0","1","133","0","15262"
"74778","0","0","1","0","0","1","133","0","17311"
"74785","0","82","1","0","0","1","133","0","7813"
"74786","0","0","1","0","0","1","0","0","11682"
"74820","0","19","1","0","0","1","133","0","8102"
