"ID","DifficultyID","CategoryRecoveryTime","RecoveryTime","StartRecoveryTime","AuraSpellID","SpellID"
"54393","0","0","0","1000","0","9896"
"54394","0","0","0","1000","0","10538"
"54395","0","0","0","1000","0","10479"
"54396","0","10000","0","1500","0","120"
"54397","0","0","0","1500","0","8402"
"54398","0","0","0","1500","0","9840"
"54399","0","0","0","1000","0","8166"
"54400","0","0","0","1500","0","10963"
"54401","0","0","0","1500","0","10964"
"54404","0","0","0","1500","0","9908"
"54406","0","0","0","1500","0","10170"
"54408","0","6000","0","1500","0","10413"
"54410","0","0","0","1500","0","10139"
"54415","0","0","0","1000","0","9830"
"54416","0","0","0","1500","0","9884"
"54417","0","0","0","1500","0","10140"
"54418","0","0","0","1500","0","10965"
"54419","0","0","0","1500","0","9035"
"54421","0","0","0","1000","0","10442"
"54422","0","0","0","1000","0","8721"
"54423","0","0","0","1500","0","9472"
"54424","0","0","0","1500","0","9473"
"54425","0","0","0","1500","0","9474"
"54429","0","0","0","1500","0","10622"
"54430","0","0","0","1500","0","9834"
"54433","0","0","0","1500","0","10138"
"54435","0","0","0","1000","0","9829"
"54436","0","0","0","1500","0","10206"
"54437","0","0","0","1500","0","10328"
"54438","0","0","0","1500","0","10961"
"54439","0","0","0","1500","0","10169"
"54440","0","0","0","1500","0","10391"
"54441","0","0","0","1500","0","10392"
"54442","0","0","0","1500","0","10207"
"54443","0","0","0","1500","0","9876"
"54445","0","6000","0","1500","0","10447"
"54446","0","300000","0","1500","0","10278"
"54448","0","30000","0","1500","0","9579"
"54449","0","4000","0","1500","0","10901"
"54450","0","0","60000","1500","0","10059"
"54451","0","0","180000","0","0","10060"
"54452","0","0","0","1500","0","9858"
"54454","0","0","0","1500","0","705"
"54455","0","0","0","1500","0","9754"
"54456","0","0","0","1500","0","10952"
"54457","0","15000","0","1500","0","10312"
"54459","0","15000","0","1500","0","10313"
"54460","0","15000","0","1500","0","10314"
"54463","0","0","0","1500","0","10456"
"54466","0","3600000","0","1500","0","10310"
"54468","0","0","0","1500","0","10157"
"54469","0","0","0","1000","0","9005"
"54470","0","0","0","1500","0","9885"
"54472","0","0","0","1500","0","10395"
"54474","0","0","0","1500","0","10144"
"54475","0","0","0","1500","0","10329"
"54476","0","25000","0","1500","0","10230"
"54479","0","0","0","1500","0","11730"
"54480","0","6000","0","1500","0","10414"
"54482","0","0","0","1500","0","11604"
"54483","0","0","0","1000","0","10613"
"54484","0","15000","0","1000","0","11315"
"54485","0","30000","0","1500","0","11426"
"54486","0","0","0","1500","0","12523"
"54488","0","0","0","1500","0","11366"
"54490","0","0","0","1500","0","10953"
"54491","0","0","0","1000","0","10526"
"54492","0","0","0","1000","0","10614"
"54494","0","0","0","1000","0","11762"
"54495","0","0","0","1000","0","11763"
"54498","0","0","0","1500","0","11605"
"54499","0","0","0","1500","0","11549"
"54502","0","8000","0","1500","0","10946"
"54504","0","4000","0","1500","0","11581"
"54506","0","0","0","1500","0","11596"
"54508","0","30000","0","1500","0","10941"
"54509","0","15000","0","1000","0","11314"
"54511","0","0","0","1500","0","11684"
"54512","0","0","0","1000","0","11198"
"54513","0","0","0","1500","0","10938"
"54515","0","0","0","1500","0","10205"
"54516","0","30000","0","1500","0","10942"
"54517","0","10000","0","1000","0","11303"
"54518","0","300000","0","0","0","11305"
"54519","0","6000","0","1500","0","10472"
"54520","0","5000","0","1500","0","11585"
"54523","0","0","0","1500","0","11597"
"54529","0","0","0","1000","0","11279"
"54530","0","15000","0","0","0","11578"
"54531","0","0","180000","0","0","11129"
"54532","0","0","0","1000","0","11280"
"54534","0","6000","0","1500","0","10605"
"54536","0","0","0","1000","0","10497"
"54537","0","10000","0","1000","0","9892"
"54538","0","6000","0","1500","0","10448"
"54542","0","0","0","1500","0","10927"
"54543","0","0","0","1500","0","10486"
"54546","0","0","0","1500","0","10928"
"54548","0","0","0","1500","0","10894"
"54550","0","5000","0","1500","0","7811"
"54554","0","0","0","1500","0","10291"
"54555","0","0","0","1000","0","10595"
"54556","0","0","0","1500","0","10874"
"54557","0","0","0","1500","0","10875"
"54558","0","0","0","1000","0","10438"
"54559","0","30000","0","1000","0","10428"
"54560","0","0","0","1000","0","10437"
"54563","0","30000","0","1500","0","11739"
"54566","0","0","0","1000","0","10495"
"54567","0","0","0","1500","0","10912"
"54569","0","0","0","1500","0","10909"
"54570","0","0","0","1000","0","10463"
"54571","0","0","0","1500","0","11733"
"54572","0","0","0","1000","0","10627"
"54573","0","0","0","1500","0","10881"
"54574","0","0","0","1500","0","10467"
"54575","0","0","0","1500","0","10955"
"54576","0","0","0","1000","0","11300"
"54577","0","0","0","1500","0","10468"
"54578","0","0","0","1000","0","10407"
"54579","0","30000","0","1500","0","10888"
"54580","0","8000","0","1500","0","10947"
"54582","0","0","60000","1500","0","11417"
"54583","0","30000","0","1500","0","10326"
"54587","0","0","0","1500","0","10623"
"54590","0","0","0","1000","0","10586"
"54591","0","0","0","1500","0","10466"
"54592","0","0","0","1500","0","702"
"54594","0","0","0","1000","0","10408"
"54595","0","0","0","1500","0","10929"
"54596","0","0","0","1500","0","10915"
"54597","0","0","0","1500","0","10916"
"54598","0","0","60000","1500","0","11418"
"54599","0","0","60000","1500","0","11419"
"54601","0","0","0","1500","0","10933"
"54602","0","0","0","1500","0","10917"
"54605","0","0","0","1500","0","10290"
"54606","0","0","0","1500","0","10880"
"54607","0","0","0","1000","0","10537"
"54609","0","0","0","1000","0","10601"
"54611","0","0","180000","0","0","12472"
"54612","0","0","0","1500","0","10876"
"54613","0","0","0","1500","0","10934"
"54614","0","30000","0","1500","0","10890"
"54615","0","0","0","1500","0","10893"
"54616","0","0","0","1000","0","11299"
"54617","0","0","0","1500","0","10960"
"54618","0","0","0","1500","0","11712"
"54620","0","6000","0","1500","0","12294"
"54621","0","0","0","1500","0","11711"
"54624","0","0","0","1500","0","11703"
"54627","0","0","0","1500","0","10937"
"54630","0","0","0","1500","0","11725"
"54631","0","0","0","1500","0","10298"
"54632","0","0","0","1500","0","10299"
"54634","0","0","0","1500","0","11729"
"54635","0","4000","0","1500","0","11580"
"54637","0","0","0","1500","0","11551"
"54639","0","8000","0","1500","0","10945"
"54640","0","0","0","1500","0","12323"
"54641","0","0","0","1500","0","11671"
"54643","0","12000","0","1500","0","11778"
"54644","0","0","0","1500","0","11678"
"54647","0","0","0","1500","0","11550"
"54651","0","0","180000","1500","0","12292"
"54652","0","0","0","1500","0","11683"
"54653","0","0","0","1500","0","11713"
"54654","0","5000","0","1500","0","11600"
"54657","0","0","0","1500","0","12524"
"54659","0","0","0","1500","0","11573"
"54660","0","0","0","1500","0","11574"
"54661","0","0","0","1500","0","11708"
"54663","0","5000","0","1500","0","11601"
"54665","0","30000","0","1500","0","11740"
"54666","0","0","0","1500","0","11734"
"54667","0","0","0","1500","0","11735"
"54668","0","0","0","1500","0","11665"
"54670","0","0","0","1500","0","12522"
"54671","0","0","0","1500","0","11555"
"54672","0","0","0","1000","0","11289"
"54674","0","0","0","1500","0","11770"
"54676","0","0","0","1000","0","11294"
"54677","0","4000","0","1500","0","11785"
"54678","0","0","0","1500","0","11660"
"54679","0","0","0","1000","0","11290"
"54680","0","0","0","1500","0","11572"
"54681","0","0","480000","1500","0","12051"
"54682","0","0","0","1500","0","11661"
"54683","0","0","0","1500","0","11667"
"54684","0","0","0","1500","0","11668"
"54686","0","5000","0","1500","0","11584"
"54687","0","0","60000","1500","0","11416"
"54688","0","5000","0","1500","0","11775"
"54689","0","0","0","1500","0","11659"
"54690","0","0","0","1500","0","11672"
"54691","0","0","0","1500","0","11694"
"54692","0","0","0","1500","0","11695"
"54693","0","0","0","1500","0","11677"
"54694","0","0","0","1500","0","11726"
"54696","0","0","0","1500","0","11693"
"54697","0","0","0","1500","0","11554"
"54698","0","0","0","1500","0","12505"
"54699","0","0","0","1500","0","11688"
"54700","0","0","0","1500","0","11689"
"54701","0","4000","0","1500","0","11784"
"54702","0","0","0","1500","0","11771"
"54703","0","0","0","1500","0","13159"
"54704","0","0","0","1000","0","11268"
"54705","0","0","0","1500","0","11704"
"54707","0","0","0","1500","0","12525"
"54708","0","0","0","1500","0","12526"
"54709","0","0","0","1000","0","11197"
"54710","0","0","0","1000","0","11293"
"54711","0","0","0","1500","0","11687"
"54712","0","0","0","1500","0","11721"
"54714","0","12000","0","1500","0","11780"
"54717","0","0","0","1500","0","11675"
"54718","0","0","0","1500","0","11717"
"54719","0","5000","0","1500","0","11774"
"54721","0","1500","180000","0","0","12043"
"54722","0","0","0","1500","0","11556"
"54724","0","0","0","1000","0","11269"
"54725","0","0","0","1500","0","11722"
"54726","0","0","0","1500","0","11707"
"54728","0","0","0","1500","0","13553"
"54729","0","30000","0","1500","0","13032"
"54730","0","30000","0","1500","0","13033"
"54733","0","0","30000","0","0","12328"
"54734","0","0","45000","0","0","12809"
"54739","0","30000","0","1500","0","13019"
"54741","0","0","0","1500","0","11719"
"54742","0","0","60000","1500","0","11420"
"54744","0","0","0","1000","0","11281"
"54745","0","8000","0","1500","0","15631"
"54746","0","180000","0","1500","0","13896"
"54748","0","0","0","1500","0","14267"
"54749","0","0","0","1000","0","11267"
"54752","0","8000","0","1500","0","15629"
"54754","0","10000","0","1500","0","14290"
"54757","0","5000","0","1500","0","14269"
"54758","0","5000","0","1500","0","14270"
"54759","0","5000","0","1500","0","14271"
"54760","0","0","0","1500","0","13165"
"54761","0","10000","0","1500","0","10161"
"54764","0","6000","0","0","0","14261"
"54767","0","0","0","1500","0","12826"
"54768","0","0","0","1500","0","12824"
"54770","0","10000","0","1000","0","11286"
"54772","0","10000","0","1000","0","11285"
"54773","0","12000","0","1500","0","11779"
"54774","0","0","0","1500","0","11699"
"54777","0","0","0","1000","0","11297"
"54781","0","0","0","1500","0","14268"
"54782","0","8000","0","1500","0","15630"
"54783","0","0","0","1500","0","13555"
"54784","0","0","180000","1500","0","26064"
"54785","0","0","0","1500","0","13161"
"54786","0","0","0","1500","0","13163"
"54787","0","8000","0","1500","0","15632"
"54790","0","30000","0","1500","0","13018"
"54792","0","0","0","1500","0","11700"
"54793","0","30000","0","1500","0","13020"
"54794","0","30000","0","1500","0","13021"
"54795","0","0","0","1500","0","13552"
"54802","0","30000","0","1500","0","13031"
"54806","0","30000","0","1500","0","28609"
"54807","0","6000","0","1500","0","14284"
"54810","0","5000","0","1500","0","14272"
"54812","0","0","0","1500","0","13543"
"54814","0","15000","0","1500","0","14279"
"54815","0","30000","0","1500","0","13809"
"54816","0","6000","0","1500","0","14285"
"54817","0","15000","0","1500","0","14280"
"54818","0","0","20000","1000","0","14278"
"54820","0","6000","0","1500","0","14286"
"54821","0","0","0","1500","0","13819"
"54823","0","0","0","1500","0","14325"
"54827","0","0","0","1500","0","15261"
"54829","0","0","300000","1000","0","13750"
"54830","0","0","0","1500","0","15264"
"54831","0","30000","0","1500","0","14316"
"54832","0","5000","0","0","0","14921"
"54834","0","6000","0","1500","0","14287"
"54835","0","10000","0","1500","0","14288"
"54836","0","10000","0","1500","0","14289"
"54837","0","0","0","1500","0","15207"
"54838","0","30000","0","1500","0","14326"
"54839","0","0","0","1500","0","15263"
"54840","0","30000","0","1500","0","14327"
"54848","0","0","0","1500","0","13544"
"54849","0","30000","0","1500","0","13813"
"54851","0","6000","0","0","0","14260"
"54852","0","5000","0","1500","0","14273"
"54853","0","8000","0","1500","0","14274"
"54855","0","30000","0","1500","0","13795"
"54856","0","5000","0","0","0","14919"
"54857","0","6000","0","1500","0","14281"
"54859","0","0","0","1000","0","15107"
"54860","0","30000","0","1500","0","14310"
"54861","0","0","480000","0","0","12975"
"54864","0","4000","0","1500","0","592"
"54865","0","600000","0","1500","0","13908"
"54869","0","30000","0","1500","0","14303"
"54871","0","60000","0","1500","0","14294"
"54872","0","30000","0","1500","0","14311"
"54875","0","0","0","1500","0","118"
"54876","0","30000","0","1500","0","14304"
"54881","0","0","0","1500","0","13554"
"54882","0","0","0","1500","0","12825"
"54885","0","0","0","1500","0","13542"
"54886","0","30000","0","1500","0","14305"
"54887","0","6000","0","0","0","14264"
"54888","0","6000","0","0","0","14265"
"54889","0","6000","0","0","0","14266"
"54890","0","30000","0","1500","0","14302"
"54892","0","0","0","1500","0","13551"
"54893","0","0","0","1500","0","13549"
"54894","0","0","0","1500","0","13550"
"54895","0","6000","0","0","0","14262"
"54896","0","6000","0","0","0","14263"
"54899","0","0","0","1500","0","14818"
"54900","0","0","0","1500","0","14819"
"54901","0","0","0","1500","0","14323"
"54904","0","0","0","1500","0","18809"
"54909","0","0","120000","0","0","14183"
"54910","0","0","120000","1000","0","13877"
"54911","0","0","0","1500","0","15208"
"54913","0","0","0","1500","0","28612"
"54915","0","0","600000","1000","0","14185"
"54916","0","0","0","1000","0","15112"
"54919","0","0","0","1500","0","15237"
"54921","0","0","0","1500","0","14318"
"54922","0","0","0","1500","0","14319"
"54924","0","0","0","1000","0","15111"
"54928","0","0","0","1500","0","14324"
"54929","0","6000","0","1500","0","14282"
"54934","0","0","180000","0","0","14177"
"54935","0","0","0","1500","0","15265"
"54937","0","6000","0","1500","0","14283"
"54939","0","0","0","1500","0","14322"
"54941","0","30000","0","1500","0","28610"
"54943","0","0","0","1500","0","14320"
"54945","0","0","6000","1000","0","14251"
"54947","0","5000","0","1500","0","7810"
"54950","0","30000","0","1500","0","14317"
"54951","0","0","180000","0","0","14751"
"54962","0","0","0","1500","0","14296"
"54967","0","5000","0","0","0","14916"
"54970","0","0","0","1500","0","15266"
"54971","0","0","0","1500","0","15267"
"54973","0","0","0","1500","0","14321"
"54975","0","5000","0","1500","0","7809"
"54981","0","60000","0","1500","0","14295"
"54987","0","12000","0","1500","0","7814"
"54988","0","12000","0","1500","0","7815"
"54991","0","1500","0","1500","0","15473"
"54998","0","0","0","1500","0","15431"
"55000","0","0","0","1500","0","14752"
"55003","0","0","45000","1500","0","15487"
"55010","0","10000","0","1000","0","1966"
"55015","0","0","0","1500","0","15262"
"55017","0","0","0","1500","0","17311"
"55021","0","4000","0","1500","0","7813"
"55030","0","8000","0","1500","0","8102"
"55031","0","0","0","1500","0","8445"
"55032","0","0","0","1500","0","16315"
"55036","0","60000","0","1500","0","16689"
"55037","0","0","0","1000","0","17348"
"55041","0","0","0","1000","0","16511"
"55042","0","0","0","1500","0","17850"
"55043","0","0","0","1500","0","16314"
"55044","0","5000","0","1500","0","16697"
"55050","0","0","0","1500","0","17728"
"55052","0","0","0","1500","0","16316"
"55054","0","0","180000","0","0","16188"
"55056","0","300000","0","1000","0","16190"
"55060","0","0","0","1500","0","16341"
"55068","0","0","0","1500","0","16356"
"55070","0","0","0","1500","0","16362"
"55073","0","0","0","1500","0","15407"
"55074","0","0","0","1500","0","16342"
"55081","0","0","0","1500","0","15430"
"55083","0","10000","0","1500","0","17261"
"55084","0","0","0","1500","0","20218"
"55086","0","60000","0","1500","0","16813"
"55087","0","0","0","1500","0","16832"
"55088","0","10000","0","1500","0","17258"
"55089","0","120000","0","1500","0","17751"
"55093","0","60000","0","1500","0","16812"
"55095","0","120000","0","1500","0","17750"
"55096","0","0","0","1000","0","17347"
"55098","0","0","0","1500","0","16827"
"55107","0","0","0","1500","0","17767"
"55108","0","15000","0","1500","0","18869"
"55111","0","15000","0","1500","0","18870"
"55117","0","0","15000","0","0","16979"
"55127","0","0","10000","1500","0","15286"
"55128","0","6000","0","1000","0","17390"
"55129","0","0","180000","0","0","16166"
"55132","0","0","0","1500","0","16829"
"55133","0","0","0","1500","0","17853"
"55139","0","6000","0","1000","0","17392"
"55141","0","0","0","1000","0","16387"
"55148","0","0","0","1500","0","16339"
"55158","0","0","0","1500","0","16830"
"55159","0","0","0","1500","0","16831"
"55160","0","0","0","1500","0","17854"
"55163","0","10000","0","1500","0","17260"
"55167","0","0","0","1500","0","17314"
"55168","0","60000","0","1500","0","16914"
"55169","0","0","0","1500","0","16355"
"55171","0","0","0","1500","0","17951"
"55177","0","0","0","1500","0","17852"
"55179","0","60000","0","1500","0","17402"
"55180","0","60000","0","1500","0","17401"
"55181","0","0","0","1500","0","17851"
"55183","0","0","0","1500","0","17921"
"55184","0","0","0","1500","0","17922"
"55185","0","0","0","1500","0","17923"
"55186","0","0","0","1500","0","18220"
"55189","0","10000","0","1500","0","17256"
"55190","0","10000","0","1500","0","17257"
"55191","0","10000","0","1500","0","17259"
"55194","0","0","0","1500","0","18137"
"55196","0","180000","0","1500","0","19276"
"55199","0","10000","0","1500","0","17253"
"55202","0","15000","0","1500","0","18867"
"55203","0","15000","0","1500","0","18868"
"55209","0","0","0","1500","0","17953"
"55212","0","15000","0","1500","0","17877"
"55213","0","6000","0","1000","0","17391"
"55222","0","0","0","1500","0","18223"
"55227","0","0","0","1500","0","16864"
"55229","0","120000","0","1500","0","17752"
"55230","0","0","0","1500","0","17727"
"55231","0","0","0","1500","0","17313"
"55233","0","0","180000","0","0","17116"
"55234","0","10000","0","1500","0","17255"
"55236","0","0","60000","1500","0","26187"
"55237","0","0","0","1500","0","16828"
"55239","0","0","0","1500","0","17312"
"55240","0","60000","0","1500","0","17329"
"55241","0","0","10000","1500","0","17364"
"55249","0","120000","0","1500","0","17925"
"55250","0","6000","0","1000","0","16857"
"55253","0","0","0","1500","0","17919"
"55254","0","0","0","1500","0","17920"
"55256","0","60000","0","1500","0","16811"
"55258","0","60000","0","1500","0","16810"
"55261","0","600000","0","1500","0","19236"
"55262","0","600000","0","1500","0","19238"
"55264","0","600000","0","1500","0","19240"
"55265","0","0","900000","0","0","18708"
"55266","0","30000","0","1500","0","19304"
"55267","0","30000","0","1500","0","19305"
"55272","0","180000","0","1500","0","19275"
"55276","0","0","0","1500","0","21082"
"55284","0","10000","0","1500","0","17962"
"55286","0","0","20000","1500","0","19801"
"55287","0","120000","0","1500","0","19386"
"55289","0","180000","0","1500","0","19273"
"55290","0","600000","0","1500","0","19241"
"55291","0","0","0","1500","0","18265"
"55294","0","0","180000","0","0","18288"
"55298","0","0","30000","1500","0","18499"
"55300","0","600000","0","1500","0","19242"
"55301","0","0","0","1500","0","18879"
"55302","0","0","10000","0","0","20271"
"55303","0","0","0","1500","0","19265"
"55304","0","0","3600000","1500","0","18540"
"55306","0","0","0","1500","0","19266"
"55307","0","1200000","0","1500","0","20742"
"55310","0","600000","0","1500","0","19243"
"55313","0","0","0","1500","0","17952"
"55314","0","6000","0","1500","0","23923"
"55317","0","0","0","1500","0","19262"
"55318","0","0","300000","0","0","19263"
"55319","0","180000","0","1500","0","19277"
"55320","0","180000","0","1500","0","19278"
"55321","0","0","0","1500","0","18657"
"55322","0","0","0","1500","0","18658"
"55323","0","40000","0","1500","0","17928"
"55331","0","0","0","1500","0","20662"
"55333","0","0","0","1500","0","18880"
"55334","0","0","0","1500","0","19941"
"55335","0","0","0","1500","0","19942"
"55336","0","0","0","1500","0","19943"
"55338","0","24000","0","1500","0","19244"
"55340","0","0","0","1500","0","19900"
"55342","0","180000","0","1500","0","19279"
"55343","0","0","0","1500","0","19837"
"55344","0","180000","0","1500","0","19280"
"55346","0","0","0","1500","0","19882"
"55347","0","0","0","1500","0","19884"
"55348","0","15000","0","1500","0","18871"
"55352","0","0","0","1500","0","19977"
"55354","0","25000","0","1500","0","26177"
"55357","0","0","0","1500","0","19895"
"55358","0","60000","0","1500","0","17924"
"55359","0","120000","0","1500","0","17926"
"55360","0","0","0","1500","0","19285"
"55361","0","0","0","1500","0","19838"
"55364","0","0","0","1500","0","19740"
"55370","0","0","0","1500","0","19660"
"55373","0","180000","0","1500","0","19271"
"55375","0","0","0","1500","0","19750"
"55376","0","5000","0","1500","0","19306"
"55377","0","6000","0","1500","0","19434"
"55381","0","0","0","1500","0","18647"
"55385","0","0","0","1500","0","19854"
"55386","0","0","0","1500","0","19979"
"55389","0","30000","0","1500","0","19299"
"55390","0","120000","0","1500","0","17735"
"55391","0","25000","0","1500","0","26178"
"55392","0","10000","0","1500","0","18931"
"55393","0","0","0","1500","0","18881"
"55396","0","0","120000","0","0","20216"
"55397","0","0","0","1500","0","20217"
"55398","0","10000","0","1500","0","18932"
"55399","0","10000","0","1500","0","18930"
"55400","0","180000","0","1500","0","19274"
"55401","0","0","0","1500","0","19308"
"55402","0","30000","0","1500","0","19303"
"55403","0","0","0","1500","0","18937"
"55404","0","0","0","1500","0","19264"
"55405","0","0","0","1500","0","19028"
"55406","0","0","0","1500","0","18960"
"55407","0","0","30000","1500","0","19503"
"55408","0","0","3600000","1500","0","19752"
"55409","0","0","0","1500","0","19261"
"55410","0","0","0","1500","0","19282"
"55411","0","0","0","1500","0","18807"
"55412","0","0","15000","1500","0","18562"
"55413","0","30000","0","1500","0","19302"
"55415","0","0","0","1500","0","20375"
"55416","0","0","0","1500","0","20291"
"55417","0","0","0","1500","0","20752"
"55419","0","0","60000","1500","0","19577"
"55421","0","0","0","1500","0","19939"
"55422","0","0","0","1500","0","19940"
"55423","0","0","0","1500","0","20292"
"55424","0","0","0","1500","0","20166"
"55425","0","0","0","1500","0","19898"
"55426","0","0","0","1500","0","20770"
"55427","0","0","0","1500","0","20772"
"55428","0","8000","0","1500","0","19505"
"55431","0","8000","0","1500","0","19734"
"55432","0","0","0","1500","0","19883"
"55433","0","0","0","1500","0","19885"
"55435","0","3600000","0","0","0","20608"
"55436","0","0","0","1500","0","19281"
"55437","0","0","0","1500","0","19655"
"55438","0","0","60000","1500","0","20066"
"55439","0","0","0","1500","0","19656"
"55443","0","0","0","1500","0","19852"
"55444","0","0","0","1500","0","20154"
"55445","0","0","0","1500","0","20609"
"55446","0","0","0","1500","0","19897"
"55447","0","0","0","1500","0","20305"
"55448","0","0","120000","0","0","19574"
"55450","0","0","0","1500","0","19853"
"55453","0","0","0","1500","0","20043"
"55454","0","0","0","1500","0","19746"
"55455","0","0","0","1500","0","19876"
"55458","0","0","0","1500","0","19478"
"55459","0","0","0","1500","0","19896"
"55460","0","0","0","1500","0","19899"
"55463","0","0","0","1500","0","19978"
"55464","0","8000","0","1500","0","19736"
"55466","0","0","0","1500","0","20165"
"55468","0","24000","0","1500","0","19647"
"55469","0","0","0","1500","0","19506"
"55472","0","0","0","1500","0","19836"
"55473","0","8000","0","1500","0","19731"
"55474","0","0","0","1500","0","19312"
"55475","0","0","0","1500","0","19309"
"55481","0","0","0","1500","0","19283"
"55482","0","0","0","1500","0","19284"
"55486","0","0","0","1500","0","19891"
"55490","0","0","0","1500","0","19311"
"55491","0","0","0","1500","0","19310"
"55494","0","30000","0","1500","0","19296"
"55495","0","0","0","1500","0","19850"
"55496","0","0","0","1500","0","20164"
"55498","0","0","0","1500","0","18938"
"55502","0","0","0","1500","0","19834"
"55503","0","0","0","1500","0","19835"
"55506","0","0","0","1500","0","19742"
"55507","0","10000","0","1500","0","20928"
"55508","0","0","0","1500","0","21562"
"55510","0","0","0","1500","0","20906"
"55511","0","0","0","1500","0","21084"
"55515","0","6000","0","1500","0","21553"
"55516","0","0","0","1500","0","20776"
"55518","0","0","0","1500","0","20777"
"55519","0","6000","0","1500","0","20900"
"55520","0","6000","0","1500","0","20902"
"55521","0","6000","0","1500","0","20904"
"55522","0","0","0","1500","0","19878"
"55524","0","0","0","1500","0","20920"
"55525","0","8000","0","1500","0","20923"
"55528","0","0","0","1500","0","19879"
"55529","0","0","0","1500","0","20356"
"55530","0","0","0","1500","0","20913"
"55531","0","3600000","0","0","0","21169"
"55533","0","0","0","1500","0","20348"
"55537","0","0","0","1500","0","20914"
"55539","0","0","0","1500","0","20918"
"55541","0","30000","0","0","0","20252"
"55546","0","0","0","1500","0","20915"
"55547","0","0","0","1500","0","20307"
"55548","0","0","0","1500","0","20610"
"55549","0","0","0","1500","0","20290"
"55550","0","0","0","1500","0","20349"
"55552","0","0","0","1500","0","20162"
"55554","0","0","0","1500","0","19888"
"55555","0","0","0","1500","0","20347"
"55559","0","0","0","1500","0","19880"
"55560","0","0","0","1500","0","20243"
"55563","0","0","0","1500","0","20306"
"55565","0","0","0","1500","0","20190"
"55568","0","0","0","1500","0","20308"
"55569","0","0","0","1500","0","20773"
"55570","0","8000","0","1500","0","20116"
"55572","0","0","0","1500","0","21564"
"55575","0","30000","0","0","0","20616"
"55576","0","30000","0","0","0","20617"
"55578","0","1200000","0","1500","0","20484"
"55580","0","0","0","1500","0","21850"
"55582","0","8000","0","1500","0","20736"
"55583","0","0","0","1500","0","20289"
"55584","0","8000","0","1500","0","20922"
"55594","0","0","0","1500","0","20287"
"55595","0","0","0","1500","0","20905"
"55596","0","30000","0","1500","0","20729"
"55597","0","180000","0","1500","0","22895"
"55601","0","1200000","0","1500","0","20739"
"55602","0","0","0","1500","0","20660"
"55604","0","0","0","1500","0","20756"
"55606","0","0","0","1500","0","20919"
"55608","0","15000","0","1500","0","20473"
"55610","0","0","0","1500","0","20357"
"55611","0","0","0","1500","0","20288"
"55615","0","0","0","1500","0","20293"
"55616","0","8000","0","1500","0","20924"
"55618","0","5000","0","1500","0","20910"
"55619","0","0","0","1500","0","20911"
"55622","0","0","0","1500","0","20658"
"55623","0","0","0","1500","0","20661"
"55627","0","6000","0","1500","0","21551"
"55630","0","6000","0","1500","0","21552"
"55631","0","15000","0","1500","0","20930"
"55632","0","10000","0","1500","0","20925"
"55639","0","1800000","0","1500","0","20230"
"55640","0","0","0","1500","0","20755"
"55642","0","0","0","1500","0","20757"
"55643","0","1200000","0","1500","0","20747"
"55646","0","120000","0","1500","0","20559"
"55660","0","120000","0","1500","0","20560"
"55664","0","30000","0","1500","0","23148"
"55666","0","1200000","0","1500","0","20748"
"55674","0","0","0","1500","0","20912"
"55675","0","0","0","1000","0","22827"
"55679","0","0","0","1500","0","22782"
"55682","0","10000","0","1500","0","20927"
"55683","0","15000","0","1500","0","20929"
"55684","0","30000","0","1500","0","23147"
"55686","0","180000","0","1500","0","22896"
"55687","0","0","0","1500","0","21849"
"55688","0","5000","0","1500","0","20909"
"55692","0","6000","0","1500","0","20901"
"55695","0","6000","0","1500","0","20903"
"55698","0","10000","0","1500","0","24603"
"55700","0","10000","0","1000","0","22570"
"55702","0","0","0","1500","0","22783"
"55703","0","0","0","1000","0","22828"
"55709","0","120000","0","1500","0","24133"
"55711","0","0","0","1000","0","22829"
"55715","0","0","300000","1000","0","23989"
"55721","0","30000","0","1500","0","23145"
"55724","0","6000","0","500","0","24239"
"55725","0","0","0","1500","0","23161"
"55736","0","120000","0","1500","0","24132"
"55738","0","30000","0","1500","0","23099"
"55740","0","0","0","1500","0","23214"
"55742","0","0","0","1500","0","23028"
"55743","0","180000","0","1500","0","22842"
"55745","0","0","0","1000","0","22568"
"55752","0","0","60000","1500","0","22812"
"55763","0","6000","0","1500","0","23881"
"55771","0","10000","0","0","0","24450"
"55772","0","0","0","1000","0","25300"
"55773","0","10000","0","1000","0","25302"
"55779","0","10000","0","0","0","24453"
"55783","0","0","0","1500","0","24858"
"55784","0","0","0","1500","0","24423"
"55791","0","6000","0","1500","0","23893"
"55792","0","6000","0","1500","0","23894"
"55803","0","6000","0","1500","0","23892"
"55819","0","30000","0","1500","0","23109"
"55821","0","30000","0","1500","0","23110"
"55824","0","0","0","1500","0","25345"
"55825","0","0","0","1000","0","25359"
"55826","0","5000","0","1500","0","25288"
"55828","0","0","0","1500","0","24974"
"55829","0","10000","0","1500","0","24605"
"55830","0","0","0","1500","0","25306"
"55831","0","0","0","1500","0","25307"
"55832","0","0","0","1500","0","25309"
"55833","0","0","0","1500","0","25314"
"55834","0","0","0","1500","0","25357"
"55835","0","0","0","1000","0","25361"
"55836","0","0","0","1500","0","25297"
"55837","0","6000","0","1500","0","23922"
"55839","0","6000","0","1500","0","23924"
"55840","0","6000","0","1500","0","23925"
"55844","0","0","0","1500","0","27681"
"55851","0","6000","0","500","0","24275"
"55852","0","4000","0","1500","0","24587"
