"InferredClass","SkillLineID","SkillLine","SpellID","SpellName","AcquireMethod","MinSkillLineRank","ClassMask","RaceMask","SupercedesSpell","Flags"
"Hunter","51","Survival","36916","Mongoose Bite","0","1","4","0","0","0"
"Hunter","163","Marksmanship","75","Auto Shot","2","1","4","0","0","0"
"Hunter","163","Marksmanship","1130","Hunter's Mark","0","1","4","0","0","0"
"Hunter","163","Marksmanship","1510","Volley","0","1","4","0","0","0"
"Hunter","163","Marksmanship","1543","Flare","0","1","4","0","0","0"
"Hunter","163","Marksmanship","1978","Serpent Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","2643","Multi-Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","3034","Viper Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","3043","Scorpid Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","3044","Arcane Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","3045","Rapid Fire","0","1","4","0","0","0"
"Hunter","163","Marksmanship","3674","Black Arrow","0","1","4","0","0","0"
"Hunter","163","Marksmanship","5116","Concussive Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","13549","Serpent Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","13550","Serpent Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","13551","Serpent Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","13552","Serpent Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","13553","Serpent Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","13554","Serpent Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","13555","Serpent Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14274","Distracting Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14279","Viper Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14280","Viper Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14281","Arcane Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14282","Arcane Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14283","Arcane Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14284","Arcane Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14285","Arcane Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14286","Arcane Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14287","Arcane Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14288","Multi-Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14289","Multi-Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14290","Multi-Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14294","Volley","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14295","Volley","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14296","Black Arrow","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14323","Hunter's Mark","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14324","Hunter's Mark","0","1","4","0","0","0"
"Hunter","163","Marksmanship","14325","Hunter's Mark","0","1","4","0","0","0"
"Hunter","163","Marksmanship","15629","Distracting Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","15630","Distracting Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","15631","Distracting Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","15632","Distracting Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","19407","Improved Concussive Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19412","Improved Concussive Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19413","Improved Concussive Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19414","Improved Concussive Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19415","Improved Concussive Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19416","Efficiency","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19417","Efficiency","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19418","Efficiency","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19419","Efficiency","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19420","Efficiency","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19421","Improved Hunter's Mark","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19422","Improved Hunter's Mark","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19423","Improved Hunter's Mark","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19424","Improved Hunter's Mark","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19425","Improved Hunter's Mark","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19426","Lethal Shots","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19427","Lethal Shots","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19429","Lethal Shots","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19430","Lethal Shots","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19431","Lethal Shots","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19434","Aimed Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19454","Improved Arcane Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19455","Improved Arcane Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19456","Improved Arcane Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19457","Improved Arcane Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19458","Improved Arcane Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19461","Barrage","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19462","Barrage","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19464","Improved Stings","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19465","Improved Stings","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19466","Improved Stings","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19467","Improved Stings","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19468","Improved Stings","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19485","Mortal Shots","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19487","Mortal Shots","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19488","Mortal Shots","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19489","Mortal Shots","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19490","Mortal Shots","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19503","Scatter Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19506","Trueshot Aura","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19507","Ranged Weapon Specialization","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19508","Ranged Weapon Specialization","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19509","Ranged Weapon Specialization","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19510","Ranged Weapon Specialization","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19511","Ranged Weapon Specialization","0","1","0","0","0","0"
"Hunter","163","Marksmanship","19801","Tranquilizing Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","20736","Distracting Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","20900","Aimed Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","20901","Aimed Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","20902","Aimed Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","20903","Aimed Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","20904","Aimed Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","20905","Trueshot Aura","0","1","0","0","19506","0"
"Hunter","163","Marksmanship","20906","Trueshot Aura","0","1","0","0","20905","0"
"Hunter","163","Marksmanship","24691","Barrage","0","1","0","0","0","0"
"Hunter","163","Marksmanship","25294","Multi-Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","25295","Serpent Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","27016","Serpent Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","27018","Viper Sting","0","1","4","0","0","0"
"Hunter","163","Marksmanship","27019","Arcane Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","27020","Distracting Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","27021","Multi-Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","27022","Volley","0","1","4","0","0","0"
"Hunter","163","Marksmanship","27065","Aimed Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","27066","Trueshot Aura","0","1","0","0","20906","0"
"Hunter","163","Marksmanship","34120","Steady Shot","0","1","0","0","0","0"
"Hunter","163","Marksmanship","34475","Combat Experience","0","1","4","0","0","0"
"Hunter","163","Marksmanship","34476","Combat Experience","0","1","4","0","0","0"
"Hunter","163","Marksmanship","34482","Careful Aim","0","1","4","0","0","0"
"Hunter","163","Marksmanship","34483","Careful Aim","0","1","4","0","0","0"
"Hunter","163","Marksmanship","34484","Careful Aim","0","1","4","0","0","0"
"Hunter","163","Marksmanship","34485","Master Marksman","0","1","4","0","0","0"
"Hunter","163","Marksmanship","34486","Master Marksman","0","1","4","0","0","0"
"Hunter","163","Marksmanship","34487","Master Marksman","0","1","4","0","0","0"
"Hunter","163","Marksmanship","34488","Master Marksman","0","1","4","0","0","0"
"Hunter","163","Marksmanship","34489","Master Marksman","0","1","4","0","0","0"
"Hunter","163","Marksmanship","34490","Silencing Shot","0","1","4","0","0","0"
"Hunter","163","Marksmanship","34948","Rapid Killing","0","1","4","0","0","0"
"Hunter","163","Marksmanship","34949","Rapid Killing","0","1","4","0","0","0"
"Hunter","163","Marksmanship","34950","Go for the Throat","0","1","4","0","0","0"
"Hunter","163","Marksmanship","34954","Go for the Throat","0","1","4","0","0","0"
"Hunter","163","Marksmanship","35098","Rapid Killing","0","1","4","0","0","0"
"Hunter","163","Marksmanship","35099","Rapid Killing","0","1","4","0","0","0"
"Hunter","163","Marksmanship","35100","Concussive Barrage","0","1","4","0","0","0"
"Hunter","163","Marksmanship","35101","Concussive Barrage","0","1","4","0","0","0"
"Hunter","163","Marksmanship","35102","Concussive Barrage","0","1","4","0","0","0"
"Hunter","163","Marksmanship","35103","Concussive Barrage","0","1","4","0","0","0"
"Hunter","163","Marksmanship","35104","Improved Barrage","0","1","4","0","0","0"
"Hunter","163","Marksmanship","35110","Improved Barrage","0","1","4","0","0","0"
"Hunter","163","Marksmanship","35111","Improved Barrage","0","1","4","0","0","0"
"Hunter","163","Marksmanship","42234","Volley","0","1","4","0","0","0"
"Hunter","163","Marksmanship","42243","Volley","0","1","4","0","0","0"
"Hunter","163","Marksmanship","42244","Volley","0","1","4","0","0","0"
"Hunter","163","Marksmanship","42245","Volley","0","1","4","0","0","0"
"Hunter","203","Pet - Spider","17219","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Hunter","203","Pet - Spider","17253","Bite","0","1","0","0","0","0"
"Hunter","203","Pet - Spider","17255","Bite","0","1","0","0","17253","0"
"Hunter","203","Pet - Spider","17256","Bite","0","1","0","0","17255","0"
"Hunter","203","Pet - Spider","17257","Bite","0","1","0","0","17256","0"
"Hunter","203","Pet - Spider","17258","Bite","0","1","0","0","17257","0"
"Hunter","203","Pet - Spider","17259","Bite","0","1","0","0","17258","0"
"Hunter","203","Pet - Spider","17260","Bite","0","1","0","0","17259","0"
"Hunter","203","Pet - Spider","17261","Bite","0","1","0","0","17260","0"
"Hunter","203","Pet - Spider","27050","Bite","0","1","0","0","17261","0"
"Hunter","208","Pet - Wolf","17223","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Hunter","208","Pet - Wolf","17253","Bite","0","1","0","0","0","0"
"Hunter","208","Pet - Wolf","17255","Bite","0","1","0","0","17253","0"
"Hunter","208","Pet - Wolf","17256","Bite","0","1","0","0","17255","0"
"Hunter","208","Pet - Wolf","17257","Bite","0","1","0","0","17256","0"
"Hunter","208","Pet - Wolf","17258","Bite","0","1","0","0","17257","0"
"Hunter","208","Pet - Wolf","17259","Bite","0","1","0","0","17258","0"
"Hunter","208","Pet - Wolf","17260","Bite","0","1","0","0","17259","0"
"Hunter","208","Pet - Wolf","17261","Bite","0","1","0","0","17260","0"
"Hunter","208","Pet - Wolf","23099","Dash","0","1","0","0","0","0"
"Hunter","208","Pet - Wolf","23109","Dash","0","1","0","0","23099","0"
"Hunter","208","Pet - Wolf","23110","Dash","0","1","0","0","23109","0"
"Hunter","208","Pet - Wolf","24597","Furious Howl","0","1","0","0","24603","0"
"Hunter","208","Pet - Wolf","24603","Furious Howl","0","1","0","0","24605","0"
"Hunter","208","Pet - Wolf","24604","Furious Howl","0","1","0","0","0","0"
"Hunter","208","Pet - Wolf","24605","Furious Howl","0","1","0","0","24604","0"
"Hunter","208","Pet - Wolf","27050","Bite","0","1","0","0","17261","0"
"Hunter","209","Pet - Cat","3009","Claw","0","1","0","0","3010","0"
"Hunter","209","Pet - Cat","3010","Claw","0","1","0","0","16832","0"
"Hunter","209","Pet - Cat","16827","Claw","0","1","0","0","0","0"
"Hunter","209","Pet - Cat","16828","Claw","0","1","0","0","16827","0"
"Hunter","209","Pet - Cat","16829","Claw","0","1","0","0","16828","0"
"Hunter","209","Pet - Cat","16830","Claw","0","1","0","0","16829","0"
"Hunter","209","Pet - Cat","16831","Claw","0","1","0","0","16830","0"
"Hunter","209","Pet - Cat","16832","Claw","0","1","0","0","16831","0"
"Hunter","209","Pet - Cat","17210","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Hunter","209","Pet - Cat","17253","Bite","0","1","0","0","0","0"
"Hunter","209","Pet - Cat","17255","Bite","0","1","0","0","17253","0"
"Hunter","209","Pet - Cat","17256","Bite","0","1","0","0","17255","0"
"Hunter","209","Pet - Cat","17257","Bite","0","1","0","0","17256","0"
"Hunter","209","Pet - Cat","17258","Bite","0","1","0","0","17257","0"
"Hunter","209","Pet - Cat","17259","Bite","0","1","0","0","17258","0"
"Hunter","209","Pet - Cat","17260","Bite","0","1","0","0","17259","0"
"Hunter","209","Pet - Cat","17261","Bite","0","1","0","0","17260","0"
"Hunter","209","Pet - Cat","23099","Dash","0","1","0","0","0","0"
"Hunter","209","Pet - Cat","23109","Dash","0","1","0","0","23099","0"
"Hunter","209","Pet - Cat","23110","Dash","0","1","0","0","23109","0"
"Hunter","209","Pet - Cat","24450","Prowl","0","1","0","0","0","0"
"Hunter","209","Pet - Cat","24452","Prowl","0","1","0","0","24450","0"
"Hunter","209","Pet - Cat","24453","Prowl","0","1","0","0","24452","0"
"Hunter","209","Pet - Cat","27049","Claw","0","1","0","0","3009","0"
"Hunter","209","Pet - Cat","27050","Bite","0","1","0","0","17261","0"
"Hunter","210","Pet - Bear","3009","Claw","0","1","0","0","3010","0"
"Hunter","210","Pet - Bear","3010","Claw","0","1","0","0","16832","0"
"Hunter","210","Pet - Bear","16827","Claw","0","1","0","0","0","0"
"Hunter","210","Pet - Bear","16828","Claw","0","1","0","0","16827","0"
"Hunter","210","Pet - Bear","16829","Claw","0","1","0","0","16828","0"
"Hunter","210","Pet - Bear","16830","Claw","0","1","0","0","16829","0"
"Hunter","210","Pet - Bear","16831","Claw","0","1","0","0","16830","0"
"Hunter","210","Pet - Bear","16832","Claw","0","1","0","0","16831","0"
"Hunter","210","Pet - Bear","17208","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Hunter","210","Pet - Bear","17253","Bite","0","1","0","0","0","0"
"Hunter","210","Pet - Bear","17255","Bite","0","1","0","0","17253","0"
"Hunter","210","Pet - Bear","17256","Bite","0","1","0","0","17255","0"
"Hunter","210","Pet - Bear","17257","Bite","0","1","0","0","17256","0"
"Hunter","210","Pet - Bear","17258","Bite","0","1","0","0","17257","0"
"Hunter","210","Pet - Bear","17259","Bite","0","1","0","0","17258","0"
"Hunter","210","Pet - Bear","17260","Bite","0","1","0","0","17259","0"
"Hunter","210","Pet - Bear","17261","Bite","0","1","0","0","17260","0"
"Hunter","210","Pet - Bear","27049","Claw","0","1","0","0","3009","0"
"Hunter","210","Pet - Bear","27050","Bite","0","1","0","0","17261","0"
"Hunter","211","Pet - Boar","7000","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Hunter","211","Pet - Boar","7371","Charge","0","1","0","0","0","0"
"Hunter","211","Pet - Boar","17253","Bite","0","1","0","0","0","0"
"Hunter","211","Pet - Boar","17255","Bite","0","1","0","0","17253","0"
"Hunter","211","Pet - Boar","17256","Bite","0","1","0","0","17255","0"
"Hunter","211","Pet - Boar","17257","Bite","0","1","0","0","17256","0"
"Hunter","211","Pet - Boar","17258","Bite","0","1","0","0","17257","0"
"Hunter","211","Pet - Boar","17259","Bite","0","1","0","0","17258","0"
"Hunter","211","Pet - Boar","17260","Bite","0","1","0","0","17259","0"
"Hunter","211","Pet - Boar","17261","Bite","0","1","0","0","17260","0"
"Hunter","211","Pet - Boar","23099","Dash","0","1","0","0","0","0"
"Hunter","211","Pet - Boar","23109","Dash","0","1","0","0","23099","0"
"Hunter","211","Pet - Boar","23110","Dash","0","1","0","0","23109","0"
"Hunter","211","Pet - Boar","26177","Charge","0","1","0","0","7371","0"
"Hunter","211","Pet - Boar","26178","Charge","0","1","0","0","26177","0"
"Hunter","211","Pet - Boar","26179","Charge","0","1","0","0","26178","0"
"Hunter","211","Pet - Boar","26201","Charge","0","1","0","0","26179","0"
"Hunter","211","Pet - Boar","27050","Bite","0","1","0","0","17261","0"
"Hunter","211","Pet - Boar","27685","Charge","0","1","0","0","26201","0"
"Hunter","211","Pet - Boar","35290","Gore","0","1","0","0","0","0"
"Hunter","211","Pet - Boar","35291","Gore","0","1","0","0","35290","0"
"Hunter","211","Pet - Boar","35292","Gore","0","1","0","0","35291","0"
"Hunter","211","Pet - Boar","35293","Gore","0","1","0","0","35292","0"
"Hunter","211","Pet - Boar","35294","Gore","0","1","0","0","35293","0"
"Hunter","211","Pet - Boar","35295","Gore","0","1","0","0","35294","0"
"Hunter","211","Pet - Boar","35296","Gore","0","1","0","0","35295","0"
"Hunter","211","Pet - Boar","35297","Gore","0","1","0","0","35296","0"
"Hunter","211","Pet - Boar","35298","Gore","0","1","0","0","35297","0"
"Hunter","212","Pet - Crocilisk","17212","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Hunter","212","Pet - Crocilisk","17253","Bite","0","1","0","0","0","0"
"Hunter","212","Pet - Crocilisk","17255","Bite","0","1","0","0","17253","0"
"Hunter","212","Pet - Crocilisk","17256","Bite","0","1","0","0","17255","0"
"Hunter","212","Pet - Crocilisk","17257","Bite","0","1","0","0","17256","0"
"Hunter","212","Pet - Crocilisk","17258","Bite","0","1","0","0","17257","0"
"Hunter","212","Pet - Crocilisk","17259","Bite","0","1","0","0","17258","0"
"Hunter","212","Pet - Crocilisk","17260","Bite","0","1","0","0","17259","0"
"Hunter","212","Pet - Crocilisk","17261","Bite","0","1","0","0","17260","0"
"Hunter","212","Pet - Crocilisk","27050","Bite","0","1","0","0","17261","0"
"Hunter","213","Pet - Carrion Bird","3009","Claw","0","1","0","0","3010","0"
"Hunter","213","Pet - Carrion Bird","3010","Claw","0","1","0","0","16832","0"
"Hunter","213","Pet - Carrion Bird","16827","Claw","0","1","0","0","0","0"
"Hunter","213","Pet - Carrion Bird","16828","Claw","0","1","0","0","16827","0"
"Hunter","213","Pet - Carrion Bird","16829","Claw","0","1","0","0","16828","0"
"Hunter","213","Pet - Carrion Bird","16830","Claw","0","1","0","0","16829","0"
"Hunter","213","Pet - Carrion Bird","16831","Claw","0","1","0","0","16830","0"
"Hunter","213","Pet - Carrion Bird","16832","Claw","0","1","0","0","16831","0"
"Hunter","213","Pet - Carrion Bird","17209","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Hunter","213","Pet - Carrion Bird","17253","Bite","0","1","0","0","0","0"
"Hunter","213","Pet - Carrion Bird","17255","Bite","0","1","0","0","17253","0"
"Hunter","213","Pet - Carrion Bird","17256","Bite","0","1","0","0","17255","0"
"Hunter","213","Pet - Carrion Bird","17257","Bite","0","1","0","0","17256","0"
"Hunter","213","Pet - Carrion Bird","17258","Bite","0","1","0","0","17257","0"
"Hunter","213","Pet - Carrion Bird","17259","Bite","0","1","0","0","17258","0"
"Hunter","213","Pet - Carrion Bird","17260","Bite","0","1","0","0","17259","0"
"Hunter","213","Pet - Carrion Bird","17261","Bite","0","1","0","0","17260","0"
"Hunter","213","Pet - Carrion Bird","23145","Dive","0","1","0","0","0","0"
"Hunter","213","Pet - Carrion Bird","23147","Dive","0","1","0","0","23145","0"
"Hunter","213","Pet - Carrion Bird","23148","Dive","0","1","0","0","23147","0"
"Hunter","213","Pet - Carrion Bird","24423","Screech","0","1","0","0","0","0"
"Hunter","213","Pet - Carrion Bird","24577","Screech","0","1","0","0","24423","0"
"Hunter","213","Pet - Carrion Bird","24578","Screech","0","1","0","0","24577","0"
"Hunter","213","Pet - Carrion Bird","24579","Screech","0","1","0","0","24578","0"
"Hunter","213","Pet - Carrion Bird","27049","Claw","0","1","0","0","3009","0"
"Hunter","213","Pet - Carrion Bird","27050","Bite","0","1","0","0","17261","0"
"Hunter","213","Pet - Carrion Bird","27051","Screech","0","1","0","0","24579","0"
"Hunter","214","Pet - Crab","3009","Claw","0","1","0","0","3010","0"
"Hunter","214","Pet - Crab","3010","Claw","0","1","0","0","16832","0"
"Hunter","214","Pet - Crab","16827","Claw","0","1","0","0","0","0"
"Hunter","214","Pet - Crab","16828","Claw","0","1","0","0","16827","0"
"Hunter","214","Pet - Crab","16829","Claw","0","1","0","0","16828","0"
"Hunter","214","Pet - Crab","16830","Claw","0","1","0","0","16829","0"
"Hunter","214","Pet - Crab","16831","Claw","0","1","0","0","16830","0"
"Hunter","214","Pet - Crab","16832","Claw","0","1","0","0","16831","0"
"Hunter","214","Pet - Crab","17211","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Hunter","214","Pet - Crab","27049","Claw","0","1","0","0","3009","0"
"Hunter","215","Pet - Gorilla","17214","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Hunter","215","Pet - Gorilla","17253","Bite","0","1","0","0","0","0"
"Hunter","215","Pet - Gorilla","17255","Bite","0","1","0","0","17253","0"
"Hunter","215","Pet - Gorilla","17256","Bite","0","1","0","0","17255","0"
"Hunter","215","Pet - Gorilla","17257","Bite","0","1","0","0","17256","0"
"Hunter","215","Pet - Gorilla","17258","Bite","0","1","0","0","17257","0"
"Hunter","215","Pet - Gorilla","17259","Bite","0","1","0","0","17258","0"
"Hunter","215","Pet - Gorilla","17260","Bite","0","1","0","0","17259","0"
"Hunter","215","Pet - Gorilla","17261","Bite","0","1","0","0","17260","0"
"Hunter","215","Pet - Gorilla","26090","Thunderstomp","0","1","0","0","0","0"
"Hunter","215","Pet - Gorilla","26187","Thunderstomp","0","1","0","0","26090","0"
"Hunter","215","Pet - Gorilla","26188","Thunderstomp","0","1","0","0","26187","0"
"Hunter","215","Pet - Gorilla","27050","Bite","0","1","0","0","17261","0"
"Hunter","215","Pet - Gorilla","27063","Thunderstomp","0","1","0","0","26188","0"
"Hunter","217","Pet - Raptor","3009","Claw","0","1","0","0","3010","0"
"Hunter","217","Pet - Raptor","3010","Claw","0","1","0","0","16832","0"
"Hunter","217","Pet - Raptor","16827","Claw","0","1","0","0","0","0"
"Hunter","217","Pet - Raptor","16828","Claw","0","1","0","0","16827","0"
"Hunter","217","Pet - Raptor","16829","Claw","0","1","0","0","16828","0"
"Hunter","217","Pet - Raptor","16830","Claw","0","1","0","0","16829","0"
"Hunter","217","Pet - Raptor","16831","Claw","0","1","0","0","16830","0"
"Hunter","217","Pet - Raptor","16832","Claw","0","1","0","0","16831","0"
"Hunter","217","Pet - Raptor","17217","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Hunter","217","Pet - Raptor","17253","Bite","0","1","0","0","0","0"
"Hunter","217","Pet - Raptor","17255","Bite","0","1","0","0","17253","0"
"Hunter","217","Pet - Raptor","17256","Bite","0","1","0","0","17255","0"
"Hunter","217","Pet - Raptor","17257","Bite","0","1","0","0","17256","0"
"Hunter","217","Pet - Raptor","17258","Bite","0","1","0","0","17257","0"
"Hunter","217","Pet - Raptor","17259","Bite","0","1","0","0","17258","0"
"Hunter","217","Pet - Raptor","17260","Bite","0","1","0","0","17259","0"
"Hunter","217","Pet - Raptor","17261","Bite","0","1","0","0","17260","0"
"Hunter","217","Pet - Raptor","23099","Dash","0","1","0","0","0","0"
"Hunter","217","Pet - Raptor","23109","Dash","0","1","0","0","23099","0"
"Hunter","217","Pet - Raptor","23110","Dash","0","1","0","0","23109","0"
"Hunter","217","Pet - Raptor","27049","Claw","0","1","0","0","3009","0"
"Hunter","217","Pet - Raptor","27050","Bite","0","1","0","0","17261","0"
"Hunter","218","Pet - Tallstrider","17220","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Hunter","218","Pet - Tallstrider","17253","Bite","0","1","0","0","0","0"
"Hunter","218","Pet - Tallstrider","17255","Bite","0","1","0","0","17253","0"
"Hunter","218","Pet - Tallstrider","17256","Bite","0","1","0","0","17255","0"
"Hunter","218","Pet - Tallstrider","17257","Bite","0","1","0","0","17256","0"
"Hunter","218","Pet - Tallstrider","17258","Bite","0","1","0","0","17257","0"
"Hunter","218","Pet - Tallstrider","17259","Bite","0","1","0","0","17258","0"
"Hunter","218","Pet - Tallstrider","17260","Bite","0","1","0","0","17259","0"
"Hunter","218","Pet - Tallstrider","17261","Bite","0","1","0","0","17260","0"
"Hunter","218","Pet - Tallstrider","23099","Dash","0","1","0","0","0","0"
"Hunter","218","Pet - Tallstrider","23109","Dash","0","1","0","0","23099","0"
"Hunter","218","Pet - Tallstrider","23110","Dash","0","1","0","0","23109","0"
"Hunter","218","Pet - Tallstrider","27050","Bite","0","1","0","0","17261","0"
"Hunter","236","Pet - Scorpid","3009","Claw","0","1","0","0","3010","0"
"Hunter","236","Pet - Scorpid","3010","Claw","0","1","0","0","16832","0"
"Hunter","236","Pet - Scorpid","16827","Claw","0","1","0","0","0","0"
"Hunter","236","Pet - Scorpid","16828","Claw","0","1","0","0","16827","0"
"Hunter","236","Pet - Scorpid","16829","Claw","0","1","0","0","16828","0"
"Hunter","236","Pet - Scorpid","16830","Claw","0","1","0","0","16829","0"
"Hunter","236","Pet - Scorpid","16831","Claw","0","1","0","0","16830","0"
"Hunter","236","Pet - Scorpid","16832","Claw","0","1","0","0","16831","0"
"Hunter","236","Pet - Scorpid","17218","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Hunter","236","Pet - Scorpid","24583","Scorpid Poison","0","1","0","0","24640","0"
"Hunter","236","Pet - Scorpid","24586","Scorpid Poison","0","1","0","0","24583","0"
"Hunter","236","Pet - Scorpid","24587","Scorpid Poison","0","1","0","0","24586","0"
"Hunter","236","Pet - Scorpid","24640","Scorpid Poison","0","1","0","0","0","0"
"Hunter","236","Pet - Scorpid","27049","Claw","0","1","0","0","3009","0"
"Hunter","236","Pet - Scorpid","27060","Scorpid Poison","0","1","0","0","24587","0"
"Hunter","251","Pet - Turtle","17221","Tamed Pet Passive (DND)","2","1","0","0","0","0"
"Hunter","251","Pet - Turtle","17253","Bite","0","1","0","0","0","0"
"Hunter","251","Pet - Turtle","17255","Bite","0","1","0","0","17253","0"
"Hunter","251","Pet - Turtle","17256","Bite","0","1","0","0","17255","0"
"Hunter","251","Pet - Turtle","17257","Bite","0","1","0","0","17256","0"
"Hunter","251","Pet - Turtle","17258","Bite","0","1","0","0","17257","0"
"Hunter","251","Pet - Turtle","17259","Bite","0","1","0","0","17258","0"
"Hunter","251","Pet - Turtle","17260","Bite","0","1","0","0","17259","0"
"Hunter","251","Pet - Turtle","17261","Bite","0","1","0","0","17260","0"
