"Class","Tree","TabID","TalentID","TierID","ColumnIndex","SpellID","SpellName","RankSpellIDs","RankSpellNames","PrereqTalent0","PrereqRank0","RequiredSpellID"
"Paladin","Holy","382","1432","1","1","0",,"20205;20206;20207;20209;20208","Spiritual Focus;Spiritual Focus;Spiritual Focus;Spiritual Focus;Spiritual Focus","0","0","0"
"Paladin","Holy","382","1463","1","2","0",,"20224;20225;20330;20331;20332","Improved Seal of Righteousness;Improved Seal of Righteousness;Improved Seal of Righteousness;Improved Seal of Righteousness;Improved Seal of Righteousness","0","0","0"
"Paladin","Holy","382","1444","2","0","0",,"20237;20238;20239","Healing Light;Healing Light;Healing Light","0","0","0"
"Paladin","Holy","382","1435","2","1","0",,"31821","Aura Mastery","0","0","0"
"Paladin","Holy","382","1443","2","2","0",,"20234;20235","Improved Lay on Hands;Improved Lay on Hands","0","0","0"
"Paladin","Holy","382","1628","2","3","0",,"9453;25836","Unyielding Faith;Unyielding Faith","0","0","0"
"Paladin","Holy","382","1461","3","1","0",,"20210;20212;20213;20214;20215","Illumination;Illumination;Illumination;Illumination;Illumination","0","0","0"
"Paladin","Holy","382","1446","3","2","0",,"20244;20245","Improved Blessing of Wisdom;Improved Blessing of Wisdom","0","0","0"
"Paladin","Holy","382","1742","4","0","0",,"31822;31823;31824","Pure of Heart;Pure of Heart;Pure of Heart","0","0","0"
"Paladin","Holy","382","1433","4","1","0",,"20216","Divine Favor","1461","4","0"
"Paladin","Holy","382","1465","4","2","0",,"20359;20360;20361","Sanctified Light;Sanctified Light;Sanctified Light","0","0","0"
"Paladin","Holy","382","1743","5","0","0",,"31825;31826","Purifying Power;Purifying Power","0","0","0"
"Paladin","Holy","382","1627","5","2","0",,"5923;5924;5925;5926;25829","Holy Power;Holy Power;Holy Power;Holy Power;Holy Power","0","0","0"
"Paladin","Holy","382","1745","6","0","0",,"31833;31835;31836","Light's Grace;Light's Grace;Light's Grace","0","0","0"
"Paladin","Holy","382","1502","6","1","0",,"20473","Holy Shock","1433","0","0"
"Paladin","Holy","382","1744","6","2","0",,"31828;31829;31830","Blessed Life;Blessed Life;Blessed Life","0","0","0"
"Paladin","Holy","382","1746","7","1","0",,"31837;31838;31839;31840;31841","Holy Guidance;Holy Guidance;Holy Guidance;Holy Guidance;Holy Guidance","0","0","0"
"Paladin","Holy","382","1747","8","1","0",,"31842","Divine Illumination","0","0","0"
"Paladin","Protection","383","1422","0","1","0",,"20138;20139;20140;20141;20142","Improved Devotion Aura;Improved Devotion Aura;Improved Devotion Aura;Improved Devotion Aura;Improved Devotion Aura","0","0","0"
"Paladin","Protection","383","1421","0","2","0",,"20127;20130;20135;20136;20137","Redoubt;Redoubt;Redoubt;Redoubt;Redoubt","0","0","0"
"Paladin","Protection","383","1630","1","0","0",,"20189;20192;20193","Precision;Precision;Precision","0","0","0"
"Paladin","Protection","383","1425","1","1","0",,"20174;20175","Guardian's Favor;Guardian's Favor","0","0","0"
"Paladin","Protection","383","1423","1","3","0",,"20143;20144;20145;20146;20147","Toughness;Toughness;Toughness;Toughness;Toughness","0","0","0"
"Paladin","Protection","383","1442","2","0","0",,"20217","Blessing of Kings","0","0","0"
"Paladin","Protection","383","1501","2","1","0",,"20468;20469;20470","Improved Righteous Fury;Improved Righteous Fury;Improved Righteous Fury","0","0","0"
"Paladin","Protection","383","1424","2","2","0",,"20148;20149;20150","Shield Specialization;Shield Specialization;Shield Specialization","1421","4","0"
"Paladin","Protection","383","1629","2","3","0",,"20096;20097;20098;20099;20100","Anticipation;Anticipation;Anticipation;Anticipation;Anticipation","0","0","0"
"Paladin","Protection","383","1748","3","0","0",,"31844;31845","Stoicism;Stoicism","0","0","0"
"Paladin","Protection","383","1521","3","1","0",,"20487;20488;20489","Improved Hammer of Justice;Improved Hammer of Justice;Improved Hammer of Justice","0","0","0"
"Paladin","Protection","383","1626","3","2","0",,"20254;20255;20256","Improved Concentration Aura;Improved Concentration Aura;Improved Concentration Aura","0","0","0"
"Paladin","Protection","383","1749","4","0","0",,"31846;31847","Spell Warding;Spell Warding","0","0","0"
"Paladin","Protection","383","1431","4","1","0",,"20911","Blessing of Sanctuary","0","0","0"
"Paladin","Protection","383","1426","4","2","0",,"20177;20179;20181;20180;20182","Reckoning;Reckoning;Reckoning;Reckoning;Reckoning","0","0","0"
"Paladin","Protection","383","1750","5","0","0",,"31848;31849","Sacred Duty;Sacred Duty","0","0","0"
"Paladin","Protection","383","1429","5","2","0",,"20196;20197;20198;20199;20200","One-Handed Weapon Specialization;One-Handed Weapon Specialization;One-Handed Weapon Specialization;One-Handed Weapon Specialization;One-Handed Weapon Specialization","0","0","0"
"Paladin","Protection","383","1829","6","0","0",,"41021;41026","Improved Holy Shield;Improved Holy Shield","1430","0","0"
"Paladin","Protection","383","1430","6","1","0",,"20925","Holy Shield","1431","0","0"
"Paladin","Protection","383","1751","6","2","0",,"31850;31851;31852;31853;31854","Ardent Defender;Ardent Defender;Ardent Defender;Ardent Defender;Ardent Defender","0","0","0"
"Paladin","Protection","383","1753","7","2","0",,"31858;31859;31860;31861;31862","Combat Expertise;Combat Expertise;Combat Expertise;Combat Expertise;Combat Expertise","0","0","0"
"Paladin","Protection","383","1754","8","1","0",,"31935","Avenger's Shield","1430","0","0"
"Priest","Discipline","201","342","0","1","0",,"14522;14788;14789;14790;14791","Unbreakable Will;Unbreakable Will;Unbreakable Will;Unbreakable Will;Unbreakable Will","0","0","0"
"Priest","Discipline","201","345","0","2","0",,"14524;14525;14526;14527;14528","Wand Specialization;Wand Specialization;Wand Specialization;Wand Specialization;Wand Specialization","0","0","0"
"Priest","Discipline","201","352","1","0","0",,"14523;14784;14785;14786;14787","Silent Resolve;Silent Resolve;Silent Resolve;Silent Resolve;Silent Resolve","0","0","0"
"Priest","Discipline","201","344","1","1","0",,"14749;14767","Improved Power Word: Fortitude;Improved Power Word: Fortitude","0","0","0"
"Priest","Discipline","201","343","1","2","0",,"14748;14768;14769","Improved Power Word: Shield;Improved Power Word: Shield;Improved Power Word: Shield","0","0","0"
"Priest","Discipline","201","321","1","3","0",,"14531;14774","Martyrdom;Martyrdom","0","0","0"
"Priest","Discipline","201","1769","2","0","0",,"33167;33171;33172","Absolution;Absolution;Absolution","0","0","0"
"Priest","Discipline","201","348","2","1","0",,"14751","Inner Focus","0","0","0"
"Priest","Discipline","201","347","2","2","0",,"14521;14776;14777","Meditation;Meditation;Meditation","0","0","0"
"Priest","Discipline","201","346","3","0","0",,"14747;14770;14771","Improved Inner Fire;Improved Inner Fire;Improved Inner Fire","0","0","0"
"Priest","Discipline","201","341","3","1","0",,"14520;14780;14781;14782;14783","Mental Agility;Mental Agility;Mental Agility;Mental Agility;Mental Agility","0","0","0"
"Priest","Discipline","201","350","3","3","0",,"14750;14772","Improved Mana Burn;Improved Mana Burn","0","0","0"
"Priest","Discipline","201","1201","4","1","0",,"18551;18552;18553;18554;18555","Mental Strength;Mental Strength;Mental Strength;Mental Strength;Mental Strength","0","0","0"
"Priest","Discipline","201","351","4","2","0",,"14752","Divine Spirit","347","2","0"
"Priest","Discipline","201","1770","4","3","0",,"33174;33182","Improved Divine Spirit;Improved Divine Spirit","351","0","0"
"Priest","Discipline","201","1771","5","0","0",,"33186;33190","Focused Power;Focused Power","0","0","0"
"Priest","Discipline","201","1202","5","2","0",,"18544;18547;18548;18549;18550","Force of Will;Force of Will;Force of Will;Force of Will;Force of Will","0","0","0"
"Priest","Discipline","201","1858","6","0","0",,"45234;45243;45244","Focused Will;Focused Will;Focused Will","0","0","0"
"Priest","Discipline","201","322","6","1","0",,"10060","Power Infusion","1201","4","0"
"Priest","Discipline","201","1773","6","2","0",,"33201;33202;33203;33204;33205","Reflective Shield;Reflective Shield;Reflective Shield;Reflective Shield;Reflective Shield","0","0","0"
"Priest","Discipline","201","1772","7","1","0",,"34908;34909;34910;34911;34912","Enlightenment;Enlightenment;Enlightenment;Enlightenment;Enlightenment","0","0","0"
"Priest","Discipline","201","1774","8","1","0",,"33206","Pain Suppression","0","0","0"
"Priest","Holy","202","410","0","0","0",,"14913;15012","Healing Focus;Healing Focus","0","0","0"
"Priest","Holy","202","406","0","1","0",,"14908;15020;17191","Improved Renew;Improved Renew;Improved Renew","0","0","0"
"Priest","Holy","202","401","0","2","0",,"14889;15008;15009;15010;15011","Holy Specialization;Holy Specialization;Holy Specialization;Holy Specialization;Holy Specialization","0","0","0"
"Priest","Holy","202","411","1","1","0",,"27900;27901;27902;27903;27904","Spell Warding;Spell Warding;Spell Warding;Spell Warding;Spell Warding","0","0","0"
"Priest","Holy","202","1181","1","2","0",,"18530;18531;18533;18534;18535","Divine Fury;Divine Fury;Divine Fury;Divine Fury;Divine Fury","0","0","0"
"Priest","Holy","202","442","2","0","0",,"15237","Holy Nova","0","0","0"
"Priest","Holy","202","1636","2","1","0",,"27811;27815;27816","Blessed Recovery;Blessed Recovery;Blessed Recovery","0","0","0"
"Priest","Holy","202","361","2","3","0",,"14892;15362;15363","Inspiration;Inspiration;Inspiration","0","0","0"
"Priest","Holy","202","1635","3","0","0",,"27789;27790","Holy Reach;Holy Reach","0","0","0"
"Priest","Holy","202","408","3","1","0",,"14912;15013;15014","Improved Healing;Improved Healing;Improved Healing","0","0","0"
"Priest","Holy","202","403","3","2","0",,"14909;15017","Searing Light;Searing Light","1181","4","0"
"Priest","Holy","202","413","4","0","0",,"14911;15018","Healing Prayers;Healing Prayers","0","0","0"
"Priest","Holy","202","1561","4","1","0",,"20711","Spirit of Redemption","0","0","0"
"Priest","Holy","202","402","4","2","0",,"14901;15028;15029;15030;15031","Spiritual Guidance;Spiritual Guidance;Spiritual Guidance;Spiritual Guidance;Spiritual Guidance","0","0","0"
"Priest","Holy","202","1766","5","0","0",,"33150;33154","Surge of Light;Surge of Light","0","0","0"
"Priest","Holy","202","404","5","2","0",,"14898;15349;15354;15355;15356","Spiritual Healing;Spiritual Healing;Spiritual Healing;Spiritual Healing;Spiritual Healing","0","0","0"
"Priest","Holy","202","1768","6","0","0",,"34753;34859;34860","Holy Concentration;Holy Concentration;Holy Concentration","0","0","0"
"Priest","Holy","202","1637","6","1","0",,"724","Lightwell","1561","0","0"
"Priest","Holy","202","1765","6","2","0",,"33142;33145;33146","Blessed Resilience;Blessed Resilience;Blessed Resilience","0","0","0"
"Priest","Holy","202","1767","7","1","0",,"33158;33159;33160;33161;33162","Empowered Healing;Empowered Healing;Empowered Healing;Empowered Healing;Empowered Healing","0","0","0"
"Priest","Holy","202","1815","8","1","0",,"34861","Circle of Healing","0","0","0"
"Priest","Shadow","203","465","0","1","0",,"15270;15335;15336;15337;15338","Spirit Tap;Spirit Tap;Spirit Tap;Spirit Tap;Spirit Tap","0","0","0"
"Priest","Shadow","203","464","0","2","0",,"15268;15323;15324;15325;15326","Blackout;Blackout;Blackout;Blackout;Blackout","0","0","0"
"Priest","Shadow","203","466","1","0","0",,"15318;15272;15320","Shadow Affinity;Shadow Affinity;Shadow Affinity","0","0","0"
"Priest","Shadow","203","482","1","1","0",,"15275;15317","Improved Shadow Word: Pain;Improved Shadow Word: Pain","0","0","0"
"Priest","Shadow","203","463","1","2","0",,"15260;15327;15328;15329;15330","Shadow Focus;Shadow Focus;Shadow Focus;Shadow Focus;Shadow Focus","0","0","0"
"Priest","Shadow","203","542","2","0","0",,"15392;15448","Improved Psychic Scream;Improved Psychic Scream","0","0","0"
"Priest","Shadow","203","481","2","1","0",,"15273;15312;15313;15314;15316","Improved Mind Blast;Improved Mind Blast;Improved Mind Blast;Improved Mind Blast;Improved Mind Blast","0","0","0"
"Priest","Shadow","203","501","2","2","0",,"15407","Mind Flay","0","0","0"
"Priest","Shadow","203","483","3","1","0",,"15274;15311","Improved Fade;Improved Fade","0","0","0"
"Priest","Shadow","203","881","3","2","0",,"17322;17323","Shadow Reach;Shadow Reach","0","0","0"
"Priest","Shadow","203","461","3","3","0",,"15257;15331;15332;15333;15334","Shadow Weaving;Shadow Weaving;Shadow Weaving;Shadow Weaving;Shadow Weaving","0","0","0"
"Priest","Shadow","203","541","4","0","0",,"15487","Silence","542","1","0"
"Priest","Shadow","203","484","4","1","0",,"15286","Vampiric Embrace","0","0","0"
"Priest","Shadow","203","1638","4","2","0",,"27839;27840","Improved Vampiric Embrace;Improved Vampiric Embrace","484","0","0"
"Priest","Shadow","203","1777","4","3","0",,"33213;33214;33215","Focused Mind;Focused Mind;Focused Mind","0","0","0"
"Priest","Shadow","203","1781","5","0","0",,"14910;33371","Shadow Resilience;Shadow Resilience","0","0","0"
"Priest","Shadow","203","462","5","2","0",,"15259;15307;15308;15309;15310","Darkness;Darkness;Darkness;Darkness;Darkness","0","0","0"
"Priest","Shadow","203","521","6","1","0",,"15473","Shadowform","484","0","0"
"Priest","Shadow","203","1778","6","2","0",,"33221;33222;33223;33224;33225","Shadow Power;Shadow Power;Shadow Power;Shadow Power;Shadow Power","0","0","0"
"Priest","Shadow","203","1816","7","2","0",,"33191;33192;33193;33194;33195","Misery;Misery;Misery;Misery;Misery","0","0","0"
"Priest","Shadow","203","1779","8","1","0",,"34914","Vampiric Touch","521","0","0"
"Rogue","Combat","181","203","0","0","0",,"13741;13793;13792","Improved Gouge;Improved Gouge;Improved Gouge","0","0","0"
"Rogue","Combat","181","201","0","1","0",,"13732;13863","Improved Sinister Strike;Improved Sinister Strike","0","0","0"
"Rogue","Combat","181","186","0","2","0",,"13712;13788;13789;13790;13791","Lightning Reflexes;Lightning Reflexes;Lightning Reflexes;Lightning Reflexes;Lightning Reflexes","0","0","0"
"Rogue","Combat","181","1827","1","0","0",,"14165;14166;14167","Improved Slice and Dice;Improved Slice and Dice;Improved Slice and Dice","0","0","0"
"Rogue","Combat","181","187","1","1","0",,"13713;13853;13854;13855;13856","Deflection;Deflection;Deflection;Deflection;Deflection","0","0","0"
"Rogue","Combat","181","181","1","2","0",,"13705;13832;13843;13844;13845","Precision;Precision;Precision;Precision;Precision","0","0","0"
"Rogue","Combat","181","204","2","0","0",,"13742;13872","Endurance;Endurance","0","0","0"
"Rogue","Combat","181","301","2","1","0",,"14251","Riposte","187","4","0"
"Rogue","Combat","181","222","2","3","0",,"13743;13875","Improved Sprint;Improved Sprint","0","0","0"
"Rogue","Combat","181","206","3","0","0",,"13754;13867","Improved Kick;Improved Kick","0","0","0"
"Rogue","Combat","181","182","3","1","0",,"13706;13804;13805;13806;13807","Dagger Specialization;Dagger Specialization;Dagger Specialization;Dagger Specialization;Dagger Specialization","0","0","0"
"Rogue","Combat","181","221","3","2","0",,"13715;13848;13849;13851;13852","Dual Wield Specialization;Dual Wield Specialization;Dual Wield Specialization;Dual Wield Specialization;Dual Wield Specialization","181","4","0"
"Rogue","Combat","181","184","4","0","0",,"13709;13800;13801;13802;13803","Mace Specialization;Mace Specialization;Mace Specialization;Mace Specialization;Mace Specialization","0","0","0"
"Rogue","Combat","181","223","4","1","0",,"13877","Blade Flurry","0","0","0"
"Rogue","Combat","181","242","4","2","0",,"13960;13961;13962;13963;13964","Sword Specialization;Sword Specialization;Sword Specialization;Sword Specialization;Sword Specialization","0","0","0"
"Rogue","Combat","181","183","4","3","0",,"13707;13966;13967;13968;13969","Fist Weapon Specialization;Fist Weapon Specialization;Fist Weapon Specialization;Fist Weapon Specialization;Fist Weapon Specialization","0","0","0"
"Rogue","Combat","181","1706","5","0","0",,"31124;31126","Blade Twisting;Blade Twisting","0","0","0"
"Rogue","Combat","181","1703","5","1","0",,"30919;30920","Weapon Expertise;Weapon Expertise","223","0","0"
"Rogue","Combat","181","1122","5","2","0",,"18427;18428;18429","Aggression;Aggression;Aggression","0","0","0"
"Rogue","Combat","181","1705","6","0","0",,"31122;31123","Vitality;Vitality","0","0","0"
"Rogue","Combat","181","205","6","1","0",,"13750","Adrenaline Rush","0","0","0"
"Rogue","Combat","181","1707","6","2","0",,"31130;31131","Nerves of Steel;Nerves of Steel","0","0","0"
"Rogue","Combat","181","1825","7","2","0",,"35541;35550;35551;35552;35553","Combat Potency;Combat Potency;Combat Potency;Combat Potency;Combat Potency","0","0","0"
"Rogue","Combat","181","1709","8","1","0",,"32601","Surprise Attacks","205","0","0"
"Rogue","Assassination","182","276","0","0","0",,"14162;14163;14164","Improved Eviscerate;Improved Eviscerate;Improved Eviscerate","0","0","0"
"Rogue","Assassination","182","272","0","1","0",,"14144;14148","Remorseless Attacks;Remorseless Attacks","0","0","0"
"Rogue","Assassination","182","270","0","2","0",,"14138;14139;14140;14141;14142","Malice;Malice;Malice;Malice;Malice","0","0","0"
"Rogue","Assassination","182","273","1","0","0",,"14156;14160;14161","Ruthlessness;Ruthlessness;Ruthlessness","0","0","0"
"Rogue","Assassination","182","274","1","1","0",,"14158;14159","Murder;Murder","0","0","0"
"Rogue","Assassination","182","277","1","3","0",,"13733;13865;13866","Puncturing Wounds;Puncturing Wounds;Puncturing Wounds","0","0","0"
"Rogue","Assassination","182","281","2","0","0",,"14179","Relentless Strikes","0","0","0"
"Rogue","Assassination","182","278","2","1","0",,"14168;14169","Improved Expose Armor;Improved Expose Armor","0","0","0"
"Rogue","Assassination","182","269","2","2","0",,"14128;14132;14135;14136;14137","Lethality;Lethality;Lethality;Lethality;Lethality","270","4","0"
"Rogue","Assassination","182","682","3","1","0",,"16513;16514;16515;16719;16720","Vile Poisons;Vile Poisons;Vile Poisons;Vile Poisons;Vile Poisons","0","0","0"
"Rogue","Assassination","182","268","3","2","0",,"14113;14114;14115;14116;14117","Improved Poisons;Improved Poisons;Improved Poisons;Improved Poisons;Improved Poisons","0","0","0"
"Rogue","Assassination","182","1721","4","0","0",,"31208;31209","Fleet Footed;Fleet Footed","0","0","0"
"Rogue","Assassination","182","280","4","1","0",,"14177","Cold Blood","0","0","0"
"Rogue","Assassination","182","279","4","2","0",,"14174;14175;14176","Improved Kidney Shot;Improved Kidney Shot;Improved Kidney Shot","0","0","0"
"Rogue","Assassination","182","1762","4","3","0",,"31244;31245","Quick Recovery;Quick Recovery","0","0","0"
"Rogue","Assassination","182","283","5","1","0",,"14186;14190;14193;14194;14195","Seal Fate;Seal Fate;Seal Fate;Seal Fate;Seal Fate","280","0","0"
"Rogue","Assassination","182","1715","5","2","0",,"31226;31227","Master Poisoner;Master Poisoner","0","0","0"
"Rogue","Assassination","182","382","6","1","0",,"14983","Vigor","0","0","0"
"Rogue","Assassination","182","1723","6","2","0",,"31380;31382;31383;31384;31385","Deadened Nerves;Deadened Nerves;Deadened Nerves;Deadened Nerves;Deadened Nerves","0","0","0"
"Rogue","Assassination","182","1718","7","2","0",,"31233;31239;31240;31241;31242","Find Weakness;Find Weakness;Find Weakness;Find Weakness;Find Weakness","0","0","0"
"Rogue","Assassination","182","1719","8","1","0",,"1329","Mutilate","382","0","0"
"Rogue","Subtlety","183","241","0","1","0",,"13958;13970;13971;13972;13973","Master of Deception;Master of Deception;Master of Deception;Master of Deception;Master of Deception","0","0","0"
"Rogue","Subtlety","183","261","0","2","0",,"14057;14072;14073;14074;14075","Opportunity;Opportunity;Opportunity;Opportunity;Opportunity","0","0","0"
"Rogue","Subtlety","183","1700","1","0","0",,"30892;30893","Sleight of Hand;Sleight of Hand","0","0","0"
"Rogue","Subtlety","183","262","1","1","0",,"14076;14094","Dirty Tricks;Dirty Tricks","0","0","0"
"Rogue","Subtlety","183","244","1","2","0",,"13975;14062;14063;14064;14065","Camouflage;Camouflage;Camouflage;Camouflage;Camouflage","0","0","0"
"Rogue","Subtlety","183","245","2","0","0",,"13976;13979;13980","Initiative;Initiative;Initiative","0","0","0"
"Rogue","Subtlety","183","303","2","1","0",,"14278","Ghostly Strike","0","0","0"
"Rogue","Subtlety","183","263","2","2","0",,"14079;14080;14081","Improved Ambush;Improved Ambush;Improved Ambush","0","0","0"
"Rogue","Subtlety","183","246","3","0","0",,"13983;14070;14071","Setup;Setup;Setup","0","0","0"
"Rogue","Subtlety","183","247","3","1","0",,"13981;14066","Elusiveness;Elusiveness","0","0","0"
"Rogue","Subtlety","183","1123","3","2","0",,"14171;14172;14173","Serrated Blades;Serrated Blades;Serrated Blades","0","0","0"
"Rogue","Subtlety","183","1701","4","0","0",,"30894;30895","Heightened Senses;Heightened Senses","0","0","0"
"Rogue","Subtlety","183","284","4","1","0",,"14185","Preparation","0","0","0"
"Rogue","Subtlety","183","265","4","2","0",,"14082;14083","Dirty Deeds;Dirty Deeds","0","0","0"
"Rogue","Subtlety","183","681","4","3","0",,"16511","Hemorrhage","1123","2","0"
"Rogue","Subtlety","183","1713","5","0","0",,"31221;31222;31223","Master of Subtlety;Master of Subtlety;Master of Subtlety","0","0","0"
"Rogue","Subtlety","183","1702","5","2","0",,"30902;30903;30904;30905;30906","Deadliness;Deadliness;Deadliness;Deadliness;Deadliness","0","0","0"
"Rogue","Subtlety","183","1711","6","0","0",,"31211;31212;31213","Enveloping Shadows;Enveloping Shadows;Enveloping Shadows","0","0","0"
"Rogue","Subtlety","183","381","6","1","0",,"14183","Premeditation","284","0","0"
"Rogue","Subtlety","183","1722","6","2","0",,"31228;31229;31230","Cheat Death;Cheat Death;Cheat Death","0","0","0"
"Rogue","Subtlety","183","1712","7","1","0",,"31216;31217;31218;31219;31220","Sinister Calling;Sinister Calling;Sinister Calling;Sinister Calling;Sinister Calling","381","0","0"
"Rogue","Subtlety","183","1714","8","1","0",,"36554","Shadowstep","0","0","0"
"Shaman","Elemental","261","564","0","1","0",,"16039;16109;16110;16111;16112","Convection;Convection;Convection;Convection;Convection","0","0","0"
"Shaman","Elemental","261","563","0","2","0",,"16035;16105;16106;16107;16108","Concussion;Concussion;Concussion;Concussion;Concussion","0","0","0"
"Shaman","Elemental","261","572","1","0","0",,"16043;16130","Earth's Grasp;Earth's Grasp","0","0","0"
"Shaman","Elemental","261","1640","1","1","0",,"28996;28997;28998","Elemental Warding;Elemental Warding;Elemental Warding","0","0","0"
"Shaman","Elemental","261","561","1","2","0",,"16038;16160;16161","Call of Flame;Call of Flame;Call of Flame","0","0","0"
"Shaman","Elemental","261","574","2","0","0",,"16164","Elemental Focus","0","0","0"
"Shaman","Elemental","261","575","2","1","0",,"16040;16113;16114;16115;16116","Reverberation;Reverberation;Reverberation;Reverberation;Reverberation","0","0","0"
"Shaman","Elemental","261","562","2","2","0",,"16041;16117;16118;16119;16120","Call of Thunder;Call of Thunder;Call of Thunder;Call of Thunder;Call of Thunder","0","0","0"
"Shaman","Elemental","261","567","3","0","0",,"16086;16544","Improved Fire Totems;Improved Fire Totems","0","0","0"
"Shaman","Elemental","261","1642","3","1","0",,"29062;29064;29065","Eye of the Storm;Eye of the Storm;Eye of the Storm","0","0","0"
"Shaman","Elemental","261","1645","3","3","0",,"30160;29179;29180","Elemental Devastation;Elemental Devastation;Elemental Devastation","0","0","0"
"Shaman","Elemental","261","1641","4","0","0",,"28999;29000","Storm Reach;Storm Reach","0","0","0"
"Shaman","Elemental","261","565","4","1","0",,"16089","Elemental Fury","0","0","0"
"Shaman","Elemental","261","1682","4","3","0",,"30664;30665;30666;30667;30668","Unrelenting Storm;Unrelenting Storm;Unrelenting Storm;Unrelenting Storm;Unrelenting Storm","0","0","0"
"Shaman","Elemental","261","1685","5","0","0",,"30672;30673;30674","Elemental Precision;Elemental Precision;Elemental Precision","0","0","0"
"Shaman","Elemental","261","721","5","2","0",,"16578;16579;16580;16581;16582","Lightning Mastery;Lightning Mastery;Lightning Mastery;Lightning Mastery;Lightning Mastery","562","4","0"
"Shaman","Elemental","261","573","6","1","0",,"16166","Elemental Mastery","565","0","0"
"Shaman","Elemental","261","1683","6","2","0",,"30669;30670;30671","Elemental Shields;Elemental Shields;Elemental Shields","0","0","0"
"Shaman","Elemental","261","1686","7","1","0",,"30675;30678;30679;30680;30681","Lightning Overload;Lightning Overload;Lightning Overload;Lightning Overload;Lightning Overload","0","0","0"
"Shaman","Elemental","261","1687","8","1","0",,"30706","Totem of Wrath","1686","4","0"
"Shaman","Restoration","262","586","0","1","0",,"16182;16226;16227;16228;16229","Improved Healing Wave;Improved Healing Wave;Improved Healing Wave;Improved Healing Wave;Improved Healing Wave","0","0","0"
"Shaman","Restoration","262","593","0","2","0",,"16179;16214;16215;16216;16217","Tidal Focus;Tidal Focus;Tidal Focus;Tidal Focus;Tidal Focus","0","0","0"
"Shaman","Restoration","262","589","1","0","0",,"16184;16209","Improved Reincarnation;Improved Reincarnation","0","0","0"
"Shaman","Restoration","262","581","1","1","0",,"16176;16235;16240","Ancestral Healing;Ancestral Healing;Ancestral Healing","0","0","0"
"Shaman","Restoration","262","595","1","2","0",,"16173;16222;16223;16224;16225","Totemic Focus;Totemic Focus;Totemic Focus;Totemic Focus;Totemic Focus","0","0","0"
"Shaman","Restoration","262","583","2","0","0",,"16180;16196;16198","Nature's Guidance;Nature's Guidance;Nature's Guidance","0","0","0"
"Shaman","Restoration","262","587","2","1","0",,"16181;16230;16232;16233;16234","Healing Focus;Healing Focus;Healing Focus;Healing Focus;Healing Focus","0","0","0"
"Shaman","Restoration","262","582","2","2","0",,"16189","Totemic Mastery","0","0","0"
"Shaman","Restoration","262","1646","2","3","0",,"29187;29189;29191","Healing Grace;Healing Grace;Healing Grace","0","0","0"
"Shaman","Restoration","262","588","3","1","0",,"16187;16205;16206;16207;16208","Restorative Totems;Restorative Totems;Restorative Totems;Restorative Totems;Restorative Totems","0","0","0"
"Shaman","Restoration","262","594","3","2","0",,"16194;16218;16219;16220;16221","Tidal Mastery;Tidal Mastery;Tidal Mastery;Tidal Mastery;Tidal Mastery","0","0","0"
"Shaman","Restoration","262","1648","4","0","0",,"29206;29205;29202","Healing Way;Healing Way;Healing Way","0","0","0"
"Shaman","Restoration","262","591","4","2","0",,"16188","Nature's Swiftness","0","0","0"
"Shaman","Restoration","262","1695","4","3","0",,"30864;30865;30866","Focused Mind;Focused Mind;Focused Mind","0","0","0"
"Shaman","Restoration","262","592","5","2","0",,"16178;16210;16211;16212;16213","Purification;Purification;Purification;Purification;Purification","0","0","0"
"Shaman","Restoration","262","590","6","1","0",,"16190","Mana Tide Totem","588","4","0"
"Shaman","Restoration","262","1699","6","2","0",,"30881;30883;30884;30885;30886","Nature's Guardian;Nature's Guardian;Nature's Guardian;Nature's Guardian;Nature's Guardian","0","0","0"
"Shaman","Restoration","262","1696","7","1","0",,"30867;30868;30869","Nature's Blessing;Nature's Blessing;Nature's Blessing","0","0","0"
"Shaman","Restoration","262","1697","7","2","0",,"30872;30873","Improved Chain Heal;Improved Chain Heal","0","0","0"
"Shaman","Restoration","262","1698","8","1","0",,"974","Earth Shield","1696","2","0"
"Shaman","Enhancement","263","614","0","1","0",,"17485;17486;17487;17488;17489","Ancestral Knowledge;Ancestral Knowledge;Ancestral Knowledge;Ancestral Knowledge;Ancestral Knowledge","0","0","0"
"Shaman","Enhancement","263","612","0","2","0",,"16253;16298;16299;16300;16301","Shield Specialization;Shield Specialization;Shield Specialization;Shield Specialization;Shield Specialization","0","0","0"
"Shaman","Enhancement","263","609","1","0","0",,"16258;16293","Guardian Totems;Guardian Totems","0","0","0"
"Shaman","Enhancement","263","613","1","1","0",,"16255;16302;16303;16304;16305","Thundering Strikes;Thundering Strikes;Thundering Strikes;Thundering Strikes;Thundering Strikes","0","0","0"
"Shaman","Enhancement","263","605","1","2","0",,"16262;16287","Improved Ghost Wolf;Improved Ghost Wolf","0","0","0"
"Shaman","Enhancement","263","607","1","3","0",,"16261;16290;16291","Improved Lightning Shield;Improved Lightning Shield;Improved Lightning Shield","0","0","0"
"Shaman","Enhancement","263","610","2","0","0",,"16259;16295","Enhancing Totems;Enhancing Totems","0","0","0"
"Shaman","Enhancement","263","617","2","2","0",,"43338","Shamanistic Focus","0","0","0"
