"ID","DifficultyID","BaseLevel","MaxLevel","SpellLevel","MaxPassiveAuraLevel","SpellID"
"100346","0","44","51","44","0","10191"
"100347","0","50","56","50","0","9875"
"100348","0","44","0","44","0","11273"
"100349","0","0","0","1","0","12952"
"100350","0","58","0","58","0","9867"
"100354","0","60","0","60","0","11275"
"100355","0","42","0","42","0","10957"
"100356","0","30","36","30","0","11113"
"100359","0","60","67","60","0","10193"
"100370","0","54","0","54","0","10308"
"100372","0","24","0","24","0","10322"
"100374","0","34","40","34","0","8950"
"100377","0","48","0","48","0","10427"
"100378","0","36","41","36","0","10412"
"100379","0","46","51","46","0","10201"
"100380","0","52","0","52","0","11274"
"100381","0","44","56","44","0","10911"
"100382","0","50","59","50","0","10223"
"100385","0","60","64","60","0","10318"
"100387","0","54","59","54","0","10202"
"100388","0","56","0","56","0","10432"
"100390","0","46","51","46","0","10197"
"100393","0","40","0","40","0","8907"
"100399","0","56","0","56","0","10301"
"100401","0","48","52","48","0","10149"
"100406","0","60","66","60","0","9863"
"100408","0","54","58","54","0","10150"
"100409","0","44","0","44","0","10600"
"100411","0","56","0","56","0","10958"
"100415","0","48","0","48","0","10431"
"100416","0","34","0","34","0","10406"
"100418","0","16","0","16","0","694"
"100420","0","24","32","24","0","10399"
"100421","0","58","63","58","0","10473"
"100422","0","38","0","38","0","10478"
"100423","0","50","59","50","0","10292"
"100424","0","60","69","60","0","10293"
"100425","0","52","0","52","0","9894"
"100427","0","40","45","40","0","8910"
"100428","0","30","35","30","0","8940"
"100429","0","36","41","36","0","8941"
"100430","0","46","0","46","0","10300"
"100432","0","42","52","42","0","10156"
"100436","0","0","0","1","0","12846"
"100437","0","48","53","48","0","10899"
"100438","0","0","0","1","0","11175"
"100443","0","0","0","1","0","11180"
"100444","0","42","46","42","0","10148"
"100445","0","60","0","60","0","9896"
"100446","0","58","0","58","0","10538"
"100447","0","54","0","54","0","10479"
"100451","0","26","31","26","0","120"
"100452","0","36","40","36","0","8402"
"100453","0","52","57","52","0","9840"
"100458","0","22","0","22","0","8166"
"100459","0","46","51","46","0","10963"
"100460","0","52","57","52","0","10964"
"100463","0","54","0","54","0","9908"
"100469","0","54","0","54","0","10170"
"100472","0","0","0","1","0","11170"
"100473","0","36","0","36","0","9007"
"100474","0","48","53","48","0","10413"
"100476","0","50","59","50","0","10139"
"100484","0","54","0","54","0","9830"
"100485","0","58","0","58","0","9881"
"100487","0","50","0","50","0","9884"
"100488","0","60","65","60","0","10140"
"100491","0","58","63","58","0","10965"
"100493","0","10","0","10","0","9035"
"100497","0","52","0","52","0","10442"
"100499","0","36","0","36","0","8721"
"100500","0","26","31","26","0","9472"
"100501","0","32","37","32","0","9473"
"100502","0","38","43","38","0","9474"
"100507","0","46","51","46","0","10622"
"100508","0","52","57","52","0","9834"
"100516","0","40","49","40","0","10138"
"100518","0","46","0","46","0","9829"
"100519","0","52","56","52","0","10206"
"100520","0","46","51","46","0","10328"
"100521","0","60","69","60","0","10961"
"100523","0","42","0","42","0","10169"
"100524","0","38","43","38","0","10391"
"100525","0","44","49","44","0","10392"
"100526","0","58","62","58","0","10207"
"100528","0","0","0","1","0","12953"
"100530","0","58","64","58","0","9876"
"100533","0","40","45","40","0","10447"
"100534","0","38","0","38","0","10278"
"100536","0","30","40","30","0","9579"
"100537","0","60","65","60","0","10901"
"100538","0","40","0","40","0","10059"
"100539","0","40","0","40","0","10060"
"100546","0","60","65","60","0","9858"
"100547","0","0","0","1","0","11103"
"100549","0","12","17","12","0","705"
"100550","0","44","0","44","0","9754"
"100553","0","60","0","60","0","10952"
"100555","0","44","49","44","0","10312"
"100562","0","52","57","52","0","10313"
"100563","0","60","65","60","0","10314"
"100568","0","38","46","38","0","10456"
"100572","0","50","0","50","0","10310"
"100574","0","56","66","56","0","10157"
"100575","0","36","0","36","0","9005"
"100577","0","60","0","60","0","9885"
"100579","0","50","0","50","0","9880"
"100580","0","0","0","1","0","11108"
"100582","0","48","53","48","0","10395"
"100585","0","42","51","42","0","10144"
"100589","0","54","59","54","0","10329"
"100592","0","54","59","54","0","10230"
"100595","0","0","0","1","0","11207"
"100603","0","58","0","58","0","11730"
"100608","0","0","0","1","0","11115"
"100611","0","0","0","1","0","11210"
"100612","0","60","65","60","0","10414"
"100615","0","46","0","46","0","11604"
"100617","0","42","0","42","0","10613"
"100621","0","52","0","52","0","11315"
"100623","0","40","46","40","0","11426"
"100625","0","0","0","1","0","12359"
"100626","0","36","42","36","0","12523"
"100629","0","20","24","20","0","11366"
"100630","0","0","0","2","0","11367"
"100633","0","52","0","52","0","10953"
"100636","0","48","0","48","0","10526"
"100641","0","0","0","1","0","11222"
"100642","0","52","0","52","0","10614"
"100645","0","48","53","48","0","11762"
"100646","0","58","63","58","0","11763"
"100653","0","0","0","1","0","11247"
"100658","0","54","0","54","0","11605"
"100663","0","32","41","32","0","11549"
"100666","0","52","57","52","0","10946"
"100667","0","0","0","1","0","11185"
"100672","0","58","0","58","0","11581"
"100674","0","46","0","46","0","11596"
"100675","0","0","0","1","0","12606"
"100679","0","50","60","50","0","10941"
"100680","0","0","0","52","0","11342"
"100683","0","0","0","44","0","11341"
"100684","0","0","0","1","0","28595"
"100685","0","42","0","42","0","11314"
"100688","0","0","0","1","0","12351"
"100689","0","0","0","1","0","12353"
"100691","0","0","0","1","0","11071"
"100694","0","0","0","1","0","11190"
"100695","0","54","64","54","0","11684"
"100696","0","56","0","56","0","11198"
"100697","0","0","0","1","0","11070"
"100698","0","60","70","60","0","10938"
"100699","0","0","0","1","0","12496"
"100701","0","46","50","46","0","10205"
"100702","0","60","70","60","0","10942"
"100705","0","0","0","1","0","11069"
"100708","0","0","0","1","0","11232"
"100710","0","52","62","52","0","11303"
"100711","0","58","0","58","0","11305"
"100717","0","46","51","46","0","10472"
"100718","0","60","0","60","0","11585"
"100720","0","0","0","2","0","11368"
"100722","0","58","0","58","0","11597"
"100723","0","0","0","1","0","11213"
"100724","0","0","0","1","0","12598"
"100726","0","0","0","1","0","12281"
"100736","0","0","0","1","0","11252"
"100737","0","56","0","56","0","11567"
"100738","0","44","0","44","0","11279"
"100741","0","46","0","46","0","11578"
"100745","0","40","0","40","0","11129"
"100747","0","52","0","52","0","11280"
"100749","0","0","0","1","0","11078"
"100755","0","56","61","56","0","10605"
"100756","0","0","0","1","0","12497"
"100759","0","56","0","56","0","10497"
"100760","0","52","62","52","0","9892"
"100761","0","52","57","52","0","10448"
"100767","0","48","52","48","0","10273"
"100772","0","10","0","10","0","12486"
"100773","0","44","49","44","0","10927"
"100774","0","50","58","50","0","10486"
"100776","0","56","60","56","0","10274"
"100782","0","50","55","50","0","10928"
"100788","0","0","0","1","0","11165"
"100789","0","0","0","1","0","11094"
"100790","0","58","0","58","0","10894"
"100794","0","40","45","40","0","7811"
"100798","0","0","0","1","0","11120"
"100799","0","30","39","30","0","10291"
"100801","0","30","0","30","0","10595"
"100802","0","0","0","1","0","11151"
"100803","0","40","45","40","0","10874"
"100805","0","48","53","48","0","10875"
"100806","0","0","0","1","0","12848"
"100807","0","60","0","60","0","10438"
"100808","0","0","0","60","0","11343"
"100810","0","58","0","58","0","10428"
"100811","0","50","0","50","0","10437"
"100816","0","42","51","42","0","11739"
"100819","0","36","0","36","0","10495"
"100820","0","0","0","1","0","11255"
"100821","0","58","70","58","0","10912"
"100823","0","44","0","44","0","10909"
"100828","0","60","0","60","0","10463"
"100830","0","40","0","40","0","11733"
"100831","0","56","0","56","0","10627"
"100832","0","46","0","46","0","10881"
"100833","0","52","57","52","0","10467"
"100834","0","0","0","1","0","28594"
"100835","0","60","0","60","0","10955"
"100836","0","56","0","56","0","11300"
"100842","0","60","65","60","0","10468"
"100844","0","44","0","44","0","10407"
"100845","0","42","0","42","0","10888"
"100847","0","58","63","58","0","10947"
"100852","0","40","0","40","0","11417"
"100853","0","52","0","52","0","10326"
"100857","0","40","0","40","0","11608"
"100861","0","54","59","54","0","10623"
"100866","0","46","0","46","0","10586"
"100868","0","44","49","44","0","10466"
"100869","0","4","0","4","0","702"
"100879","0","54","0","54","0","10408"
"100880","0","56","61","56","0","10929"
"100882","0","44","49","44","0","10915"
"100883","0","50","55","50","0","10916"
"100884","0","40","0","40","0","11418"
"100885","0","50","0","50","0","11419"
"100888","0","46","51","46","0","10933"
"100891","0","56","61","56","0","10917"
"100893","0","0","0","1","0","11242"
"100900","0","10","19","10","0","10290"
"100901","0","34","0","34","0","10880"
"100903","0","42","0","42","0","10537"
"100907","0","60","0","60","0","10601"
"100909","0","20","0","20","0","12472"
"100910","0","56","61","56","0","10876"
"100911","0","54","59","54","0","10934"
"100912","0","0","0","1","0","11100"
"100914","0","56","0","56","0","10890"
"100916","0","50","0","50","0","10893"
"100918","0","0","0","1","0","11119"
"100919","0","48","0","48","0","11299"
"100921","0","50","59","50","0","10960"
"100924","0","0","0","1","0","11160"
"100926","0","0","0","1","0","12399"
"100927","0","0","0","1","0","12284"
"100928","0","0","0","1","0","12400"
"100929","0","0","0","1","0","12287"
"100930","0","48","0","48","0","11712"
"100932","0","10","0","10","0","12536"
"100938","0","0","0","1","0","12701"
"100940","0","0","0","1","0","12297"
"100941","0","40","0","40","0","12294"
"100942","0","0","0","1","0","12763"
"100947","0","38","0","38","0","11711"
"100952","0","40","0","40","0","11565"
"100955","0","0","0","1","0","12327"
"100960","0","48","0","48","0","11566"
"100961","0","0","0","1","0","12697"
"100966","0","0","0","1","0","12876"
"100968","0","0","0","1","0","12296"
"100969","0","0","0","1","0","12574"
"100970","0","0","0","1","0","12303"
"100971","0","0","0","1","0","12308"
"100972","0","0","0","1","0","12569"
"100974","0","0","0","1","0","12810"
"100978","0","0","0","1","0","12321"
"100979","0","0","0","1","0","12322"
"100980","0","0","0","1","0","12577"
"100982","0","0","0","1","0","12300"
"100983","0","0","0","1","0","12302"
"100984","0","0","0","1","0","12319"
"100985","0","0","0","1","0","12475"
"100987","0","44","49","44","0","11703"
"100992","0","0","0","20","0","12678"
"100995","0","48","58","48","0","10937"
"100998","0","0","0","1","0","12340"
"100999","0","0","0","1","0","12341"
"101002","0","0","0","1","0","12703"
"101003","0","0","0","1","0","12781"
"101005","0","0","0","1","0","12849"
"101006","0","44","56","44","0","11725"
"101007","0","26","0","26","0","10298"
"101008","0","36","0","36","0","10299"
"101009","0","0","0","1","0","12488"
"101010","0","0","0","1","0","12489"
"101011","0","0","0","1","0","12357"
"101017","0","0","0","1","0","12762"
"101018","0","46","0","46","0","11729"
"101019","0","48","0","48","0","11580"
"101025","0","0","0","1","0","12342"
"101026","0","52","61","52","0","11551"
"101027","0","0","0","1","0","12301"
"101028","0","0","0","1","0","12751"
"101029","0","0","0","1","0","12752"
"101030","0","0","0","1","0","13043"
"101032","0","46","51","46","0","10945"
"101033","0","0","0","1","0","12950"
"101035","0","0","0","1","0","12323"
"101039","0","44","49","44","0","11671"
"101040","0","10","0","10","0","12485"
"101042","0","0","0","1","0","12753"
"101043","0","10","0","10","0","12355"
"101044","0","0","0","1","0","11124"
"101045","0","44","0","44","0","11778"
"101046","0","58","63","58","0","11678"
"101047","0","0","0","1","0","12665"
"101048","0","0","0","1","0","12750"
"101050","0","0","0","1","0","12677"
"101055","0","42","51","42","0","11550"
"101056","0","0","0","1","0","12467"
"101058","0","0","0","1","0","12803"
"101059","0","0","0","1","0","12804"
"101060","0","0","0","1","0","12349"
"101061","0","32","0","32","0","11564"
"101067","0","0","0","1","0","12852"
"101069","0","0","0","1","0","12286"
"101071","0","0","0","1","0","12695"
"101073","0","0","0","1","0","12292"
"101074","0","0","0","1","0","12350"
"101077","0","0","0","1","0","12313"
"101078","0","0","0","1","0","12317"
"101079","0","0","0","1","0","12318"
"101082","0","42","52","42","0","11683"
"101083","0","58","0","58","0","11713"
"101084","0","0","0","1","0","12469"
"101087","0","0","0","1","0","12282"
"101088","0","44","0","44","0","11600"
"101089","0","0","0","1","0","12163"
"101091","0","0","0","1","0","12324"
"101094","0","0","0","1","0","12473"
"101098","0","0","0","1","0","12659"
"101100","0","42","48","42","0","12524"
"101104","0","0","0","1","0","12696"
"101107","0","0","0","1","0","12789"
"101112","0","50","0","50","0","11573"
"101113","0","60","0","60","0","11574"
"101114","0","52","0","52","0","11708"
"101116","0","0","0","1","0","11189"
"101117","0","54","0","54","0","11601"
"101121","0","52","59","52","0","11740"
"101122","0","50","0","50","0","11734"
"101123","0","60","0","60","0","11735"
"101124","0","0","0","1","0","12500"
"101125","0","0","0","1","0","12501"
"101126","0","0","0","1","0","12503"
"101128","0","40","45","40","0","11665"
"101133","0","0","0","1","0","12672"
"101139","0","0","0","1","0","12358"
"101140","0","0","0","1","0","12360"
"101141","0","30","36","30","0","12522"
"101142","0","44","54","44","0","11555"
"101143","0","0","0","1","0","12575"
"101144","0","46","0","46","0","11289"
"101147","0","44","0","44","0","11770"
"101149","0","54","0","54","0","11294"
"101150","0","58","68","58","0","11785"
"101151","0","0","0","1","0","12378"
"101153","0","52","57","52","0","11660"
"101154","0","54","0","54","0","11290"
"101156","0","0","0","1","0","11080"
"101157","0","0","0","1","0","11237"
"101159","0","40","0","40","0","11572"
"101163","0","20","0","20","0","12051"
"101165","0","60","65","60","0","11661"
"101166","0","50","55","50","0","11667"
"101167","0","60","65","60","0","11668"
"101171","0","44","0","44","0","11584"
"101173","0","40","0","40","0","11416"
"101175","0","60","65","60","0","11775"
"101176","0","44","49","44","0","11659"
"101177","0","54","59","54","0","11672"
"101178","0","0","0","1","0","12487"
"101179","0","0","0","1","0","12502"
"101180","0","0","0","1","0","12320"
"101181","0","0","0","54","0","11358"
"101185","0","0","0","1","0","12285"
"101186","0","0","0","1","0","12289"
"101187","0","52","0","52","0","11694"
"101188","0","60","0","60","0","11695"
"101189","0","46","51","46","0","11677"
"101191","0","58","70","58","0","11726"
"101193","0","50","0","50","0","11609"
"101194","0","0","0","1","0","11083"
"101195","0","0","0","1","0","12312"
"101196","0","0","0","1","0","12785"
"101198","0","44","0","44","0","11693"
"101202","0","34","44","34","0","11554"
"101203","0","0","0","1","0","12812"
"101206","0","24","30","24","0","12505"
"101207","0","10","0","10","0","12494"
"101208","0","46","56","46","0","11688"
"101210","0","56","66","56","0","11689"
"101211","0","46","0","46","0","11784"
"101213","0","54","0","54","0","11771"
"101214","0","40","0","40","0","13159"
"101215","0","50","0","50","0","11268"
"101216","0","0","0","1","0","12700"
"101219","0","0","0","1","0","12666"
"101226","0","54","59","54","0","11704"
"101228","0","0","0","46","0","11357"
"101230","0","48","54","48","0","12525"
"101231","0","54","60","54","0","12526"
"101233","0","46","0","46","0","11197"
"101235","0","0","0","1","0","13046"
"101238","0","46","0","46","0","11293"
"101239","0","36","46","36","0","11687"
"101240","0","46","0","46","0","11721"
"101245","0","60","0","60","0","11780"
"101253","0","52","0","52","0","11675"
"101257","0","56","0","56","0","11717"
"101261","0","50","55","50","0","11774"
"101264","0","0","0","1","0","12783"
"101265","0","0","0","1","0","12592"
"101266","0","0","0","1","0","12043"
"101268","0","0","0","1","0","12784"
"101269","0","54","64","54","0","11556"
"101271","0","58","0","58","0","11269"
"101274","0","60","0","60","0","11722"
"101275","0","0","0","1","0","12576"
"101276","0","42","0","42","0","11707"
"101277","0","0","0","1","0","12765"
"101280","0","0","0","1","0","12761"
"101281","0","0","0","1","0","12969"
"101283","0","0","0","1","0","12338"
"101287","0","0","0","1","0","12970"
"101288","0","0","0","1","0","12799"
"101291","0","0","0","1","0","12290"
"101292","0","42","0","42","0","13553"
"101293","0","0","0","1","0","12815"
"101297","0","0","0","1","0","12605"
"101299","0","52","58","52","0","13032"
"101300","0","58","64","58","0","13033"
"101303","0","0","0","1","0","12329"
"101304","0","0","0","1","0","12330"
"101308","0","0","0","1","0","12299"
"101309","0","0","0","1","0","12339"
"101314","0","0","0","1","0","12788"
"101321","0","0","0","1","0","12328"
"101323","0","30","0","30","0","12809"
"101331","0","0","0","1","0","12295"
"101333","0","44","50","44","0","13019"
"101338","0","50","0","50","0","11719"
"101340","0","50","0","50","0","11420"
"101342","0","0","0","1","0","12764"
"101344","0","0","0","1","0","13804"
"101349","0","60","0","60","0","11281"
"101353","0","50","59","50","0","15631"
"101357","0","20","0","20","0","13896"
"101362","0","38","0","38","0","14267"
"101365","0","42","0","42","0","11267"
"101369","0","0","0","1","0","12811"
"101370","0","0","0","1","0","12813"
"101371","0","0","0","1","0","12814"
"101373","0","0","0","1","0","12797"
"101374","0","0","0","1","0","12800"
"101375","0","30","39","30","0","15629"
"101379","0","0","0","1","0","12886"
"101381","0","0","0","1","0","12985"
"101383","0","54","0","54","0","14290"
"101386","0","0","0","1","0","12834"
"101388","0","30","0","30","0","14269"
"101389","0","44","0","44","0","14270"
"101390","0","58","0","58","0","14271"
"101393","0","10","0","10","0","13165"
"101394","0","58","63","58","0","10161"
"101396","0","10","0","10","0","13481"
"101398","0","0","0","1","0","13805"
"101399","0","0","0","1","0","13806"
"101400","0","0","0","1","0","13807"
"101407","0","16","0","16","0","14261"
"101409","0","0","0","1","0","12818"
"101411","0","54","60","54","0","14315"
"101415","0","60","0","60","0","12826"
"101416","0","0","0","1","0","12311"
"101417","0","0","0","1","0","12298"
"101418","0","0","0","1","0","12463"
"101420","0","0","0","1","0","12945"
"101421","0","0","0","1","0","12879"
"101424","0","0","0","48","0","13229"
"101428","0","0","0","1","0","12836"
"101429","0","20","0","20","0","12824"
"101430","0","0","0","1","0","12519"
"101433","0","0","0","1","0","12490"
"101434","0","0","0","1","0","12972"
"101437","0","60","0","60","0","11286"
"101439","0","0","0","1","0","12571"
"101440","0","46","0","46","0","11285"
"101442","0","0","0","1","0","12842"
"101447","0","52","0","52","0","11779"
"101449","0","0","0","1","0","12837"
"101450","0","0","0","1","0","12841"
"101451","0","0","0","1","0","12702"
"101453","0","46","51","46","0","11699"
"101455","0","0","0","1","0","12668"
"101457","0","10","0","10","0","12798"
"101458","0","0","0","1","0","12971"
"101460","0","0","0","1","0","12807"
"101461","0","0","0","1","0","13002"
"101462","0","48","0","48","0","11297"
"101464","0","0","0","1","0","12959"
"101465","0","0","0","1","0","12960"
"101469","0","0","0","1","0","12982"
"101473","0","0","0","1","0","12838"
"101475","0","0","0","1","0","12398"
"101482","0","0","0","1","0","12839"
"101484","0","0","0","1","0","12973"
"101485","0","0","0","1","0","12704"
"101487","0","99","0","99","0","12654"
"101488","0","60","0","60","0","14268"
"101490","0","40","49","40","0","15630"
"101491","0","58","0","58","0","13555"
"101496","0","0","0","1","0","13045"
"101497","0","50","60","50","0","11767"
"101498","0","20","0","20","0","26064"
"101499","0","30","0","30","0","13161"
"101500","0","4","0","4","0","13163"
"101503","0","0","0","1","0","12726"
"101505","0","1","0","1","0","12484"
"101506","0","60","69","60","0","15632"
"101507","0","0","0","1","0","12658"
"101508","0","0","0","1","0","12676"
"101509","0","0","0","1","0","12840"
"101515","0","36","42","36","0","13018"
"101518","0","0","0","1","0","12725"
"101520","0","0","0","1","0","12856"
"101522","0","42","52","42","0","11681"
"101523","0","52","0","52","0","11400"
"101526","0","54","59","54","0","11700"
"101527","0","52","58","52","0","13020"
"101528","0","60","66","60","0","13021"
"101529","0","34","0","34","0","13552"
"101532","0","0","0","1","0","12999"
"101533","0","38","48","38","0","11766"
"101535","0","0","0","1","0","12711"
"101536","0","0","0","1","0","12727"
"101538","0","0","0","1","0","12958"
"101545","0","0","0","1","0","12847"
"101546","0","0","0","1","0","12967"
"101550","0","0","0","1","0","13001"
"101552","0","0","0","1","0","12878"
"101553","0","0","0","1","0","12663"
"101554","0","0","0","1","0","12664"
"101556","0","0","0","1","0","12835"
"101563","0","0","0","40","0","13228"
"101564","0","0","0","1","0","12853"
"101566","0","46","52","46","0","13031"
"101567","0","0","0","1","0","12464"
"101574","0","0","0","1","0","12518"
"101578","0","0","0","56","0","13230"
"101579","0","0","0","1","0","13000"
"101580","0","60","69","60","0","28609"
"101582","0","0","0","1","0","12862"
"101584","0","36","43","36","0","14284"
"101591","0","34","44","34","0","14272"
"101597","0","52","0","52","0","13543"
"101601","0","0","0","1","0","13803"
"101602","0","46","0","46","0","14279"
"101603","0","28","0","28","0","13809"
"101604","0","44","51","44","0","14285"
"101605","0","36","42","36","0","14299"
"101606","0","46","52","46","0","14300"
"101607","0","0","0","1","0","13961"
"101609","0","56","0","56","0","14280"
"101610","0","0","0","1","0","12983"
"101611","0","0","0","1","0","12984"
"101616","0","0","0","1","0","14195"
"101619","0","0","0","1","0","13706"
"101620","0","0","0","1","0","13960"
"101621","0","52","59","52","0","14286"
"101622","0","30","0","30","0","13819"
"101625","0","58","0","58","0","14325"
"101629","0","0","0","1","0","12877"
"101633","0","16","22","16","0","13797"
"101635","0","60","66","60","0","15261"
"101638","0","56","62","56","0","14301"
"101639","0","0","0","1","0","13802"
"101640","0","36","42","36","0","15264"
"101642","0","44","50","44","0","14316"
"101643","0","60","70","60","0","14921"
"101646","0","60","67","60","0","14287"
"101647","0","30","0","30","0","14288"
"101648","0","42","0","42","0","14289"
"101649","0","0","0","1","0","13964"
"101652","0","50","55","50","0","15207"
"101653","0","0","0","1","0","13800"
"101654","0","30","0","30","0","14326"
"101656","0","30","36","30","0","15263"
"101658","0","46","0","46","0","14327"
"101660","0","0","0","1","0","13801"
"101667","0","0","0","1","0","13962"
"101675","0","60","0","60","0","13544"
"101676","0","34","40","34","0","13813"
"101681","0","8","0","8","0","14260"
"101684","0","48","58","48","0","14273"
"101685","0","20","29","20","0","14274"
"101686","0","26","32","26","0","14298"
"101689","0","34","40","34","0","13812"
"101691","0","16","22","16","0","13795"
"101694","0","40","50","40","0","14919"
"101695","0","12","19","12","0","14281"
"101701","0","0","0","1","0","12712"
"101702","0","36","0","36","0","15107"
"101703","0","40","0","40","0","14310"
"101704","0","0","0","1","0","12975"
"101705","0","0","0","1","0","12976"
"101712","0","12","17","12","0","592"
"101714","0","10","16","10","0","13908"
"101715","0","0","0","1","0","13707"
"101719","0","0","0","1","0","12961"
"101720","0","0","0","1","0","12962"
"101721","0","0","0","1","0","12963"
"101722","0","36","42","36","0","14303"
"101726","0","0","0","1","0","13709"
"101727","0","0","0","1","0","13048"
"101728","0","0","0","1","0","12964"
"101736","0","50","0","50","0","14294"
"101741","0","0","0","1","0","12858"
"101743","0","60","0","60","0","14311"
"101744","0","44","50","44","0","14314"
"101751","0","0","0","1","0","13968"
"101752","0","0","0","1","0","12867"
"101753","0","0","0","1","0","13047"
"101755","0","8","0","8","0","118"
"101757","0","0","0","1","0","12860"
"101758","0","46","52","46","0","14304"
"101759","0","0","0","1","0","13967"
"101762","0","0","0","1","0","12714"
"101763","0","0","0","1","0","12724"
"101764","0","0","0","1","0","12861"
"101768","0","0","0","32","0","13220"
"101774","0","50","0","50","0","13554"
"101775","0","40","0","40","0","12825"
"101777","0","0","0","1","0","12857"
"101780","0","0","0","1","0","13966"
"101785","0","0","0","1","0","12855"
"101788","0","0","0","1","0","12974"
"101790","0","44","0","44","0","13542"
"101793","0","56","62","56","0","14305"
"101794","0","0","0","1","0","12713"
"101795","0","40","0","40","0","14264"
"101796","0","48","0","48","0","14265"
"101797","0","56","0","56","0","14266"
"101798","0","0","0","1","0","14193"
"101799","0","0","0","1","0","14194"
"101800","0","26","32","26","0","14302"
"101802","0","0","0","1","0","12723"
"101804","0","26","0","26","0","13551"
"101812","0","0","0","1","0","12966"
"101813","0","0","0","1","0","12968"
"101814","0","10","0","10","0","13549"
"101815","0","18","0","18","0","13550"
"101817","0","24","0","24","0","14262"
"101818","0","32","0","32","0","14263"
"101827","0","40","50","40","0","14818"
"101828","0","50","60","50","0","14819"
"101832","0","22","0","22","0","14323"
"101842","0","60","66","60","0","18809"
"101845","0","0","0","1","0","15052"
"101846","0","0","0","1","0","15053"
"101852","0","20","0","20","0","14183"
"101853","0","0","0","1","0","13877"
"101857","0","56","61","56","0","15208"
"101860","0","0","0","60","0","14927"
"101864","0","0","0","1","0","14190"
"101865","0","60","65","60","0","28612"
"101871","0","56","0","56","0","15112"
"101877","0","20","26","20","0","15237"
"101886","0","18","0","18","0","14318"
"101887","0","28","0","28","0","14319"
"101889","0","46","0","46","0","15111"
"101894","0","1","0","1","0","25997"
"101901","0","40","0","40","0","14324"
"101902","0","0","0","1","0","14186"
"101904","0","20","27","20","0","14282"
"101918","0","0","0","30","0","14924"
"101919","0","0","0","40","0","14925"
"101920","0","42","48","42","0","15265"
"101925","0","28","35","28","0","14283"
"101928","0","58","0","58","0","14322"
"101931","0","60","69","60","0","28610"
"101933","0","0","0","20","0","14923"
"101934","0","0","0","50","0","14926"
"101938","0","0","0","1","0","15047"
"101940","0","38","0","38","0","14320"
"101941","0","0","0","1","0","13963"
"101942","0","0","0","10","0","14922"
"101953","0","0","0","1","0","13969"
"101956","0","30","35","30","0","7810"
"101960","0","0","0","1","0","16252"
"101971","0","54","60","54","0","14317"
"102001","0","0","0","1","0","16538"
"102007","0","60","0","60","0","14296"
"102028","0","10","20","10","0","14916"
"102030","0","16","22","16","0","7812"
"102035","0","0","0","1","0","16539"
"102036","0","48","54","48","0","15266"
"102037","0","54","60","54","0","15267"
"102047","0","48","0","48","0","14321"
"102052","0","20","25","20","0","7809"
"102066","0","58","0","58","0","14295"
"102079","0","20","0","20","0","7814"
"102080","0","28","0","28","0","7815"
"102091","0","0","0","1","0","16540"
"102111","0","36","42","36","0","15431"
"102124","0","30","40","30","0","14752"
"102161","0","16","26","16","0","1966"
"102174","0","24","30","24","0","15262"
"102177","0","28","36","28","0","17311"
"102183","0","34","44","34","0","7813"
"102184","0","54","64","54","0","11682"
"102187","0","0","0","1","0","16541"
"102188","0","0","0","1","0","16542"
"102200","0","55","0","55","0","16698"
"102219","0","16","21","16","0","8102"
"102220","0","34","38","34","0","8445"
"102224","0","44","52","44","0","16315"
"102234","0","10","0","10","0","16689"
"102238","0","58","0","58","0","17348"
"102240","0","0","0","1","0","16763"
"102250","0","0","0","1","0","16272"
"102257","0","0","0","1","0","16273"
"102258","0","0","0","1","0","16274"
"102264","0","0","0","1","0","16306"
"102265","0","0","0","1","0","16307"
"102266","0","0","0","1","0","16308"
"102268","0","30","0","30","0","16511"
"102270","0","26","32","26","0","17850"
"102274","0","34","42","34","0","16314"
"102276","0","40","0","40","0","17266"
"102277","0","55","65","55","0","16697"
"102288","0","0","0","1","0","16309"
"102310","0","60","0","60","0","17728"
"102316","0","1","0","0","0","16268"
"102317","0","54","62","54","0","16316"
"102319","0","24","0","24","0","17264"
"102326","0","32","0","32","0","17265"
"102327","0","0","0","1","0","16769"
"102328","0","0","0","1","0","16770"
"102330","0","0","0","1","0","16188"
"102336","0","40","0","40","0","16190"
"102352","0","46","54","46","0","16341"
"102375","0","58","65","58","0","16356"
"102383","0","60","68","60","0","16362"
"102397","0","20","28","20","0","15407"
"102399","0","56","64","56","0","16342"
"102420","0","28","34","28","0","15430"
"102427","0","56","0","56","0","17261"
"102428","0","8","0","8","0","17262"
"102432","0","30","0","30","0","20218"
"102435","0","48","0","48","0","16813"
"102436","0","40","0","40","0","16832"
"102446","0","32","0","32","0","17258"
"102447","0","48","58","48","0","17751"
"102454","0","38","0","38","0","16812"
"102456","0","36","46","36","0","17750"
"102457","0","0","0","1","0","16283"
"102458","0","0","0","1","0","16284"
"102459","0","46","0","46","0","17347"
"102464","0","1","0","1","0","16827"
"102466","0","0","0","1","0","16299"
"102478","0","16","0","16","0","17263"
"102484","0","18","24","18","0","17767"
"102486","0","40","46","40","0","18869"
"102494","0","48","54","48","0","18870"
"102506","0","20","0","20","0","16979"
"102527","0","1","0","1","0","15286"
"102530","0","30","0","30","0","17390"
"102531","0","0","0","1","0","16166"
"102536","0","16","0","16","0","16829"
"102537","0","50","56","50","0","17853"
"102548","0","0","0","1","0","16765"
"102552","0","48","0","48","0","17267"
