ID,SpellID,RequiredTotemCategoryID_0,RequiredTotemCategoryID_1,Totem_0,Totem_1
15022,32872,0,0,20824,0
15023,32873,0,0,20824,0
15024,32874,0,0,20824,0
15025,32167,4,0,0,0
15026,32655,13,0,0,0
15027,32656,13,0,0,0
15028,32657,13,0,0,0
15029,32178,0,0,20815,0
15030,32179,0,0,20815,0
15031,32678,1,0,0,0
15032,32765,12,0,0,0
15033,32606,11,0,0,0
15034,32766,12,0,0,0
15035,33017,0,0,5060,0
15036,33990,41,0,0,0
15037,33991,9,0,0,0
15038,33992,41,0,0,0
15039,33993,9,0,0,0
15040,33994,62,0,0,0
15041,33995,41,0,0,0
15042,33570,2,0,0,0
15043,33996,41,0,0,0
15044,33997,62,0,0,0
15045,33999,62,0,0,0
15046,34069,0,0,20824,0
15047,34001,9,0,0,0
15048,34002,9,0,0,0
15049,34003,41,0,0,0
15050,34004,41,0,0,0
15051,34005,62,0,0,0
15052,34006,62,0,0,0
15053,34079,3,0,0,0
15054,34007,62,0,0,0
15055,34008,62,0,0,0
15056,34009,41,0,0,0
15057,34010,62,0,0,0
15058,33775,4,0,0,0
15059,34983,13,0,0,0
15060,34529,13,0,0,0
15061,34530,13,0,0,0
15062,34533,13,0,0,0
15063,34534,13,0,0,0
15064,34535,13,0,0,0
15065,34537,13,0,0,0
15066,34538,13,0,0,0
15067,34540,13,0,0,0
15068,34541,13,0,0,0
15069,34542,13,0,0,0
15070,34543,13,0,0,0
15071,34544,13,0,0,0
15072,34545,13,0,0,0
15073,34546,13,0,0,0
15074,34547,13,0,0,0
15075,34548,13,0,0,0
15076,34955,0,0,20815,0
15077,34959,0,0,20815,0
15078,34960,0,0,20815,0
15079,34961,0,0,20815,0
15080,34590,0,0,20824,0
15081,34979,13,0,0,0
15082,34981,13,0,0,0
15083,34982,13,0,0,0
15084,36256,13,0,0,0
15085,36257,13,0,0,0
15086,36258,13,0,0,0
15087,36259,13,0,0,0
15088,36260,13,0,0,0
15089,36261,13,0,0,0
15090,36262,13,0,0,0
15091,36263,13,0,0,0
15092,36523,0,0,20815,0
15093,36524,0,0,20815,0
15094,36525,0,0,20815,0
15095,36526,0,0,20815,0
15096,36122,13,0,0,0
15097,36124,13,0,0,0
15098,36125,13,0,0,0
15099,36126,13,0,0,0
15100,36128,13,0,0,0
15101,36129,13,0,0,0
15102,36130,13,0,0,0
15103,36131,13,0,0,0
15104,36133,13,0,0,0
15105,36134,13,0,0,0
15106,36135,13,0,0,0
15107,36389,13,0,0,0
15108,36390,13,0,0,0
15109,36391,13,0,0,0
15110,36392,13,0,0,0
15111,36136,13,0,0,0
15112,36137,13,0,0,0
15113,37855,0,0,20815,0
15114,36954,13,14,0,0
15115,36955,13,14,0,0
15116,37890,6,0,0,0
15117,37818,0,0,20815,0
15118,37371,4,0,0,0
15119,38236,4,0,0,0
15120,38445,4,0,0,0
15121,38449,4,0,0,0
15122,38175,0,0,20815,0
15123,38473,13,0,0,0
15124,38115,2,0,0,0
15125,38116,4,0,0,0
15126,38475,13,0,0,0
15127,38476,13,0,0,0
15128,38477,13,0,0,0
15129,38478,13,0,0,0
15130,38479,13,0,0,0
15131,38503,0,0,20815,0
15132,38504,0,0,20815,0
15133,38581,4,0,0,0
15134,38068,0,0,31080,0
15135,38304,2,0,0,0
15136,38306,5,0,0,0
15137,39588,4,0,0,0
15138,39730,0,0,20824,0
15139,39731,0,0,20824,0
15140,39732,0,0,20824,0
15141,39733,0,0,20824,0
15142,39734,0,0,20824,0
15143,39735,0,0,20824,0
15144,39963,0,0,20824,0
15145,39589,3,0,0,0
15146,39591,4,0,0,0
15147,39736,0,0,20824,0
15148,39737,0,0,20824,0
15149,39738,0,0,20824,0
15150,39739,0,0,20824,0
15151,39740,0,0,20824,0
15152,39741,0,0,20824,0
15153,39971,13,0,0,0
15154,39742,0,0,20824,0
15155,39895,14,0,0,0
15156,39451,0,0,20824,0
15157,39452,0,0,20824,0
15158,39455,0,0,20824,0
15159,39458,0,0,20824,0
15160,39462,0,0,20824,0
15161,39463,0,0,20824,0
15162,39466,0,0,20824,0
15163,39467,0,0,20824,0
15164,39470,0,0,20824,0
15165,39471,0,0,20824,0
15166,39705,0,0,20824,0
15167,39706,0,0,20824,0
15168,39710,0,0,20824,0
15169,39711,0,0,20824,0
15171,39712,0,0,20824,0
15172,39713,0,0,20824,0
15173,39714,0,0,20824,0
15174,39715,0,0,20824,0
15175,39716,0,0,20824,0
15176,39717,0,0,20824,0
15178,40033,13,0,0,0
15179,39718,0,0,20824,0
15180,39719,0,0,20824,0
15181,39720,0,0,20824,0
15182,39721,0,0,20824,0
15183,39722,0,0,20824,0
15184,39723,0,0,20824,0
15185,40034,13,0,0,0
15186,40035,13,0,0,0
15187,40036,13,0,0,0
15188,39724,0,0,20824,0
15189,39725,0,0,20824,0
15190,39727,0,0,20824,0
15191,39728,0,0,20824,0
15192,39729,0,0,20824,0
15193,39961,0,0,20824,0
15194,40274,14,15,0,0
15195,40514,0,0,20815,0
15196,41307,13,14,0,0
15197,41311,14,15,0,0
15198,41312,14,15,0,0
15199,41314,14,15,0,0
15200,41315,14,15,0,0
15201,41316,14,15,0,0
15202,41317,14,15,0,0
15203,41318,14,15,0,0
15204,41319,14,15,0,0
15205,41320,14,15,0,0
15206,41321,14,15,0,0
15207,41414,0,0,20815,0
15208,41415,0,0,20815,0
15209,41418,0,0,20815,0
15210,41420,0,0,20824,0
15211,41429,0,0,20824,0
15212,41132,13,0,0,0
15213,41133,13,0,0,0
15214,41134,13,0,0,0
15215,41135,13,0,0,0
15216,40658,0,0,32578,0
15217,40659,0,0,32578,0
15218,40741,0,0,32578,0
15219,40660,0,0,32578,0
15220,40661,0,0,32578,0
15221,42662,13,0,0,0
15222,42558,0,0,20824,0
15223,42688,13,0,0,0
15224,42588,0,0,20824,0
15225,42589,0,0,20824,0
15226,42590,0,0,20824,0
15227,43493,0,0,20824,0
15228,42591,0,0,20824,0
15229,42592,0,0,20824,0
15230,42593,0,0,20824,0
15231,42974,63,0,0,0
15232,42613,62,0,0,0
15233,42615,41,0,0,0
15234,42620,41,0,0,0
15235,43549,13,0,0,0
15236,44155,14,13,0,0
15237,44157,14,13,0,0
15238,43846,13,0,0,0
15239,45765,63,0,0,0
15240,44794,0,0,20824,0
15241,43676,14,0,0,0
15242,44383,41,0,0,0
15244,44391,13,14,0,0
15245,46140,13,0,0,0
15246,46141,13,0,0,0
15247,46142,13,0,0,0
15248,46597,0,0,20824,0
15249,46601,0,0,20824,0
15250,46144,13,0,0,0
15251,46775,0,0,20815,0
15252,46776,0,0,20815,0
15253,46777,0,0,20815,0
15254,46778,0,0,20815,0
15255,46779,0,0,20815,0
15256,46803,0,0,20824,0
15257,46106,14,15,0,0
15258,46403,0,0,20824,0
15259,46404,0,0,20824,0
15260,46405,0,0,20824,0
15261,46697,13,14,0,0
15262,46107,14,15,0,0
15263,46108,14,15,0,0
15264,46109,14,15,0,0
15265,46110,14,15,0,0
15266,46111,14,15,0,0
15267,46112,14,15,0,0
15268,47051,62,0,0,0
15269,47053,0,0,20824,0
15270,48789,0,0,20824,0
15271,46113,14,15,0,0
15272,46114,14,15,0,0
15273,46115,14,15,0,0
15274,46116,14,15,0,0
15275,46578,62,0,0,0
15276,47054,0,0,20824,0
15277,47055,0,0,20824,0
15278,47056,0,0,20824,0
15279,46122,0,0,20824,0
15280,46123,0,0,20824,0
15281,46124,0,0,20824,0
15282,46125,0,0,20824,0
15283,46126,0,0,20824,0
15284,46127,0,0,20824,0
15285,46594,41,0,0,0
15292,2062,2,0,0,0
15293,2894,4,0,0,0
15294,3738,3,0,0,0
