Class,Tree,TierID,ColumnIndex,TalentID,RankSpellIDs,RankSpellNames,UsageTag,PlaystyleTags,PrereqTalent0,RequiredSpellID
Paladin,Holy,1,1,1432,20205;20206;20207;20209;20208,Spiritual Focus;Spiritual Focus;Spiritual Focus;Spiritual Focus;Spiritual Focus,talent-passive,utility,0,0
Paladin,Holy,1,2,1463,20224;20225;20330;20331;20332,Improved Seal of Righteousness;Improved Seal of Righteousness;Improved Seal of Righteousness;Improved Seal of Righteousness;Improved Seal of Righteousness,damage,single-target;state-maintenance,0,0
Paladin,Holy,2,0,1444,20237;20238;20239,Healing Light;Healing Light;Healing Light,healing,healing,0,0
Paladin,Holy,2,1,1435,31821,Aura Mastery,talent-passive,utility,0,0
Paladin,Holy,2,2,1443,20234;20235,Improved Lay on Hands;Improved Lay on Hands,talent-passive,utility,0,0
Paladin,Holy,2,3,1628,9453;25836,Unyielding Faith;Unyielding Faith,utility-or-rank,utility,0,0
Paladin,Holy,3,1,1461,20210;20212;20213;20214;20215,Illumination;Illumination;Illumination;Illumination;Illumination,utility-or-rank,utility,0,0
Paladin,Holy,3,2,1446,20244;20245,Improved Blessing of Wisdom;Improved Blessing of Wisdom,talent-passive,utility,0,0
Paladin,Holy,4,0,1742,31822;31823;31824,Pure of Heart;Pure of Heart;Pure of Heart,utility-or-rank,utility,0,0
Paladin,Holy,4,1,1433,20216,Divine Favor,utility-or-rank,utility,1461,0
Paladin,Holy,4,2,1465,20359;20360;20361,Sanctified Light;Sanctified Light;Sanctified Light,utility-or-rank,utility,0,0
Paladin,Holy,5,0,1743,31825;31826,Purifying Power;Purifying Power,talent-passive,utility,0,0
Paladin,Holy,5,2,1627,5923;5924;5925;5926;25829,Holy Power;Holy Power;Holy Power;Holy Power;Holy Power,talent-passive,utility,0,0
Paladin,Holy,6,0,1745,31833;31835;31836,Light's Grace;Light's Grace;Light's Grace,utility-or-rank,utility,0,0
Paladin,Holy,6,1,1502,20473,Holy Shock,utility-or-rank,utility,1433,0
Paladin,Holy,6,2,1744,31828;31829;31830,Blessed Life;Blessed Life;Blessed Life,utility-or-rank,utility,0,0
Paladin,Holy,7,1,1746,31837;31838;31839;31840;31841,Holy Guidance;Holy Guidance;Holy Guidance;Holy Guidance;Holy Guidance,talent-passive,utility,0,0
Paladin,Holy,8,1,1747,31842,Divine Illumination,utility-or-rank,utility,0,0
Paladin,Protection,0,1,1422,20138;20139;20140;20141;20142,Improved Devotion Aura;Improved Devotion Aura;Improved Devotion Aura;Improved Devotion Aura;Improved Devotion Aura,talent-passive,utility,0,0
Paladin,Protection,0,2,1421,20127;20130;20135;20136;20137,Redoubt;Redoubt;Redoubt;Redoubt;Redoubt,utility-or-rank,utility,0,0
Paladin,Protection,1,0,1630,20189;20192;20193,Precision;Precision;Precision,talent-passive,utility,0,0
Paladin,Protection,1,1,1425,20174;20175,Guardian's Favor;Guardian's Favor,utility-or-rank,utility,0,0
Paladin,Protection,1,3,1423,20143;20144;20145;20146;20147,Toughness;Toughness;Toughness;Toughness;Toughness,utility-or-rank,utility,0,0
Paladin,Protection,2,0,1442,20217,Blessing of Kings,utility-or-rank,utility,0,0
Paladin,Protection,2,1,1501,20468;20469;20470,Improved Righteous Fury;Improved Righteous Fury;Improved Righteous Fury,tanking,tanking,0,0
Paladin,Protection,2,2,1424,20148;20149;20150,Shield Specialization;Shield Specialization;Shield Specialization,healing,healing,1421,0
Paladin,Protection,2,3,1629,20096;20097;20098;20099;20100,Anticipation;Anticipation;Anticipation;Anticipation;Anticipation,utility-or-rank,utility,0,0
Paladin,Protection,3,0,1748,31844;31845,Stoicism;Stoicism,utility-or-rank,utility,0,0
Paladin,Protection,3,1,1521,20487;20488;20489,Improved Hammer of Justice;Improved Hammer of Justice;Improved Hammer of Justice,talent-passive,utility,0,0
Paladin,Protection,3,2,1626,20254;20255;20256,Improved Concentration Aura;Improved Concentration Aura;Improved Concentration Aura,talent-passive,utility,0,0
Paladin,Protection,4,0,1749,31846;31847,Spell Warding;Spell Warding,utility-or-rank,utility,0,0
Paladin,Protection,4,1,1431,20911,Blessing of Sanctuary,utility-or-rank,utility,0,0
Paladin,Protection,4,2,1426,20177;20179;20181;20180;20182,Reckoning;Reckoning;Reckoning;Reckoning;Reckoning,utility-or-rank,utility,0,0
Paladin,Protection,5,0,1750,31848;31849,Sacred Duty;Sacred Duty,utility-or-rank,utility,0,0
Paladin,Protection,5,2,1429,20196;20197;20198;20199;20200,One-Handed Weapon Specialization;One-Handed Weapon Specialization;One-Handed Weapon Specialization;One-Handed Weapon Specialization;One-Handed Weapon Specialization,talent-passive,utility,0,0
Paladin,Protection,6,0,1829,41021;41026,Improved Holy Shield;Improved Holy Shield,healing,healing,1430,0
Paladin,Protection,6,1,1430,20925,Holy Shield,healing,healing,1431,0
Paladin,Protection,6,2,1751,31850;31851;31852;31853;31854,Ardent Defender;Ardent Defender;Ardent Defender;Ardent Defender;Ardent Defender,utility-or-rank,utility,0,0
Paladin,Protection,7,2,1753,31858;31859;31860;31861;31862,Combat Expertise;Combat Expertise;Combat Expertise;Combat Expertise;Combat Expertise,utility-or-rank,utility,0,0
Paladin,Protection,8,1,1754,31935,Avenger's Shield,healing,healing,1430,0
Priest,Discipline,0,1,342,14522;14788;14789;14790;14791,Unbreakable Will;Unbreakable Will;Unbreakable Will;Unbreakable Will;Unbreakable Will,utility-or-rank,utility,0,0
Priest,Discipline,0,2,345,14524;14525;14526;14527;14528,Wand Specialization;Wand Specialization;Wand Specialization;Wand Specialization;Wand Specialization,talent-passive,utility,0,0
Priest,Discipline,1,0,352,14523;14784;14785;14786;14787,Silent Resolve;Silent Resolve;Silent Resolve;Silent Resolve;Silent Resolve,utility-or-rank,utility,0,0
Priest,Discipline,1,1,344,14749;14767,Improved Power Word: Fortitude;Improved Power Word: Fortitude,talent-passive,utility,0,0
Priest,Discipline,1,2,343,14748;14768;14769,Improved Power Word: Shield;Improved Power Word: Shield;Improved Power Word: Shield,healing,healing,0,0
Priest,Discipline,1,3,321,14531;14774,Martyrdom;Martyrdom,utility-or-rank,utility,0,0
Priest,Discipline,2,0,1769,33167;33171;33172,Absolution;Absolution;Absolution,utility-or-rank,utility,0,0
Priest,Discipline,2,1,348,14751,Inner Focus,talent-passive,utility,0,0
Priest,Discipline,2,2,347,14521;14776;14777,Meditation;Meditation;Meditation,utility-or-rank,utility,0,0
Priest,Discipline,3,0,346,14747;14770;14771,Improved Inner Fire;Improved Inner Fire;Improved Inner Fire,talent-passive,utility,0,0
Priest,Discipline,3,1,341,14520;14780;14781;14782;14783,Mental Agility;Mental Agility;Mental Agility;Mental Agility;Mental Agility,utility-or-rank,utility,0,0
Priest,Discipline,3,3,350,14750;14772,Improved Mana Burn;Improved Mana Burn,pvp-control,pvp,0,0
Priest,Discipline,4,1,1201,18551;18552;18553;18554;18555,Mental Strength;Mental Strength;Mental Strength;Mental Strength;Mental Strength,utility-or-rank,utility,0,0
Priest,Discipline,4,2,351,14752,Divine Spirit,utility-or-rank,utility,347,0
Priest,Discipline,4,3,1770,33174;33182,Improved Divine Spirit;Improved Divine Spirit,talent-passive,utility,351,0
Priest,Discipline,5,0,1771,33186;33190,Focused Power;Focused Power,talent-passive,utility,0,0
Priest,Discipline,5,2,1202,18544;18547;18548;18549;18550,Force of Will;Force of Will;Force of Will;Force of Will;Force of Will,utility-or-rank,utility,0,0
Priest,Discipline,6,0,1858,45234;45243;45244,Focused Will;Focused Will;Focused Will,talent-passive,utility,0,0
Priest,Discipline,6,1,322,10060,Power Infusion,talent-passive,utility,1201,0
Priest,Discipline,6,2,1773,33201;33202;33203;33204;33205,Reflective Shield;Reflective Shield;Reflective Shield;Reflective Shield;Reflective Shield,healing,healing,0,0
Priest,Discipline,7,1,1772,34908;34909;34910;34911;34912,Enlightenment;Enlightenment;Enlightenment;Enlightenment;Enlightenment,utility-or-rank,utility,0,0
Priest,Discipline,8,1,1774,33206,Pain Suppression,utility-or-rank,utility,0,0
Priest,Holy,0,0,410,14913;15012,Healing Focus;Healing Focus,healing,healing,0,0
Priest,Holy,0,1,406,14908;15020;17191,Improved Renew;Improved Renew;Improved Renew,healing,healing,0,0
Priest,Holy,0,2,401,14889;15008;15009;15010;15011,Holy Specialization;Holy Specialization;Holy Specialization;Holy Specialization;Holy Specialization,talent-passive,utility,0,0
Priest,Holy,1,1,411,27900;27901;27902;27903;27904,Spell Warding;Spell Warding;Spell Warding;Spell Warding;Spell Warding,utility-or-rank,utility,0,0
Priest,Holy,1,2,1181,18530;18531;18533;18534;18535,Divine Fury;Divine Fury;Divine Fury;Divine Fury;Divine Fury,talent-passive,utility,0,0
Priest,Holy,2,0,442,15237,Holy Nova,utility-or-rank,multi-target,0,0
Priest,Holy,2,1,1636,27811;27815;27816,Blessed Recovery;Blessed Recovery;Blessed Recovery,utility-or-rank,utility,0,0
Priest,Holy,2,3,361,14892;15362;15363,Inspiration;Inspiration;Inspiration,utility-or-rank,utility,0,0
Priest,Holy,3,0,1635,27789;27790,Holy Reach;Holy Reach,utility-or-rank,utility,0,0
Priest,Holy,3,1,408,14912;15013;15014,Improved Healing;Improved Healing;Improved Healing,healing,healing,0,0
Priest,Holy,3,2,403,14909;15017,Searing Light;Searing Light,utility-or-rank,utility,1181,0
Priest,Holy,4,0,413,14911;15018,Healing Prayers;Healing Prayers,healing,healing,0,0
Priest,Holy,4,1,1561,20711,Spirit of Redemption,utility-or-rank,utility,0,0
Priest,Holy,4,2,402,14901;15028;15029;15030;15031,Spiritual Guidance;Spiritual Guidance;Spiritual Guidance;Spiritual Guidance;Spiritual Guidance,talent-passive,utility,0,0
Priest,Holy,5,0,1766,33150;33154,Surge of Light;Surge of Light,utility-or-rank,utility,0,0
Priest,Holy,5,2,404,14898;15349;15354;15355;15356,Spiritual Healing;Spiritual Healing;Spiritual Healing;Spiritual Healing;Spiritual Healing,healing,healing,0,0
Priest,Holy,6,0,1768,34753;34859;34860,Holy Concentration;Holy Concentration;Holy Concentration,utility-or-rank,utility,0,0
Priest,Holy,6,1,1637,724,Lightwell,utility-or-rank,utility,1561,0
Priest,Holy,6,2,1765,33142;33145;33146,Blessed Resilience;Blessed Resilience;Blessed Resilience,utility-or-rank,utility,0,0
Priest,Holy,7,1,1767,33158;33159;33160;33161;33162,Empowered Healing;Empowered Healing;Empowered Healing;Empowered Healing;Empowered Healing,healing,healing,0,0
Priest,Holy,8,1,1815,34861,Circle of Healing,healing,healing,0,0
Priest,Shadow,0,1,465,15270;15335;15336;15337;15338,Spirit Tap;Spirit Tap;Spirit Tap;Spirit Tap;Spirit Tap,utility-or-rank,utility,0,0
Priest,Shadow,0,2,464,15268;15323;15324;15325;15326,Blackout;Blackout;Blackout;Blackout;Blackout,utility-or-rank,utility,0,0
Priest,Shadow,1,0,466,15318;15272;15320,Shadow Affinity;Shadow Affinity;Shadow Affinity,utility-or-rank,utility,0,0
Priest,Shadow,1,1,482,15275;15317,Improved Shadow Word: Pain;Improved Shadow Word: Pain,damage,single-target,0,0
Priest,Shadow,1,2,463,15260;15327;15328;15329;15330,Shadow Focus;Shadow Focus;Shadow Focus;Shadow Focus;Shadow Focus,talent-passive,utility,0,0
Priest,Shadow,2,0,542,15392;15448,Improved Psychic Scream;Improved Psychic Scream,talent-passive,utility,0,0
Priest,Shadow,2,1,481,15273;15312;15313;15314;15316,Improved Mind Blast;Improved Mind Blast;Improved Mind Blast;Improved Mind Blast;Improved Mind Blast,damage,single-target,0,0
Priest,Shadow,2,2,501,15407,Mind Flay,damage,single-target,0,0
Priest,Shadow,3,1,483,15274;15311,Improved Fade;Improved Fade,talent-passive,utility,0,0
Priest,Shadow,3,2,881,17322;17323,Shadow Reach;Shadow Reach,utility-or-rank,utility,0,0
Priest,Shadow,3,3,461,15257;15331;15332;15333;15334,Shadow Weaving;Shadow Weaving;Shadow Weaving;Shadow Weaving;Shadow Weaving,utility-or-rank,utility,0,0
Priest,Shadow,4,0,541,15487,Silence,pvp-control,pvp,542,0
Priest,Shadow,4,1,484,15286,Vampiric Embrace,utility-or-rank,utility,0,0
Priest,Shadow,4,2,1638,27839;27840,Improved Vampiric Embrace;Improved Vampiric Embrace,talent-passive,utility,484,0
Priest,Shadow,4,3,1777,33213;33214;33215,Focused Mind;Focused Mind;Focused Mind,damage,single-target,0,0
Priest,Shadow,5,0,1781,14910;33371,Shadow Resilience;Shadow Resilience,utility-or-rank,utility,0,0
Priest,Shadow,5,2,462,15259;15307;15308;15309;15310,Darkness;Darkness;Darkness;Darkness;Darkness,utility-or-rank,utility,0,0
Priest,Shadow,6,1,521,15473,Shadowform,utility-or-rank,state-maintenance,484,0
Priest,Shadow,6,2,1778,33221;33222;33223;33224;33225,Shadow Power;Shadow Power;Shadow Power;Shadow Power;Shadow Power,talent-passive,utility,0,0
Priest,Shadow,7,2,1816,33191;33192;33193;33194;33195,Misery;Misery;Misery;Misery;Misery,utility-or-rank,utility,0,0
Priest,Shadow,8,1,1779,34914,Vampiric Touch,utility-or-rank,utility,521,0
Rogue,Combat,0,0,203,13741;13793;13792,Improved Gouge;Improved Gouge;Improved Gouge,talent-passive,utility,0,0
Rogue,Combat,0,1,201,13732;13863,Improved Sinister Strike;Improved Sinister Strike,damage,single-target,0,0
Rogue,Combat,0,2,186,13712;13788;13789;13790;13791,Lightning Reflexes;Lightning Reflexes;Lightning Reflexes;Lightning Reflexes;Lightning Reflexes,utility-or-rank,utility,0,0
Rogue,Combat,1,0,1827,14165;14166;14167,Improved Slice and Dice;Improved Slice and Dice;Improved Slice and Dice,talent-passive,utility,0,0
Rogue,Combat,1,1,187,13713;13853;13854;13855;13856,Deflection;Deflection;Deflection;Deflection;Deflection,utility-or-rank,utility,0,0
Rogue,Combat,1,2,181,13705;13832;13843;13844;13845,Precision;Precision;Precision;Precision;Precision,talent-passive,utility,0,0
Rogue,Combat,2,0,204,13742;13872,Endurance;Endurance,utility-or-rank,utility,0,0
Rogue,Combat,2,1,301,14251,Riposte,utility-or-rank,utility,187,0
Rogue,Combat,2,3,222,13743;13875,Improved Sprint;Improved Sprint,talent-passive,utility,0,0
Rogue,Combat,3,0,206,13754;13867,Improved Kick;Improved Kick,talent-passive,utility,0,0
Rogue,Combat,3,1,182,13706;13804;13805;13806;13807,Dagger Specialization;Dagger Specialization;Dagger Specialization;Dagger Specialization;Dagger Specialization,talent-passive,utility,0,0
Rogue,Combat,3,2,221,13715;13848;13849;13851;13852,Dual Wield Specialization;Dual Wield Specialization;Dual Wield Specialization;Dual Wield Specialization;Dual Wield Specialization,talent-passive,utility,181,0
Rogue,Combat,4,0,184,13709;13800;13801;13802;13803,Mace Specialization;Mace Specialization;Mace Specialization;Mace Specialization;Mace Specialization,talent-passive,utility,0,0
Rogue,Combat,4,1,223,13877,Blade Flurry,utility-or-rank,utility,0,0
Rogue,Combat,4,2,242,13960;13961;13962;13963;13964,Sword Specialization;Sword Specialization;Sword Specialization;Sword Specialization;Sword Specialization,talent-passive,utility,0,0
Rogue,Combat,4,3,183,13707;13966;13967;13968;13969,Fist Weapon Specialization;Fist Weapon Specialization;Fist Weapon Specialization;Fist Weapon Specialization;Fist Weapon Specialization,talent-passive,utility,0,0
Rogue,Combat,5,0,1706,31124;31126,Blade Twisting;Blade Twisting,utility-or-rank,utility,0,0
Rogue,Combat,5,1,1703,30919;30920,Weapon Expertise;Weapon Expertise,utility-or-rank,utility,223,0
Rogue,Combat,5,2,1122,18427;18428;18429,Aggression;Aggression;Aggression,utility-or-rank,utility,0,0
Rogue,Combat,6,0,1705,31122;31123,Vitality;Vitality,utility-or-rank,utility,0,0
Rogue,Combat,6,1,205,13750,Adrenaline Rush,utility-or-rank,utility,0,0
Rogue,Combat,6,2,1707,31130;31131,Nerves of Steel;Nerves of Steel,utility-or-rank,utility,0,0
Rogue,Combat,7,2,1825,35541;35550;35551;35552;35553,Combat Potency;Combat Potency;Combat Potency;Combat Potency;Combat Potency,utility-or-rank,utility,0,0
Rogue,Combat,8,1,1709,32601,Surprise Attacks,utility-or-rank,utility,205,0
Rogue,Assassination,0,0,276,14162;14163;14164,Improved Eviscerate;Improved Eviscerate;Improved Eviscerate,talent-passive,utility,0,0
Rogue,Assassination,0,1,272,14144;14148,Remorseless Attacks;Remorseless Attacks,utility-or-rank,utility,0,0
Rogue,Assassination,0,2,270,14138;14139;14140;14141;14142,Malice;Malice;Malice;Malice;Malice,utility-or-rank,utility,0,0
Rogue,Assassination,1,0,273,14156;14160;14161,Ruthlessness;Ruthlessness;Ruthlessness,utility-or-rank,utility,0,0
Rogue,Assassination,1,1,274,14158;14159,Murder;Murder,utility-or-rank,utility,0,0
Rogue,Assassination,1,3,277,13733;13865;13866,Puncturing Wounds;Puncturing Wounds;Puncturing Wounds,utility-or-rank,utility,0,0
Rogue,Assassination,2,0,281,14179,Relentless Strikes,damage,single-target,0,0
Rogue,Assassination,2,1,278,14168;14169,Improved Expose Armor;Improved Expose Armor,talent-passive,utility,0,0
Rogue,Assassination,2,2,269,14128;14132;14135;14136;14137,Lethality;Lethality;Lethality;Lethality;Lethality,utility-or-rank,utility,270,0
Rogue,Assassination,3,1,682,16513;16514;16515;16719;16720,Vile Poisons;Vile Poisons;Vile Poisons;Vile Poisons;Vile Poisons,utility-or-rank,dispel-cleanse;state-maintenance,0,0
Rogue,Assassination,3,2,268,14113;14114;14115;14116;14117,Improved Poisons;Improved Poisons;Improved Poisons;Improved Poisons;Improved Poisons,talent-passive,dispel-cleanse;state-maintenance,0,0
Rogue,Assassination,4,0,1721,31208;31209,Fleet Footed;Fleet Footed,utility-or-rank,utility,0,0
Rogue,Assassination,4,1,280,14177,Cold Blood,utility-or-rank,utility,0,0
Rogue,Assassination,4,2,279,14174;14175;14176,Improved Kidney Shot;Improved Kidney Shot;Improved Kidney Shot,pvp-control,pvp,0,0
Rogue,Assassination,4,3,1762,31244;31245,Quick Recovery;Quick Recovery,utility-or-rank,utility,0,0
Rogue,Assassination,5,1,283,14186;14190;14193;14194;14195,Seal Fate;Seal Fate;Seal Fate;Seal Fate;Seal Fate,damage,single-target;state-maintenance,280,0
Rogue,Assassination,5,2,1715,31226;31227,Master Poisoner;Master Poisoner,utility-or-rank,dispel-cleanse;state-maintenance,0,0
Rogue,Assassination,6,1,382,14983,Vigor,utility-or-rank,utility,0,0
Rogue,Assassination,6,2,1723,31380;31382;31383;31384;31385,Deadened Nerves;Deadened Nerves;Deadened Nerves;Deadened Nerves;Deadened Nerves,utility-or-rank,utility,0,0
Rogue,Assassination,7,2,1718,31233;31239;31240;31241;31242,Find Weakness;Find Weakness;Find Weakness;Find Weakness;Find Weakness,utility-or-rank,utility,0,0
Rogue,Assassination,8,1,1719,1329,Mutilate,utility-or-rank,utility,382,0
Rogue,Subtlety,0,1,241,13958;13970;13971;13972;13973,Master of Deception;Master of Deception;Master of Deception;Master of Deception;Master of Deception,utility-or-rank,utility,0,0
Rogue,Subtlety,0,2,261,14057;14072;14073;14074;14075,Opportunity;Opportunity;Opportunity;Opportunity;Opportunity,utility-or-rank,utility,0,0
Rogue,Subtlety,1,0,1700,30892;30893,Sleight of Hand;Sleight of Hand,utility-or-rank,utility,0,0
Rogue,Subtlety,1,1,262,14076;14094,Dirty Tricks;Dirty Tricks,utility-or-rank,utility,0,0
Rogue,Subtlety,1,2,244,13975;14062;14063;14064;14065,Camouflage;Camouflage;Camouflage;Camouflage;Camouflage,utility-or-rank,utility,0,0
Rogue,Subtlety,2,0,245,13976;13979;13980,Initiative;Initiative;Initiative,utility-or-rank,utility,0,0
Rogue,Subtlety,2,1,303,14278,Ghostly Strike,damage,single-target,0,0
Rogue,Subtlety,2,2,263,14079;14080;14081,Improved Ambush;Improved Ambush;Improved Ambush,talent-passive,utility,0,0
Rogue,Subtlety,3,0,246,13983;14070;14071,Setup;Setup;Setup,utility-or-rank,utility,0,0
Rogue,Subtlety,3,1,247,13981;14066,Elusiveness;Elusiveness,utility-or-rank,utility,0,0
Rogue,Subtlety,3,2,1123,14171;14172;14173,Serrated Blades;Serrated Blades;Serrated Blades,utility-or-rank,utility,0,0
Rogue,Subtlety,4,0,1701,30894;30895,Heightened Senses;Heightened Senses,utility-or-rank,utility,0,0
Rogue,Subtlety,4,1,284,14185,Preparation,utility-or-rank,utility,0,0
Rogue,Subtlety,4,2,265,14082;14083,Dirty Deeds;Dirty Deeds,utility-or-rank,utility,0,0
Rogue,Subtlety,4,3,681,16511,Hemorrhage,utility-or-rank,utility,1123,0
Rogue,Subtlety,5,0,1713,31221;31222;31223,Master of Subtlety;Master of Subtlety;Master of Subtlety,talent-passive,utility,0,0
Rogue,Subtlety,5,2,1702,30902;30903;30904;30905;30906,Deadliness;Deadliness;Deadliness;Deadliness;Deadliness,utility-or-rank,utility,0,0
Rogue,Subtlety,6,0,1711,31211;31212;31213,Enveloping Shadows;Enveloping Shadows;Enveloping Shadows,utility-or-rank,utility,0,0
Rogue,Subtlety,6,1,381,14183,Premeditation,utility-or-rank,utility,284,0
Rogue,Subtlety,6,2,1722,31228;31229;31230,Cheat Death;Cheat Death;Cheat Death,utility-or-rank,utility,0,0
Rogue,Subtlety,7,1,1712,31216;31217;31218;31219;31220,Sinister Calling;Sinister Calling;Sinister Calling;Sinister Calling;Sinister Calling,damage,single-target,381,0
Rogue,Subtlety,8,1,1714,36554,Shadowstep,utility-or-rank,utility,0,0
Shaman,Elemental,0,1,564,16039;16109;16110;16111;16112,Convection;Convection;Convection;Convection;Convection,utility-or-rank,utility,0,0
Shaman,Elemental,0,2,563,16035;16105;16106;16107;16108,Concussion;Concussion;Concussion;Concussion;Concussion,utility-or-rank,utility,0,0
Shaman,Elemental,1,0,572,16043;16130,Earth's Grasp;Earth's Grasp,utility-or-rank,utility,0,0
Shaman,Elemental,1,1,1640,28996;28997;28998,Elemental Warding;Elemental Warding;Elemental Warding,utility-or-rank,utility,0,0
Shaman,Elemental,1,2,561,16038;16160;16161,Call of Flame;Call of Flame;Call of Flame,utility-or-rank,utility,0,0
Shaman,Elemental,2,0,574,16164,Elemental Focus,talent-passive,utility,0,0
Shaman,Elemental,2,1,575,16040;16113;16114;16115;16116,Reverberation;Reverberation;Reverberation;Reverberation;Reverberation,utility-or-rank,utility,0,0
Shaman,Elemental,2,2,562,16041;16117;16118;16119;16120,Call of Thunder;Call of Thunder;Call of Thunder;Call of Thunder;Call of Thunder,utility-or-rank,utility,0,0
Shaman,Elemental,3,0,567,16086;16544,Improved Fire Totems;Improved Fire Totems,talent-passive,state-maintenance,0,0
Shaman,Elemental,3,1,1642,29062;29064;29065,Eye of the Storm;Eye of the Storm;Eye of the Storm,utility-or-rank,utility,0,0
Shaman,Elemental,3,3,1645,30160;29179;29180,Elemental Devastation;Elemental Devastation;Elemental Devastation,utility-or-rank,utility,0,0
Shaman,Elemental,4,0,1641,28999;29000,Storm Reach;Storm Reach,utility-or-rank,utility,0,0
Shaman,Elemental,4,1,565,16089,Elemental Fury,talent-passive,utility,0,0
Shaman,Elemental,4,3,1682,30664;30665;30666;30667;30668,Unrelenting Storm;Unrelenting Storm;Unrelenting Storm;Unrelenting Storm;Unrelenting Storm,utility-or-rank,utility,0,0
Shaman,Elemental,5,0,1685,30672;30673;30674,Elemental Precision;Elemental Precision;Elemental Precision,talent-passive,utility,0,0
Shaman,Elemental,5,2,721,16578;16579;16580;16581;16582,Lightning Mastery;Lightning Mastery;Lightning Mastery;Lightning Mastery;Lightning Mastery,talent-passive,utility,562,0
Shaman,Elemental,6,1,573,16166,Elemental Mastery,talent-passive,utility,565,0
Shaman,Elemental,6,2,1683,30669;30670;30671,Elemental Shields;Elemental Shields;Elemental Shields,healing,healing,0,0
Shaman,Elemental,7,1,1686,30675;30678;30679;30680;30681,Lightning Overload;Lightning Overload;Lightning Overload;Lightning Overload;Lightning Overload,utility-or-rank,utility,0,0
Shaman,Elemental,8,1,1687,30706,Totem of Wrath,damage,single-target;state-maintenance,1686,0
Shaman,Restoration,0,1,586,16182;16226;16227;16228;16229,Improved Healing Wave;Improved Healing Wave;Improved Healing Wave;Improved Healing Wave;Improved Healing Wave,healing,healing,0,0
Shaman,Restoration,0,2,593,16179;16214;16215;16216;16217,Tidal Focus;Tidal Focus;Tidal Focus;Tidal Focus;Tidal Focus,talent-passive,utility,0,0
Shaman,Restoration,1,0,589,16184;16209,Improved Reincarnation;Improved Reincarnation,talent-passive,utility,0,0
Shaman,Restoration,1,1,581,16176;16235;16240,Ancestral Healing;Ancestral Healing;Ancestral Healing,healing,healing,0,0
Shaman,Restoration,1,2,595,16173;16222;16223;16224;16225,Totemic Focus;Totemic Focus;Totemic Focus;Totemic Focus;Totemic Focus,talent-passive,state-maintenance,0,0
Shaman,Restoration,2,0,583,16180;16196;16198,Nature's Guidance;Nature's Guidance;Nature's Guidance,talent-passive,utility,0,0
Shaman,Restoration,2,1,587,16181;16230;16232;16233;16234,Healing Focus;Healing Focus;Healing Focus;Healing Focus;Healing Focus,healing,healing,0,0
Shaman,Restoration,2,2,582,16189,Totemic Mastery,talent-passive,state-maintenance,0,0
Shaman,Restoration,2,3,1646,29187;29189;29191,Healing Grace;Healing Grace;Healing Grace,healing,healing,0,0
Shaman,Restoration,3,1,588,16187;16205;16206;16207;16208,Restorative Totems;Restorative Totems;Restorative Totems;Restorative Totems;Restorative Totems,utility-or-rank,state-maintenance,0,0
Shaman,Restoration,3,2,594,16194;16218;16219;16220;16221,Tidal Mastery;Tidal Mastery;Tidal Mastery;Tidal Mastery;Tidal Mastery,talent-passive,utility,0,0
Shaman,Restoration,4,0,1648,29206;29205;29202,Healing Way;Healing Way;Healing Way,healing,healing,0,0
Shaman,Restoration,4,2,591,16188,Nature's Swiftness,utility-or-rank,utility,0,0
Shaman,Restoration,4,3,1695,30864;30865;30866,Focused Mind;Focused Mind;Focused Mind,damage,single-target,0,0
Shaman,Restoration,5,2,592,16178;16210;16211;16212;16213,Purification;Purification;Purification;Purification;Purification,utility-or-rank,utility,0,0
Shaman,Restoration,6,1,590,16190,Mana Tide Totem,utility-or-rank,state-maintenance,588,0
Shaman,Restoration,6,2,1699,30881;30883;30884;30885;30886,Nature's Guardian;Nature's Guardian;Nature's Guardian;Nature's Guardian;Nature's Guardian,utility-or-rank,utility,0,0
Shaman,Restoration,7,1,1696,30867;30868;30869,Nature's Blessing;Nature's Blessing;Nature's Blessing,utility-or-rank,utility,0,0
Shaman,Restoration,7,2,1697,30872;30873,Improved Chain Heal;Improved Chain Heal,healing,multi-target;healing,0,0
Shaman,Restoration,8,1,1698,974,Earth Shield,healing,healing,1696,0
Shaman,Enhancement,0,1,614,17485;17486;17487;17488;17489,Ancestral Knowledge;Ancestral Knowledge;Ancestral Knowledge;Ancestral Knowledge;Ancestral Knowledge,talent-passive,utility,0,0
Shaman,Enhancement,0,2,612,16253;16298;16299;16300;16301,Shield Specialization;Shield Specialization;Shield Specialization;Shield Specialization;Shield Specialization,healing,healing,0,0
Shaman,Enhancement,1,0,609,16258;16293,Guardian Totems;Guardian Totems,utility-or-rank,state-maintenance,0,0
Shaman,Enhancement,1,1,613,16255;16302;16303;16304;16305,Thundering Strikes;Thundering Strikes;Thundering Strikes;Thundering Strikes;Thundering Strikes,damage,single-target,0,0
Shaman,Enhancement,1,2,605,16262;16287,Improved Ghost Wolf;Improved Ghost Wolf,talent-passive,utility,0,0
Shaman,Enhancement,1,3,607,16261;16290;16291,Improved Lightning Shield;Improved Lightning Shield;Improved Lightning Shield,healing,healing,0,0
Shaman,Enhancement,2,0,610,16259;16295,Enhancing Totems;Enhancing Totems,utility-or-rank,state-maintenance,0,0
Shaman,Enhancement,2,2,617,43338,Shamanistic Focus,talent-passive,utility,0,0
